cause,effect,lag_bin,cause_type,effect_type,conditional_probability
0-60,0-35,30-60,Diastolic Blood Pressure,Carbon Dioxide,0.0001399905565692
0-60,0-35,60-90,Diastolic Blood Pressure,Carbon Dioxide,0.0001518541630581
0-60,0-35,90-180,Diastolic Blood Pressure,Carbon Dioxide,0.0004982714725345
0-60,0-35,180-365,Diastolic Blood Pressure,Carbon Dioxide,0.0011389062229361
0-60,0-35,365-730,Diastolic Blood Pressure,Carbon Dioxide,0.0021734127087698
0-60,0-35,730-inf,Diastolic Blood Pressure,Carbon Dioxide,0.0077326987094768
0-60,0-50,0-7,Diastolic Blood Pressure,Body Weight,2.8472655573403693e-05
0-60,0-50,7-14,Diastolic Blood Pressure,Body Weight,3.0845376871187334e-05
0-60,0-50,14-30,Diastolic Blood Pressure,Body Weight,3.321809816897097e-05
0-60,0-50,30-60,Diastolic Blood Pressure,Body Weight,1.898177038226913e-05
0-60,0-50,60-90,Diastolic Blood Pressure,Body Weight,0.0001043997371024
0-60,0-50,90-180,Diastolic Blood Pressure,Body Weight,0.000142363277867
0-60,0-50,180-365,Diastolic Blood Pressure,Body Weight,0.0002491357362672
0-60,0-50,365-730,Diastolic Blood Pressure,Body Weight,8.304524542242743e-05
0-60,0-50,730-inf,Diastolic Blood Pressure,Body Weight,0.0001494814417603
0-60,0-60,0-7,Diastolic Blood Pressure,Diastolic Blood Pressure,0.0049613602336655
0-60,0-60,7-14,Diastolic Blood Pressure,Diastolic Blood Pressure,0.0049067876438165
0-60,0-60,14-30,Diastolic Blood Pressure,Diastolic Blood Pressure,0.0101623653184073
0-60,0-60,30-60,Diastolic Blood Pressure,Diastolic Blood Pressure,0.0159968869896573
0-60,0-60,60-90,Diastolic Blood Pressure,Diastolic Blood Pressure,0.01169039783418
0-60,0-60,90-180,Diastolic Blood Pressure,Diastolic Blood Pressure,0.0219025902998407
0-60,0-60,180-365,Diastolic Blood Pressure,Diastolic Blood Pressure,0.0385377393186018
0-60,0-60,365-730,Diastolic Blood Pressure,Diastolic Blood Pressure,0.02250288878818
0-60,0-60,730-inf,Diastolic Blood Pressure,Diastolic Blood Pressure,0.055139670239194
0-60,0-70,14-30,Diastolic Blood Pressure,Glucose,1.1863606488918206e-05
0-60,0-70,30-60,Diastolic Blood Pressure,Glucose,3.5590819466754616e-05
0-60,0-70,60-90,Diastolic Blood Pressure,Glucose,3.321809816897097e-05
0-60,0-70,90-180,Diastolic Blood Pressure,Glucose,9.965429450691292e-05
0-60,0-70,180-365,Diastolic Blood Pressure,Glucose,0.000251508457565
0-60,0-70,365-730,Diastolic Blood Pressure,Glucose,0.0003962444567298
0-60,0-70,730-inf,Diastolic Blood Pressure,Glucose,0.0015090507453903
0-60,0-8,7-14,Diastolic Blood Pressure,Calcium,2.372721297783641e-06
0-60,0-8,14-30,Diastolic Blood Pressure,Calcium,2.372721297783641e-06
0-60,0-8,60-90,Diastolic Blood Pressure,Calcium,4.7454425955672825e-06
0-60,0-8,90-180,Diastolic Blood Pressure,Calcium,1.4236327786701848e-05
0-60,0-8,180-365,Diastolic Blood Pressure,Anion Gap,2.372721297783641e-06
0-60,0-8,180-365,Diastolic Blood Pressure,Calcium,3.0845376871187334e-05
0-60,0-8,365-730,Diastolic Blood Pressure,Anion Gap,4.7454425955672825e-06
0-60,0-8,365-730,Diastolic Blood Pressure,Calcium,4.982714725345646e-05
0-60,0-8,730-inf,Diastolic Blood Pressure,Anion Gap,2.372721297783641e-06
0-60,0-8,730-inf,Diastolic Blood Pressure,Calcium,0.0001826995399293
0-60,0-90,0-7,Diastolic Blood Pressure,Systolic Blood Pressure,0.0042614074508194
0-60,0-90,7-14,Diastolic Blood Pressure,Systolic Blood Pressure,0.0039482082395119
0-60,0-90,14-30,Diastolic Blood Pressure,Systolic Blood Pressure,0.0080292888716998
0-60,0-90,30-60,Diastolic Blood Pressure,Systolic Blood Pressure,0.0128506585487962
0-60,0-90,60-90,Diastolic Blood Pressure,Systolic Blood Pressure,0.0094149581096054
0-60,0-90,90-180,Diastolic Blood Pressure,Systolic Blood Pressure,0.0178571004871196
0-60,0-90,180-365,Diastolic Blood Pressure,Systolic Blood Pressure,0.0311609488037925
0-60,0-90,365-730,Diastolic Blood Pressure,Systolic Blood Pressure,0.0102620196129142
0-60,0-90,730-inf,Diastolic Blood Pressure,Systolic Blood Pressure,0.020210840014521
0-60,1-1,30-60,Diastolic Blood Pressure,Creatinine,4.7454425955672825e-06
0-60,1-1,60-90,Diastolic Blood Pressure,Creatinine,9.490885191134563e-06
0-60,1-1,90-180,Diastolic Blood Pressure,Creatinine,1.6609049084485486e-05
0-60,1-1,180-365,Diastolic Blood Pressure,Creatinine,3.321809816897097e-05
0-60,1-1,365-730,Diastolic Blood Pressure,Creatinine,4.270898336010554e-05
0-60,1-1,730-inf,Diastolic Blood Pressure,Creatinine,0.0004745442595567
0-60,1-inf,7-14,Diastolic Blood Pressure,Creatinine,4.7454425955672825e-06
0-60,1-inf,14-30,Diastolic Blood Pressure,Creatinine,1.6609049084485486e-05
0-60,1-inf,30-60,Diastolic Blood Pressure,Creatinine,4.508170465788918e-05
0-60,1-inf,60-90,Diastolic Blood Pressure,Creatinine,2.8472655573403693e-05
0-60,1-inf,90-180,Diastolic Blood Pressure,Creatinine,0.0001708359334404
0-60,1-inf,180-365,Diastolic Blood Pressure,Creatinine,0.0002681175066495
0-60,1-inf,365-730,Diastolic Blood Pressure,Creatinine,0.0004864078660456
0-60,1-inf,730-inf,Diastolic Blood Pressure,Creatinine,0.001589723269515
0-60,107-inf,7-14,Diastolic Blood Pressure,Chloride,4.7454425955672825e-06
0-60,107-inf,14-30,Diastolic Blood Pressure,Chloride,1.6609049084485486e-05
0-60,107-inf,30-60,Diastolic Blood Pressure,Chloride,6.88089176357256e-05
0-60,107-inf,60-90,Diastolic Blood Pressure,Chloride,8.541796672021108e-05
0-60,107-inf,90-180,Diastolic Blood Pressure,Chloride,0.0002776083918406
0-60,107-inf,180-365,Diastolic Blood Pressure,Chloride,0.0006691074059749
0-60,107-inf,365-730,Diastolic Blood Pressure,Chloride,0.001326351205461
0-60,107-inf,730-inf,Diastolic Blood Pressure,Chloride,0.0045983338751046
0-60,12-16,365-730,Diastolic Blood Pressure,Hemoglobin,2.372721297783641e-06
0-60,12-16,730-inf,Diastolic Blood Pressure,Hemoglobin,4.7454425955672825e-06
0-60,120-140,0-7,Diastolic Blood Pressure,Systolic Blood Pressure,6.169075374237467e-05
0-60,120-140,7-14,Diastolic Blood Pressure,Systolic Blood Pressure,3.5590819466754616e-05
0-60,120-140,14-30,Diastolic Blood Pressure,Systolic Blood Pressure,9.490885191134565e-05
0-60,120-140,30-60,Diastolic Blood Pressure,Systolic Blood Pressure,0.0001257542287825
0-60,120-140,60-90,Diastolic Blood Pressure,Systolic Blood Pressure,9.965429450691292e-05
0-60,120-140,90-180,Diastolic Blood Pressure,Systolic Blood Pressure,0.0001304996713781
0-60,120-140,180-365,Diastolic Blood Pressure,Systolic Blood Pressure,0.0001589723269515
0-60,120-140,365-730,Diastolic Blood Pressure,Systolic Blood Pressure,0.0002823538344362
0-60,120-140,730-inf,Diastolic Blood Pressure,Systolic Blood Pressure,0.0005457258984902
0-60,120-180,7-14,Diastolic Blood Pressure,ALT (Elevated),2.372721297783641e-06
0-60,120-180,14-30,Diastolic Blood Pressure,ALT (Elevated),2.372721297783641e-06
0-60,120-180,30-60,Diastolic Blood Pressure,ALT (Elevated),2.372721297783641e-06
0-60,120-180,60-90,Diastolic Blood Pressure,ALT (Elevated),2.372721297783641e-06
0-60,120-180,90-180,Diastolic Blood Pressure,ALT (Elevated),9.490885191134563e-06
0-60,120-180,180-365,Diastolic Blood Pressure,ALT (Elevated),1.898177038226913e-05
0-60,120-180,365-730,Diastolic Blood Pressure,ALT (Elevated),3.796354076453826e-05
0-60,120-180,730-inf,Diastolic Blood Pressure,ALT (Elevated),0.0001850722612271
0-60,125-inf,14-30,Diastolic Blood Pressure,Glucose,2.372721297783641e-06
0-60,125-inf,30-60,Diastolic Blood Pressure,Glucose,2.372721297783641e-06
0-60,125-inf,60-90,Diastolic Blood Pressure,Glucose,2.372721297783641e-06
0-60,125-inf,90-180,Diastolic Blood Pressure,Glucose,9.490885191134563e-06
0-60,125-inf,180-365,Diastolic Blood Pressure,Glucose,1.4236327786701848e-05
0-60,125-inf,365-730,Diastolic Blood Pressure,Glucose,3.321809816897097e-05
0-60,125-inf,730-inf,Diastolic Blood Pressure,Glucose,9.016340931577836e-05
0-60,135-145,0-7,Diastolic Blood Pressure,Sodium,2.372721297783641e-06
0-60,135-145,7-14,Diastolic Blood Pressure,Sodium,1.4236327786701848e-05
0-60,135-145,14-30,Diastolic Blood Pressure,Sodium,3.5590819466754616e-05
0-60,135-145,30-60,Diastolic Blood Pressure,Sodium,0.0001399905565692
0-60,135-145,60-90,Diastolic Blood Pressure,Sodium,0.0001518541630581
0-60,135-145,90-180,Diastolic Blood Pressure,Sodium,0.0004982714725345
0-60,135-145,180-365,Diastolic Blood Pressure,Sodium,0.0011389062229361
0-60,135-145,365-730,Diastolic Blood Pressure,Sodium,0.0021734127087698
0-60,135-145,730-inf,Diastolic Blood Pressure,Sodium,0.0077326987094768
0-60,140-inf,0-7,Diastolic Blood Pressure,Systolic Blood Pressure,4.7454425955672825e-06
0-60,140-inf,14-30,Diastolic Blood Pressure,Systolic Blood Pressure,4.7454425955672825e-06
0-60,140-inf,30-60,Diastolic Blood Pressure,Systolic Blood Pressure,2.372721297783641e-06
0-60,140-inf,90-180,Diastolic Blood Pressure,Systolic Blood Pressure,7.118163893350923e-06
0-60,140-inf,180-365,Diastolic Blood Pressure,Systolic Blood Pressure,1.6609049084485486e-05
0-60,140-inf,365-730,Diastolic Blood Pressure,Systolic Blood Pressure,2.135449168005277e-05
0-60,140-inf,730-inf,Diastolic Blood Pressure,Systolic Blood Pressure,5.6945311146807386e-05
0-60,150-170,0-7,Diastolic Blood Pressure,Body Height,2.372721297783641e-06
0-60,150-170,7-14,Diastolic Blood Pressure,Body Height,0.0002799811131384
0-60,150-170,14-30,Diastolic Blood Pressure,Body Height,0.0005599622262769
0-60,150-170,30-60,Diastolic Blood Pressure,Body Height,0.0008636705523932
0-60,150-170,60-90,Diastolic Blood Pressure,Body Height,0.0007877434708641
0-60,150-170,90-180,Diastolic Blood Pressure,Body Height,0.0026788023451977
0-60,150-170,180-365,Diastolic Blood Pressure,Body Height,0.0049139058077099
0-60,150-170,365-730,Diastolic Blood Pressure,Body Height,0.0072012091387733
0-60,150-170,730-inf,Diastolic Blood Pressure,Body Height,0.0151355891585618
0-60,150-450,7-14,Diastolic Blood Pressure,Platelet Count,2.372721297783641e-06
0-60,150-450,14-30,Diastolic Blood Pressure,Platelet Count,2.372721297783641e-06
0-60,150-450,30-60,Diastolic Blood Pressure,Platelet Count,2.372721297783641e-06
0-60,150-450,60-90,Diastolic Blood Pressure,Platelet Count,2.372721297783641e-06
0-60,150-450,90-180,Diastolic Blood Pressure,Platelet Count,9.490885191134563e-06
0-60,150-450,180-365,Diastolic Blood Pressure,Platelet Count,1.898177038226913e-05
0-60,150-450,365-730,Diastolic Blood Pressure,Platelet Count,3.796354076453826e-05
0-60,150-450,730-inf,Diastolic Blood Pressure,Platelet Count,0.0001850722612271
0-60,150-inf,365-730,Diastolic Blood Pressure,AST (Elevated),2.372721297783641e-06
0-60,16-inf,7-14,Diastolic Blood Pressure,Hemoglobin,2.372721297783641e-06
0-60,16-inf,14-30,Diastolic Blood Pressure,Hemoglobin,2.372721297783641e-06
0-60,16-inf,30-60,Diastolic Blood Pressure,Hemoglobin,2.372721297783641e-06
0-60,16-inf,60-90,Diastolic Blood Pressure,Hemoglobin,2.372721297783641e-06
0-60,16-inf,90-180,Diastolic Blood Pressure,Hemoglobin,9.490885191134563e-06
0-60,16-inf,180-365,Diastolic Blood Pressure,Hemoglobin,1.898177038226913e-05
0-60,16-inf,365-730,Diastolic Blood Pressure,Hemoglobin,3.5590819466754616e-05
0-60,16-inf,730-inf,Diastolic Blood Pressure,Hemoglobin,0.0001803268186315
0-60,170-190,7-14,Diastolic Blood Pressure,Body Height,0.0003131992113074
0-60,170-190,14-30,Diastolic Blood Pressure,Body Height,0.0007402890449084
0-60,170-190,30-60,Diastolic Blood Pressure,Body Height,0.0013429602545455
0-60,170-190,60-90,Diastolic Blood Pressure,Body Height,0.0012338150748474
0-60,170-190,90-180,Diastolic Blood Pressure,Body Height,0.0042163257461615
0-60,170-190,180-365,Diastolic Blood Pressure,Body Height,0.0081099613958244
0-60,170-190,365-730,Diastolic Blood Pressure,Body Height,0.0141888733607461
0-60,170-190,730-inf,Diastolic Blood Pressure,Body Height,0.0427635559499545
0-60,190-inf,14-30,Diastolic Blood Pressure,Body Height,4.7454425955672825e-06
0-60,190-inf,365-730,Diastolic Blood Pressure,Body Height,3.796354076453826e-05
0-60,190-inf,730-inf,Diastolic Blood Pressure,Body Height,0.0001471087204625
0-60,3-5,0-7,Diastolic Blood Pressure,Potassium,2.372721297783641e-06
0-60,3-5,7-14,Diastolic Blood Pressure,Albumin,2.372721297783641e-06
0-60,3-5,7-14,Diastolic Blood Pressure,Potassium,1.1863606488918206e-05
0-60,3-5,14-30,Diastolic Blood Pressure,Albumin,2.372721297783641e-06
0-60,3-5,14-30,Diastolic Blood Pressure,Potassium,2.8472655573403693e-05
0-60,3-5,30-60,Diastolic Blood Pressure,Albumin,2.372721297783641e-06
0-60,3-5,30-60,Diastolic Blood Pressure,Potassium,0.000109145179698
0-60,3-5,60-90,Diastolic Blood Pressure,Albumin,2.372721297783641e-06
0-60,3-5,60-90,Diastolic Blood Pressure,Potassium,0.0001281269500803
0-60,3-5,90-180,Diastolic Blood Pressure,Albumin,9.490885191134563e-06
0-60,3-5,90-180,Diastolic Blood Pressure,Potassium,0.0003986171780276
0-60,3-5,180-365,Diastolic Blood Pressure,Albumin,1.898177038226913e-05
0-60,3-5,180-365,Diastolic Blood Pressure,Potassium,0.0009182431422422
0-60,3-5,365-730,Diastolic Blood Pressure,Albumin,3.796354076453826e-05
0-60,3-5,365-730,Diastolic Blood Pressure,Potassium,0.0018032681863155
0-60,3-5,730-inf,Diastolic Blood Pressure,Albumin,0.0001850722612271
0-60,3-5,730-inf,Diastolic Blood Pressure,Potassium,0.0063256749798911
0-60,5-inf,7-14,Diastolic Blood Pressure,Potassium,2.372721297783641e-06
0-60,5-inf,14-30,Diastolic Blood Pressure,Potassium,7.118163893350923e-06
0-60,5-inf,30-60,Diastolic Blood Pressure,Potassium,3.0845376871187334e-05
0-60,5-inf,60-90,Diastolic Blood Pressure,Potassium,2.372721297783641e-05
0-60,5-inf,90-180,Diastolic Blood Pressure,Potassium,9.965429450691292e-05
0-60,5-inf,180-365,Diastolic Blood Pressure,Potassium,0.0002206630806938
0-60,5-inf,365-730,Diastolic Blood Pressure,Potassium,0.0003701445224542
0-60,5-inf,730-inf,Diastolic Blood Pressure,Potassium,0.0014070237295856
0-60,50-70,0-7,Diastolic Blood Pressure,Body Weight,4.508170465788918e-05
0-60,50-70,7-14,Diastolic Blood Pressure,Body Weight,5.6945311146807386e-05
0-60,50-70,14-30,Diastolic Blood Pressure,Body Weight,0.0001494814417603
0-60,50-70,30-60,Diastolic Blood Pressure,Body Weight,0.0002657447853517
0-60,50-70,60-90,Diastolic Blood Pressure,Body Weight,0.0001850722612271
0-60,50-70,90-180,Diastolic Blood Pressure,Body Weight,0.0004531897678766
0-60,50-70,180-365,Diastolic Blood Pressure,Body Weight,0.0027974384100869
0-60,50-70,365-730,Diastolic Blood Pressure,Body Weight,0.0012243241896563
0-60,50-70,730-inf,Diastolic Blood Pressure,Body Weight,0.0022778124458722
0-60,60-80,0-7,Diastolic Blood Pressure,Diastolic Blood Pressure,0.0005979257670414
0-60,60-80,7-14,Diastolic Blood Pressure,Diastolic Blood Pressure,0.0005908076031481
0-60,60-80,14-30,Diastolic Blood Pressure,Diastolic Blood Pressure,0.001096197239576
0-60,60-80,30-60,Diastolic Blood Pressure,Diastolic Blood Pressure,0.001677513957533
0-60,60-80,60-90,Diastolic Blood Pressure,Diastolic Blood Pressure,0.0012860149433987
0-60,60-80,90-180,Diastolic Blood Pressure,Diastolic Blood Pressure,0.0030987740149054
0-60,60-80,180-365,Diastolic Blood Pressure,Diastolic Blood Pressure,0.0033289279807904
0-60,60-80,365-730,Diastolic Blood Pressure,Diastolic Blood Pressure,0.0029469198518472
0-60,60-80,730-inf,Diastolic Blood Pressure,Diastolic Blood Pressure,0.0080435251994865
0-60,70-90,0-7,Diastolic Blood Pressure,Body Weight,0.0001352451139736
0-60,70-90,7-14,Diastolic Blood Pressure,Body Weight,0.0005125078003212
0-60,70-90,14-30,Diastolic Blood Pressure,Body Weight,0.0011721243211051
0-60,70-90,30-60,Diastolic Blood Pressure,Body Weight,0.0021259582828141
0-60,70-90,60-90,Diastolic Blood Pressure,Body Weight,0.0019337678576936
0-60,70-90,90-180,Diastolic Blood Pressure,Body Weight,0.0056921583933829
0-60,70-90,180-365,Diastolic Blood Pressure,Body Weight,0.0106084369223906
0-60,70-90,365-730,Diastolic Blood Pressure,Body Weight,0.0153728612883402
0-60,70-90,730-inf,Diastolic Blood Pressure,Body Weight,0.0366419350016727
0-60,70-99,0-7,Diastolic Blood Pressure,Glucose,2.372721297783641e-06
0-60,70-99,7-14,Diastolic Blood Pressure,Glucose,1.4236327786701848e-05
0-60,70-99,14-30,Diastolic Blood Pressure,Glucose,2.135449168005277e-05
0-60,70-99,30-60,Diastolic Blood Pressure,Glucose,9.728157320912928e-05
0-60,70-99,60-90,Diastolic Blood Pressure,Glucose,0.000109145179698
0-60,70-99,90-180,Diastolic Blood Pressure,Glucose,0.0003630263585608
0-60,70-99,180-365,Diastolic Blood Pressure,Glucose,0.000778252585673
0-60,70-99,365-730,Diastolic Blood Pressure,Glucose,0.0016680230723418
0-60,70-99,730-inf,Diastolic Blood Pressure,Glucose,0.0057538491471253
0-60,8-10,0-7,Diastolic Blood Pressure,Calcium,2.372721297783641e-06
0-60,8-10,7-14,Diastolic Blood Pressure,Calcium,1.1863606488918206e-05
0-60,8-10,14-30,Diastolic Blood Pressure,Calcium,3.321809816897097e-05
0-60,8-10,30-60,Diastolic Blood Pressure,Calcium,0.0001399905565692
0-60,8-10,60-90,Diastolic Blood Pressure,Calcium,0.0001471087204625
0-60,8-10,90-180,Diastolic Blood Pressure,Calcium,0.0004840351447478
0-60,8-10,180-365,Diastolic Blood Pressure,Calcium,0.0011080608460649
0-60,8-10,365-730,Diastolic Blood Pressure,Calcium,0.0021235855615163
0-60,8-10,730-inf,Diastolic Blood Pressure,Calcium,0.0075499991695475
0-60,8-16,7-14,Diastolic Blood Pressure,Anion Gap,2.372721297783641e-06
0-60,8-16,14-30,Diastolic Blood Pressure,Anion Gap,2.372721297783641e-06
0-60,8-16,30-60,Diastolic Blood Pressure,Anion Gap,2.372721297783641e-06
0-60,8-16,60-90,Diastolic Blood Pressure,Anion Gap,2.372721297783641e-06
0-60,8-16,90-180,Diastolic Blood Pressure,Anion Gap,9.490885191134563e-06
0-60,8-16,180-365,Diastolic Blood Pressure,Anion Gap,1.6609049084485486e-05
0-60,8-16,365-730,Diastolic Blood Pressure,Anion Gap,3.321809816897097e-05
0-60,8-16,730-inf,Diastolic Blood Pressure,Anion Gap,0.0001826995399293
0-60,80-150,7-14,Diastolic Blood Pressure,AST (Elevated),2.372721297783641e-06
0-60,80-150,14-30,Diastolic Blood Pressure,AST (Elevated),2.372721297783641e-06
0-60,80-150,30-60,Diastolic Blood Pressure,AST (Elevated),2.372721297783641e-06
0-60,80-150,60-90,Diastolic Blood Pressure,AST (Elevated),2.372721297783641e-06
0-60,80-150,90-180,Diastolic Blood Pressure,AST (Elevated),9.490885191134563e-06
0-60,80-150,180-365,Diastolic Blood Pressure,AST (Elevated),1.898177038226913e-05
0-60,80-150,365-730,Diastolic Blood Pressure,AST (Elevated),3.5590819466754616e-05
0-60,80-150,730-inf,Diastolic Blood Pressure,AST (Elevated),0.0001850722612271
0-60,80-90,0-7,Diastolic Blood Pressure,Diastolic Blood Pressure,9.490885191134563e-06
0-60,80-90,14-30,Diastolic Blood Pressure,Diastolic Blood Pressure,2.372721297783641e-06
0-60,80-90,30-60,Diastolic Blood Pressure,Diastolic Blood Pressure,2.372721297783641e-06
0-60,80-90,90-180,Diastolic Blood Pressure,Diastolic Blood Pressure,2.372721297783641e-06
0-60,80-90,180-365,Diastolic Blood Pressure,Diastolic Blood Pressure,5.9318032444591024e-05
0-60,80-90,365-730,Diastolic Blood Pressure,Diastolic Blood Pressure,4.7454425955672825e-06
0-60,80-90,730-inf,Diastolic Blood Pressure,Diastolic Blood Pressure,9.2536130613562e-05
0-60,90-120,0-7,Diastolic Blood Pressure,Systolic Blood Pressure,0.0012456786813364
0-60,90-120,7-14,Diastolic Blood Pressure,Systolic Blood Pressure,0.0015161689092837
0-60,90-120,14-30,Diastolic Blood Pressure,Systolic Blood Pressure,0.0031319921130744
0-60,90-120,30-60,Diastolic Blood Pressure,Systolic Blood Pressure,0.0046979881696116
0-60,90-120,60-90,Diastolic Blood Pressure,Systolic Blood Pressure,0.0034641730947641
0-60,90-120,90-180,Diastolic Blood Pressure,Systolic Blood Pressure,0.0070137641562484
0-60,90-120,180-365,Diastolic Blood Pressure,Systolic Blood Pressure,0.0105989460371995
0-60,90-120,365-730,Diastolic Blood Pressure,Systolic Blood Pressure,0.0150833892900106
0-60,90-120,730-inf,Diastolic Blood Pressure,Systolic Blood Pressure,0.0425286565414739
0-60,90-inf,0-7,Diastolic Blood Pressure,Body Weight,7.355436023129287e-05
0-60,90-inf,0-7,Diastolic Blood Pressure,Diastolic Blood Pressure,4.7454425955672825e-06
0-60,90-inf,7-14,Diastolic Blood Pressure,Body Weight,0.0002728629492451
0-60,90-inf,7-14,Diastolic Blood Pressure,Diastolic Blood Pressure,2.372721297783641e-06
0-60,90-inf,14-30,Diastolic Blood Pressure,Body Weight,0.0004508170465788
0-60,90-inf,30-60,Diastolic Blood Pressure,Body Weight,0.0009158704209444
0-60,90-inf,60-90,Diastolic Blood Pressure,Body Weight,0.0009609521256023
0-60,90-inf,60-90,Diastolic Blood Pressure,Diastolic Blood Pressure,2.372721297783641e-06
0-60,90-inf,90-180,Diastolic Blood Pressure,Body Weight,0.0022517125115966
0-60,90-inf,90-180,Diastolic Blood Pressure,Diastolic Blood Pressure,4.7454425955672825e-06
0-60,90-inf,180-365,Diastolic Blood Pressure,Body Weight,0.0050088146596212
0-60,90-inf,180-365,Diastolic Blood Pressure,Diastolic Blood Pressure,9.490885191134563e-06
0-60,90-inf,365-730,Diastolic Blood Pressure,Body Weight,0.0067148012727277
0-60,90-inf,365-730,Diastolic Blood Pressure,Diastolic Blood Pressure,0.0001945631464182
0-60,90-inf,730-inf,Diastolic Blood Pressure,Body Weight,0.0216321000718934
0-60,90-inf,730-inf,Diastolic Blood Pressure,Diastolic Blood Pressure,6.643619633794194e-05
0-60,98-107,0-7,Diastolic Blood Pressure,Chloride,2.372721297783641e-06
0-60,98-107,7-14,Diastolic Blood Pressure,Chloride,9.490885191134563e-06
0-60,98-107,14-30,Diastolic Blood Pressure,Chloride,1.898177038226913e-05
0-60,98-107,30-60,Diastolic Blood Pressure,Chloride,7.118163893350923e-05
0-60,98-107,60-90,Diastolic Blood Pressure,Chloride,6.643619633794194e-05
0-60,98-107,90-180,Diastolic Blood Pressure,Chloride,0.0002206630806938
0-60,98-107,180-365,Diastolic Blood Pressure,Chloride,0.0004697988169611
0-60,98-107,365-730,Diastolic Blood Pressure,Chloride,0.0008470615033087
0-60,98-107,730-inf,Diastolic Blood Pressure,Chloride,0.0031343648343721
0-60,99-125,30-60,Diastolic Blood Pressure,Glucose,4.7454425955672825e-06
0-60,99-125,60-90,Diastolic Blood Pressure,Glucose,7.118163893350923e-06
0-60,99-125,90-180,Diastolic Blood Pressure,Glucose,2.609993427562005e-05
0-60,99-125,180-365,Diastolic Blood Pressure,Glucose,9.490885191134565e-05
0-60,99-125,365-730,Diastolic Blood Pressure,Glucose,7.592708152907652e-05
0-60,99-125,730-inf,Diastolic Blood Pressure,Glucose,0.0003796354076453
0-60,Abnormal findings diagnostic imaging heart+coronary circulat (finding),7-14,Diastolic Blood Pressure,condition,4.7454425955672825e-06
0-60,Abnormal findings diagnostic imaging heart+coronary circulat (finding),14-30,Diastolic Blood Pressure,condition,7.118163893350923e-06
0-60,Abnormal findings diagnostic imaging heart+coronary circulat (finding),30-60,Diastolic Blood Pressure,condition,4.7454425955672825e-06
0-60,Abnormal findings diagnostic imaging heart+coronary circulat (finding),60-90,Diastolic Blood Pressure,condition,2.372721297783641e-06
0-60,Abnormal findings diagnostic imaging heart+coronary circulat (finding),90-180,Diastolic Blood Pressure,condition,3.796354076453826e-05
0-60,Abnormal findings diagnostic imaging heart+coronary circulat (finding),180-365,Diastolic Blood Pressure,condition,2.8472655573403693e-05
0-60,Abnormal findings diagnostic imaging heart+coronary circulat (finding),365-730,Diastolic Blood Pressure,condition,4.745442595567282e-05
0-60,Abnormal findings diagnostic imaging heart+coronary circulat (finding),730-inf,Diastolic Blood Pressure,condition,0.0001281269500803
0-60,Acquired coagulation disorder (disorder),0-7,Diastolic Blood Pressure,condition,2.372721297783641e-06
