cause,effect,lag_bin,cause_type,effect_type,conditional_probability
135-145,140-inf,365-730,Sodium,Systolic Blood Pressure,0.0004106530238606
135-145,140-inf,730-inf,Sodium,Systolic Blood Pressure,0.003242447834233
135-145,150-170,0-7,Sodium,Body Height,8.555271330430244e-06
135-145,150-170,7-14,Sodium,Body Height,0.0009496351176777
135-145,150-170,14-30,Sodium,Body Height,0.0006929769777648
135-145,150-170,30-60,Sodium,Body Height,0.0008640824043734
135-145,150-170,60-90,Sodium,Body Height,0.0009496351176777
135-145,150-170,90-180,Sodium,Body Height,0.001651167366773
135-145,150-170,180-365,Sodium,Body Height,0.003798540470711
135-145,150-170,365-730,Sodium,Body Height,0.006681666909066
135-145,150-170,730-inf,Sodium,Body Height,0.0211144096435018
135-145,150-450,730-inf,Sodium,Platelet Count,8.555271330430244e-06
135-145,16-inf,730-inf,Sodium,Hemoglobin,8.555271330430244e-06
135-145,170-190,7-14,Sodium,Body Height,0.0007443086057474
135-145,170-190,14-30,Sodium,Body Height,0.0005133162798258
135-145,170-190,30-60,Sodium,Body Height,0.001154961629608
135-145,170-190,60-90,Sodium,Body Height,0.0007785296910691
135-145,170-190,90-180,Sodium,Body Height,0.0020019334913206
135-145,170-190,180-365,Sodium,Body Height,0.0044829621771454
135-145,170-190,365-730,Sodium,Body Height,0.0075799703987611
135-145,170-190,730-inf,Sodium,Body Height,0.0250926108121519
135-145,190-inf,90-180,Sodium,Body Height,8.555271330430244e-06
135-145,190-inf,180-365,Sodium,Body Height,0.0004363188378519
135-145,190-inf,365-730,Sodium,Body Height,2.5665813991290732e-05
135-145,190-inf,730-inf,Sodium,Body Height,9.410798463473267e-05
135-145,3-5,0-7,Sodium,Potassium,0.0142616373078272
135-145,3-5,7-14,Sodium,Potassium,0.0033194452762069
135-145,3-5,14-30,Sodium,Potassium,0.0065618931104399
135-145,3-5,30-60,Sodium,Potassium,0.0115068399394286
135-145,3-5,60-90,Sodium,Potassium,0.0041835276805803
135-145,3-5,90-180,Sodium,Potassium,0.0011292958156167
135-145,3-5,730-inf,Sodium,Albumin,8.555271330430244e-06
135-145,3-5,730-inf,Sodium,Potassium,0.0056037027214318
135-145,5-inf,0-7,Sodium,Potassium,0.0022928127165553
135-145,5-inf,7-14,Sodium,Potassium,0.0004534293805128
135-145,5-inf,14-30,Sodium,Potassium,0.0013773986841992
135-145,5-inf,30-60,Sodium,Potassium,0.0011977379862602
135-145,5-inf,60-90,Sodium,Potassium,0.0003165450392259
135-145,5-inf,730-inf,Sodium,Potassium,0.0007785296910691
135-145,50-70,7-14,Sodium,Body Weight,9.410798463473267e-05
135-145,50-70,14-30,Sodium,Body Weight,9.410798463473267e-05
135-145,50-70,30-60,Sodium,Body Weight,0.0001026632559651
135-145,50-70,60-90,Sodium,Body Weight,0.0001112185272955
135-145,50-70,90-180,Sodium,Body Weight,0.0001112185272955
135-145,50-70,180-365,Sodium,Body Weight,0.0002053265119303
135-145,50-70,365-730,Sodium,Body Weight,0.0007528638770778
135-145,50-70,730-inf,Sodium,Body Weight,0.0007271980630865
135-145,60-80,7-14,Sodium,Diastolic Blood Pressure,0.0007614191484082
135-145,60-80,14-30,Sodium,Diastolic Blood Pressure,0.0004962057371649
135-145,60-80,30-60,Sodium,Diastolic Blood Pressure,0.0008213060477213
135-145,60-80,60-90,Sodium,Diastolic Blood Pressure,0.0008127507763908
135-145,60-80,90-180,Sodium,Diastolic Blood Pressure,0.0017966069793903
135-145,60-80,180-365,Sodium,Diastolic Blood Pressure,0.0035162165168068
135-145,60-80,365-730,Sodium,Diastolic Blood Pressure,0.0055523710934492
135-145,60-80,730-inf,Sodium,Diastolic Blood Pressure,0.0178890723519296
135-145,70-90,0-7,Sodium,Body Weight,8.555271330430244e-06
135-145,70-90,7-14,Sodium,Body Weight,0.0012319590715819
135-145,70-90,14-30,Sodium,Body Weight,0.00079564023373
135-145,70-90,30-60,Sodium,Body Weight,0.001095074730295
135-145,70-90,60-90,Sodium,Body Weight,0.0010865194589646
135-145,70-90,90-180,Sodium,Body Weight,0.0023698101585291
135-145,70-90,180-365,Sodium,Body Weight,0.0054924841941362
135-145,70-90,365-730,Sodium,Body Weight,0.0090856981529169
135-145,70-90,730-inf,Sodium,Body Weight,0.033844653383182
135-145,70-99,0-7,Sodium,Glucose,0.0133804443607929
135-145,70-99,7-14,Sodium,Glucose,0.0033108900048765
135-145,70-99,14-30,Sodium,Glucose,0.0058945819466664
135-145,70-99,30-60,Sodium,Glucose,0.0095220169907688
135-145,70-99,60-90,Sodium,Glucose,0.0035761034161198
135-145,70-99,90-180,Sodium,Glucose,0.0008897482183647
135-145,70-99,730-inf,Sodium,Glucose,0.0050561653562842
135-145,8-10,0-7,Sodium,Calcium,0.0159213599459306
135-145,8-10,7-14,Sodium,Calcium,0.0035418823307981
135-145,8-10,14-30,Sodium,Calcium,0.0076056362127524
135-145,8-10,30-60,Sodium,Calcium,0.0121912616458631
135-145,8-10,60-90,Sodium,Calcium,0.0043802989211802
135-145,8-10,90-180,Sodium,Calcium,0.0010180772883211
135-145,8-10,730-inf,Sodium,Calcium,0.0060913531872663
135-145,8-16,730-inf,Sodium,Anion Gap,8.555271330430244e-06
135-145,80-150,730-inf,Sodium,AST (Elevated),8.555271330430244e-06
135-145,80-90,7-14,Sodium,Diastolic Blood Pressure,0.0006074242644605
135-145,80-90,14-30,Sodium,Diastolic Blood Pressure,0.0003935424811997
135-145,80-90,30-60,Sodium,Diastolic Blood Pressure,0.0005903137217996
135-145,80-90,60-90,Sodium,Diastolic Blood Pressure,0.0003764319385389
135-145,80-90,90-180,Sodium,Diastolic Blood Pressure,0.0005047610084953
135-145,80-90,180-365,Sodium,Diastolic Blood Pressure,0.002267146902564
135-145,80-90,365-730,Sodium,Diastolic Blood Pressure,0.0038840931840153
135-145,80-90,730-inf,Sodium,Diastolic Blood Pressure,0.012807241181654
135-145,90-120,7-14,Sodium,Systolic Blood Pressure,0.0010694089163037
135-145,90-120,14-30,Sodium,Systolic Blood Pressure,0.0008983034896951
135-145,90-120,30-60,Sodium,Systolic Blood Pressure,0.0013859539555296
135-145,90-120,60-90,Sodium,Systolic Blood Pressure,0.001035187830982
135-145,90-120,90-180,Sodium,Systolic Blood Pressure,0.0022500363599031
135-145,90-120,180-365,Sodium,Systolic Blood Pressure,0.0054668183801449
135-145,90-120,365-730,Sodium,Systolic Blood Pressure,0.0093081352075081
135-145,90-120,730-inf,Sodium,Systolic Blood Pressure,0.0299947812844884
135-145,90-inf,0-7,Sodium,Diastolic Blood Pressure,8.555271330430244e-06
135-145,90-inf,7-14,Sodium,Body Weight,0.0003678766672085
135-145,90-inf,7-14,Sodium,Diastolic Blood Pressure,0.0002309923259216
135-145,90-inf,14-30,Sodium,Body Weight,0.0003165450392259
135-145,90-inf,14-30,Sodium,Diastolic Blood Pressure,0.0001112185272955
135-145,90-inf,30-60,Sodium,Body Weight,0.0008127507763908
135-145,90-inf,30-60,Sodium,Diastolic Blood Pressure,0.0002224370545911
135-145,90-inf,60-90,Sodium,Body Weight,0.0005389820938171
135-145,90-inf,60-90,Sodium,Diastolic Blood Pressure,0.0004106530238606
135-145,90-inf,90-180,Sodium,Body Weight,0.0011806274435993
135-145,90-inf,90-180,Sodium,Diastolic Blood Pressure,0.0009239693036864
135-145,90-inf,180-365,Sodium,Body Weight,0.0030456765936331
135-145,90-inf,180-365,Sodium,Diastolic Blood Pressure,0.0024895839571552
135-145,90-inf,365-730,Sodium,Body Weight,0.0045770701617801
135-145,90-inf,365-730,Sodium,Diastolic Blood Pressure,0.0039610906259892
135-145,90-inf,730-inf,Sodium,Body Weight,0.0148605063009573
135-145,90-inf,730-inf,Sodium,Diastolic Blood Pressure,0.0146979561456791
135-145,98-107,0-7,Sodium,Chloride,0.0110448552875854
135-145,98-107,7-14,Sodium,Chloride,0.0020190440339815
135-145,98-107,14-30,Sodium,Chloride,0.0046797334177453
135-145,98-107,30-60,Sodium,Chloride,0.0072377595455439
135-145,98-107,60-90,Sodium,Chloride,0.0027120210117463
135-145,98-107,90-180,Sodium,Chloride,0.0003849872098693
135-145,98-107,730-inf,Sodium,Chloride,0.004038088067963
135-145,99-125,0-7,Sodium,Glucose,0.0009239693036864
135-145,99-125,7-14,Sodium,Glucose,0.0001454396126173
135-145,99-125,14-30,Sodium,Glucose,0.0005646479078083
135-145,99-125,30-60,Sodium,Glucose,0.0005389820938171
135-145,99-125,60-90,Sodium,Glucose,0.0002224370545911
135-145,99-125,730-inf,Sodium,Glucose,0.0003507661245476
135-145,Abnormal findings diagnostic imaging heart+coronary circulat (finding),90-180,Sodium,condition,8.555271330430244e-06
135-145,Abnormal findings diagnostic imaging heart+coronary circulat (finding),180-365,Sodium,condition,9.410798463473267e-05
135-145,Abnormal findings diagnostic imaging heart+coronary circulat (finding),365-730,Sodium,condition,2.5665813991290732e-05
135-145,Abnormal findings diagnostic imaging heart+coronary circulat (finding),730-inf,Sodium,condition,0.0001882159692694
135-145,Acute Cholecystitis,730-inf,Sodium,condition,8.555271330430244e-06
135-145,Acute ST segment elevation myocardial infarction (disorder),90-180,Sodium,condition,8.555271330430244e-06
135-145,Acute ST segment elevation myocardial infarction (disorder),180-365,Sodium,condition,6.844217064344196e-05
135-145,Acute ST segment elevation myocardial infarction (disorder),730-inf,Sodium,condition,2.5665813991290732e-05
135-145,Acute bacterial sinusitis (disorder),30-60,Sodium,condition,1.711054266086049e-05
135-145,Acute bacterial sinusitis (disorder),60-90,Sodium,condition,2.5665813991290732e-05
135-145,Acute bacterial sinusitis (disorder),90-180,Sodium,condition,2.5665813991290732e-05
135-145,Acute bacterial sinusitis (disorder),365-730,Sodium,condition,0.0002138817832607
135-145,Acute bacterial sinusitis (disorder),730-inf,Sodium,condition,0.0001368843412868
135-145,Acute bronchitis (disorder),30-60,Sodium,condition,8.555271330430244e-06
135-145,Acute bronchitis (disorder),60-90,Sodium,condition,5.133162798258147e-05
135-145,Acute bronchitis (disorder),90-180,Sodium,condition,8.555271330430244e-06
135-145,Acute bronchitis (disorder),180-365,Sodium,condition,0.0002481028685824
135-145,Acute bronchitis (disorder),365-730,Sodium,condition,0.0005304268224866
135-145,Acute bronchitis (disorder),730-inf,Sodium,condition,0.0012490696142428
135-145,Acute deep venous thrombosis (disorder),730-inf,Sodium,condition,9.410798463473267e-05
135-145,Acute infective cystitis (disorder),180-365,Sodium,condition,8.555271330430244e-06
135-145,Acute infective cystitis (disorder),365-730,Sodium,condition,0.0001967712405998
135-145,Acute infective cystitis (disorder),730-inf,Sodium,condition,0.0004277635665215
135-145,Acute non-ST segment elevation myocardial infarction (disorder),90-180,Sodium,condition,1.711054266086049e-05
135-145,Acute non-ST segment elevation myocardial infarction (disorder),180-365,Sodium,condition,5.988689931301171e-05
135-145,Acute non-ST segment elevation myocardial infarction (disorder),730-inf,Sodium,condition,0.0001112185272955
135-145,Acute pulmonary embolism (disorder),730-inf,Sodium,condition,6.844217064344196e-05
135-145,Acute respiratory distress syndrome (disorder),365-730,Sodium,condition,7.69974419738722e-05
135-145,Acute respiratory distress syndrome (disorder),730-inf,Sodium,condition,7.69974419738722e-05
135-145,Acute respiratory failure (disorder),730-inf,Sodium,condition,6.844217064344196e-05
135-145,Acute viral pharyngitis (disorder),0-7,Sodium,condition,5.133162798258147e-05
135-145,Acute viral pharyngitis (disorder),14-30,Sodium,condition,8.555271330430244e-06
135-145,Acute viral pharyngitis (disorder),30-60,Sodium,condition,4.277635665215122e-05
135-145,Acute viral pharyngitis (disorder),60-90,Sodium,condition,1.711054266086049e-05
135-145,Acute viral pharyngitis (disorder),90-180,Sodium,condition,0.0001368843412868
135-145,Acute viral pharyngitis (disorder),180-365,Sodium,condition,0.0002224370545911
135-145,Acute viral pharyngitis (disorder),365-730,Sodium,condition,0.0004448741091823
135-145,Acute viral pharyngitis (disorder),730-inf,Sodium,condition,0.0009068587610256
135-145,Alcoholism,365-730,Sodium,condition,7.69974419738722e-05
135-145,Alcoholism,730-inf,Sodium,condition,8.555271330430244e-06
135-145,Alveolitis of jaw (disorder),30-60,Sodium,condition,8.555271330430244e-06
135-145,Alveolitis of jaw (disorder),180-365,Sodium,condition,8.555271330430244e-06
135-145,Alveolitis of jaw (disorder),365-730,Sodium,condition,8.555271330430244e-06
135-145,Alveolitis of jaw (disorder),730-inf,Sodium,condition,3.422108532172098e-05
135-145,Alzheimer's disease (disorder),730-inf,Sodium,condition,9.410798463473267e-05
135-145,Anemia (disorder),365-730,Sodium,condition,8.555271330430244e-06
135-145,Anemia (disorder),730-inf,Sodium,condition,8.555271330430244e-06
135-145,Antepartum eclampsia,730-inf,Sodium,condition,7.69974419738722e-05
135-145,Aortic valve stenosis (disorder),90-180,Sodium,condition,6.844217064344196e-05
135-145,Aortic valve stenosis (disorder),180-365,Sodium,condition,7.69974419738722e-05
135-145,Awaiting transplantation of kidney (situation),0-7,Sodium,condition,0.0002138817832607
135-145,Bleeding from anus,365-730,Sodium,condition,4.277635665215122e-05
135-145,Bleeding from anus,730-inf,Sodium,condition,5.133162798258147e-05
135-145,Body mass index 30+ - obesity (finding),90-180,Sodium,condition,8.555271330430244e-06
135-145,Body mass index 30+ - obesity (finding),365-730,Sodium,condition,8.555271330430244e-06
135-145,Body mass index 30+ - obesity (finding),730-inf,Sodium,condition,0.0001368843412868
135-145,Burn injury (morphologic abnormality),180-365,Sodium,condition,3.422108532172098e-05
135-145,Burn injury (morphologic abnormality),365-730,Sodium,condition,0.0002053265119303
135-145,Burn injury (morphologic abnormality),730-inf,Sodium,condition,1.711054266086049e-05
135-145,COVID-19,60-90,Sodium,condition,8.555271330430244e-06
135-145,COVID-19,180-365,Sodium,condition,3.422108532172098e-05
135-145,COVID-19,365-730,Sodium,condition,8.555271330430245e-05
135-145,COVID-19,730-inf,Sodium,condition,0.0004020977525302
135-145,COVID-19  mRNA  LNP-S  PF  100 mcg/0.5mL dose or 50 mcg/0.25mL dose,90-180,Sodium,immunization,0.0001454396126173
135-145,COVID-19  mRNA  LNP-S  PF  100 mcg/0.5mL dose or 50 mcg/0.25mL dose,180-365,Sodium,immunization,0.0001454396126173
135-145,COVID-19  mRNA  LNP-S  PF  100 mcg/0.5mL dose or 50 mcg/0.25mL dose,365-730,Sodium,immunization,0.0003764319385389
135-145,COVID-19  mRNA  LNP-S  PF  100 mcg/0.5mL dose or 50 mcg/0.25mL dose,730-inf,Sodium,immunization,0.0015827251961295
135-145,COVID-19  mRNA  LNP-S  PF  30 mcg/0.3 mL dose,14-30,Sodium,immunization,8.555271330430244e-06
135-145,COVID-19  mRNA  LNP-S  PF  30 mcg/0.3 mL dose,90-180,Sodium,immunization,0.000119773798626
135-145,COVID-19  mRNA  LNP-S  PF  30 mcg/0.3 mL dose,180-365,Sodium,immunization,0.0002908792252346
135-145,COVID-19  mRNA  LNP-S  PF  30 mcg/0.3 mL dose,365-730,Sodium,immunization,0.0004619846518432
135-145,COVID-19  mRNA  LNP-S  PF  30 mcg/0.3 mL dose,730-inf,Sodium,immunization,0.0007528638770778
135-145,COVID-19 vaccine  vector-nr  rS-Ad26  PF  0.5 mL,180-365,Sodium,immunization,8.555271330430244e-06
135-145,COVID-19 vaccine  vector-nr  rS-Ad26  PF  0.5 mL,365-730,Sodium,immunization,4.277635665215122e-05
135-145,COVID-19 vaccine  vector-nr  rS-Ad26  PF  0.5 mL,730-inf,Sodium,immunization,5.133162798258147e-05
135-145,Carcinoma in situ of prostate (disorder),365-730,Sodium,condition,2.5665813991290732e-05
135-145,Carcinoma in situ of prostate (disorder),730-inf,Sodium,condition,8.555271330430245e-05
135-145,Cholelithiasis,730-inf,Sodium,condition,8.555271330430244e-06
135-145,Chronic congestive heart failure (disorder),365-730,Sodium,condition,8.555271330430245e-05
135-145,Chronic congestive heart failure (disorder),730-inf,Sodium,condition,8.555271330430245e-05
135-145,Chronic kidney disease stage 1 (disorder),180-365,Sodium,condition,0.0003251003105563
135-145,Chronic kidney disease stage 1 (disorder),365-730,Sodium,condition,0.0003422108532172
135-145,Chronic kidney disease stage 1 (disorder),730-inf,Sodium,condition,0.0009410798463473
135-145,Chronic kidney disease stage 2 (disorder),730-inf,Sodium,condition,0.0005133162798258
135-145,Chronic kidney disease stage 4 (disorder),7-14,Sodium,condition,2.5665813991290732e-05
135-145,Chronic kidney disease stage 4 (disorder),14-30,Sodium,condition,1.711054266086049e-05
135-145,Chronic kidney disease stage 4 (disorder),30-60,Sodium,condition,5.133162798258147e-05
135-145,Chronic kidney disease stage 4 (disorder),60-90,Sodium,condition,7.69974419738722e-05
135-145,Chronic kidney disease stage 4 (disorder),90-180,Sodium,condition,0.000119773798626
135-145,Chronic kidney disease stage 4 (disorder),180-365,Sodium,condition,0.0001368843412868
135-145,Chronic low back pain (finding),730-inf,Sodium,condition,0.0001112185272955
135-145,Chronic neck pain (finding),365-730,Sodium,condition,8.555271330430244e-06
135-145,Chronic neck pain (finding),730-inf,Sodium,condition,0.0001026632559651
135-145,Chronic obstructive bronchitis (disorder),730-inf,Sodium,condition,8.555271330430244e-06
135-145,Chronic pain (finding),90-180,Sodium,condition,8.555271330430245e-05
135-145,Chronic pain (finding),365-730,Sodium,condition,8.555271330430244e-06
135-145,Chronic pain (finding),730-inf,Sodium,condition,0.0002481028685824
135-145,Chronic sinusitis (disorder),365-730,Sodium,condition,0.0001454396126173
135-145,Chronic sinusitis (disorder),730-inf,Sodium,condition,0.000239547597252
135-145,Complete miscarriage (disorder),30-60,Sodium,condition,2.5665813991290732e-05
135-145,Complete miscarriage (disorder),60-90,Sodium,condition,1.711054266086049e-05
135-145,Complete miscarriage (disorder),90-180,Sodium,condition,0.0001026632559651
135-145,Complete miscarriage (disorder),180-365,Sodium,condition,5.988689931301171e-05
135-145,Complete miscarriage (disorder),730-inf,Sodium,condition,1.711054266086049e-05
135-145,Complication occuring during pregnancy,730-inf,Sodium,condition,8.555271330430244e-06
135-145,Concussion injury of brain (disorder),7-14,Sodium,condition,8.555271330430244e-06
135-145,Concussion injury of brain (disorder),14-30,Sodium,condition,8.555271330430244e-06
135-145,Concussion injury of brain (disorder),30-60,Sodium,condition,1.711054266086049e-05
135-145,Concussion injury of brain (disorder),60-90,Sodium,condition,3.422108532172098e-05
135-145,Concussion injury of brain (disorder),180-365,Sodium,condition,8.555271330430244e-06
135-145,Concussion injury of brain (disorder),365-730,Sodium,condition,7.69974419738722e-05
135-145,Concussion injury of brain (disorder),730-inf,Sodium,condition,0.000119773798626
135-145,Concussion with loss of consciousness,180-365,Sodium,condition,8.555271330430244e-06
135-145,Concussion with no loss of consciousness,7-14,Sodium,condition,8.555271330430244e-06
135-145,Concussion with no loss of consciousness,14-30,Sodium,condition,8.555271330430244e-06
135-145,Concussion with no loss of consciousness,30-60,Sodium,condition,1.711054266086049e-05
135-145,Concussion with no loss of consciousness,60-90,Sodium,condition,3.422108532172098e-05
135-145,Concussion with no loss of consciousness,365-730,Sodium,condition,7.69974419738722e-05
135-145,Concussion with no loss of consciousness,730-inf,Sodium,condition,0.000119773798626
135-145,Cough (finding),60-90,Sodium,condition,8.555271330430244e-06
135-145,Cough (finding),365-730,Sodium,condition,8.555271330430244e-06
135-145,Cough (finding),730-inf,Sodium,condition,0.0002309923259216
135-145,DTaP,14-30,Sodium,immunization,8.555271330430244e-06
135-145,DTaP,30-60,Sodium,immunization,1.711054266086049e-05
135-145,DTaP,60-90,Sodium,immunization,8.555271330430244e-06
135-145,DTaP,90-180,Sodium,immunization,3.422108532172098e-05
135-145,DTaP,365-730,Sodium,immunization,2.5665813991290732e-05
135-145,DTaP,730-inf,Sodium,immunization,8.555271330430244e-06
135-145,Dental filling lost (finding),30-60,Sodium,condition,8.555271330430244e-06
135-145,Dental filling lost (finding),60-90,Sodium,condition,5.133162798258147e-05
135-145,Dental filling lost (finding),90-180,Sodium,condition,1.711054266086049e-05
135-145,Dental filling lost (finding),180-365,Sodium,condition,0.0001368843412868
135-145,Dental filling lost (finding),365-730,Sodium,condition,7.69974419738722e-05
135-145,Dental filling lost (finding),730-inf,Sodium,condition,0.0007015322490952
135-145,Died in hospice (finding),365-730,Sodium,condition,6.844217064344196e-05
135-145,Died in hospice (finding),730-inf,Sodium,condition,0.000119773798626
135-145,Drug overdose,0-7,Sodium,condition,4.277635665215122e-05
135-145,Drug overdose,7-14,Sodium,condition,5.988689931301171e-05
135-145,Drug overdose,14-30,Sodium,condition,0.0001368843412868
135-145,Drug overdose,30-60,Sodium,condition,7.69974419738722e-05
135-145,Drug overdose,60-90,Sodium,condition,3.422108532172098e-05
135-145,Drug overdose,90-180,Sodium,condition,0.000239547597252
