cause,effect,lag_bin,cause_type,effect_type,conditional_probability
0-50,37-inf,180-365,Body Weight,Body Temperature,3.040252949045361e-06
0-50,37-inf,365-730,Body Weight,Body Temperature,9.12075884713608e-06
0-50,50-70,0-7,Body Weight,Body Weight,9.12075884713608e-06
0-50,50-70,7-14,Body Weight,Body Weight,1.2161011796181442e-05
0-50,50-70,14-30,Body Weight,Body Weight,7.600632372613401e-05
0-50,50-70,30-60,Body Weight,Body Weight,0.0002128177064331
0-50,50-70,60-90,Body Weight,Body Weight,0.0002188982123312
0-50,50-70,90-180,Body Weight,Body Weight,0.0001246503709108
0-50,50-70,180-365,Body Weight,Body Weight,8.208682962422473e-05
0-50,50-70,365-730,Body Weight,Body Weight,0.001547488751064
0-50,50-70,730-inf,Body Weight,Body Weight,0.0162987960598321
0-50,60-80,0-7,Body Weight,Diastolic Blood Pressure,0.0002280189711784
0-50,60-80,7-14,Body Weight,Diastolic Blood Pressure,0.000136811382707
0-50,60-80,14-30,Body Weight,Diastolic Blood Pressure,0.000404353642223
0-50,60-80,30-60,Body Weight,Diastolic Blood Pressure,0.0009029551258664
0-50,60-80,60-90,Body Weight,Diastolic Blood Pressure,0.0014045968624589
0-50,60-80,90-180,Body Weight,Diastolic Blood Pressure,0.0045208561352304
0-50,60-80,180-365,Body Weight,Diastolic Blood Pressure,0.009853459807856
0-50,60-80,365-730,Body Weight,Diastolic Blood Pressure,0.0138483521829016
0-50,60-80,730-inf,Body Weight,Diastolic Blood Pressure,0.0398029916089018
0-50,70-90,365-730,Body Weight,Body Weight,6.080505898090721e-06
0-50,70-90,730-inf,Body Weight,Body Weight,0.0027757509424784
0-50,70-99,7-14,Body Weight,Glucose,6.080505898090721e-06
0-50,70-99,14-30,Body Weight,Glucose,6.080505898090721e-06
0-50,70-99,30-60,Body Weight,Glucose,1.5201264745226803e-05
0-50,70-99,60-90,Body Weight,Glucose,3.9523288337589686e-05
0-50,70-99,90-180,Body Weight,Glucose,0.0001094491061656
0-50,70-99,180-365,Body Weight,Glucose,0.0002979447890064
0-50,70-99,365-730,Body Weight,Glucose,0.0006262921075033
0-50,70-99,730-inf,Body Weight,Glucose,0.0017967894928858
0-50,8-10,7-14,Body Weight,Calcium,6.080505898090721e-06
0-50,8-10,14-30,Body Weight,Calcium,6.080505898090721e-06
0-50,8-10,30-60,Body Weight,Calcium,1.5201264745226803e-05
0-50,8-10,60-90,Body Weight,Calcium,3.9523288337589686e-05
0-50,8-10,90-180,Body Weight,Calcium,0.0001185698650127
0-50,8-10,180-365,Body Weight,Calcium,0.0003070655478535
0-50,8-10,365-730,Body Weight,Calcium,0.0006445336251976
0-50,8-10,730-inf,Body Weight,Calcium,0.0018879970813571
0-50,80-90,0-7,Body Weight,Diastolic Blood Pressure,0.0003526693420892
0-50,80-90,7-14,Body Weight,Diastolic Blood Pressure,0.0001793749239936
0-50,80-90,14-30,Body Weight,Diastolic Blood Pressure,0.000206737200535
0-50,80-90,30-60,Body Weight,Diastolic Blood Pressure,0.0004681989541529
0-50,80-90,60-90,Body Weight,Diastolic Blood Pressure,0.0006354128663504
0-50,80-90,90-180,Body Weight,Diastolic Blood Pressure,0.0022649884470387
0-50,80-90,180-365,Body Weight,Diastolic Blood Pressure,0.0059619360330779
0-50,80-90,365-730,Body Weight,Diastolic Blood Pressure,0.0081965219506262
0-50,80-90,730-inf,Body Weight,Diastolic Blood Pressure,0.0249300741821719
0-50,90-120,0-7,Body Weight,Systolic Blood Pressure,0.0004894807247963
0-50,90-120,7-14,Body Weight,Systolic Blood Pressure,0.0002249787182293
0-50,90-120,14-30,Body Weight,Systolic Blood Pressure,0.0004104341481211
0-50,90-120,30-60,Body Weight,Systolic Blood Pressure,0.000872552596376
0-50,90-120,60-90,Body Weight,Systolic Blood Pressure,0.0011887389030767
0-50,90-120,90-180,Body Weight,Systolic Blood Pressure,0.0037182293566824
0-50,90-120,180-365,Body Weight,Systolic Blood Pressure,0.0083302930803842
0-50,90-120,365-730,Body Weight,Systolic Blood Pressure,0.0121214885078438
0-50,90-120,730-inf,Body Weight,Systolic Blood Pressure,0.0355375167213912
0-50,90-inf,0-7,Body Weight,Diastolic Blood Pressure,0.0002918642831083
0-50,90-inf,7-14,Body Weight,Diastolic Blood Pressure,0.0002493007418217
0-50,90-inf,14-30,Body Weight,Diastolic Blood Pressure,0.0003313875714459
0-50,90-inf,30-60,Body Weight,Diastolic Blood Pressure,0.0005928493250638
0-50,90-inf,60-90,Body Weight,Diastolic Blood Pressure,0.0005837285662167
0-50,90-inf,90-180,Body Weight,Diastolic Blood Pressure,0.0017238234221087
0-50,90-inf,180-365,Body Weight,Diastolic Blood Pressure,0.0033655600145932
0-50,90-inf,365-730,Body Weight,Diastolic Blood Pressure,0.0040556974340265
0-50,90-inf,730-inf,Body Weight,Body Weight,0.0001976164416879
0-50,90-inf,730-inf,Body Weight,Diastolic Blood Pressure,0.0092119664356074
0-50,98-107,7-14,Body Weight,Chloride,3.040252949045361e-06
0-50,98-107,14-30,Body Weight,Chloride,6.080505898090721e-06
0-50,98-107,30-60,Body Weight,Chloride,1.2161011796181442e-05
0-50,98-107,60-90,Body Weight,Chloride,3.6483035388544325e-05
0-50,98-107,90-180,Body Weight,Chloride,8.816733552231545e-05
0-50,98-107,180-365,Body Weight,Chloride,0.0002493007418217
0-50,98-107,365-730,Body Weight,Chloride,0.0005229235072358
0-50,98-107,730-inf,Body Weight,Chloride,0.0014349993919494
0-50,Acquired coagulation disorder (disorder),730-inf,Body Weight,condition,1.824151769427216e-05
0-50,Acute allergic reaction,0-7,Body Weight,condition,6.080505898090721e-06
0-50,Acute allergic reaction,7-14,Body Weight,condition,9.12075884713608e-06
0-50,Acute allergic reaction,30-60,Body Weight,condition,1.5201264745226803e-05
0-50,Acute allergic reaction,60-90,Body Weight,condition,2.1281770643317523e-05
0-50,Acute allergic reaction,90-180,Body Weight,condition,4.256354128663505e-05
0-50,Acute allergic reaction,180-365,Body Weight,condition,6.688556487899793e-05
0-50,Acute allergic reaction,365-730,Body Weight,condition,8.208682962422473e-05
0-50,Acute allergic reaction,730-inf,Body Weight,condition,0.0001520126474522
0-50,Acute bacterial sinusitis (disorder),0-7,Body Weight,condition,1.5201264745226803e-05
0-50,Acute bacterial sinusitis (disorder),7-14,Body Weight,condition,6.080505898090721e-06
0-50,Acute bacterial sinusitis (disorder),14-30,Body Weight,condition,6.080505898090721e-06
0-50,Acute bacterial sinusitis (disorder),30-60,Body Weight,condition,1.2161011796181442e-05
0-50,Acute bacterial sinusitis (disorder),60-90,Body Weight,condition,6.080505898090721e-06
0-50,Acute bacterial sinusitis (disorder),90-180,Body Weight,condition,2.7362276541408245e-05
0-50,Acute bacterial sinusitis (disorder),180-365,Body Weight,condition,6.384531192995257e-05
0-50,Acute bacterial sinusitis (disorder),365-730,Body Weight,condition,7.904657667517937e-05
0-50,Acute bacterial sinusitis (disorder),730-inf,Body Weight,condition,0.0003709108597835
0-50,Acute bronchitis (disorder),0-7,Body Weight,condition,0.0001124893591146
0-50,Acute bronchitis (disorder),7-14,Body Weight,condition,0.0001337711297579
0-50,Acute bronchitis (disorder),14-30,Body Weight,condition,8.816733552231545e-05
0-50,Acute bronchitis (disorder),30-60,Body Weight,condition,9.728809436945154e-05
0-50,Acute bronchitis (disorder),60-90,Body Weight,condition,8.208682962422473e-05
0-50,Acute bronchitis (disorder),90-180,Body Weight,condition,0.0002097774534841
0-50,Acute bronchitis (disorder),180-365,Body Weight,condition,0.0004803599659491
0-50,Acute bronchitis (disorder),365-730,Body Weight,condition,0.0008421500668855
0-50,Acute bronchitis (disorder),730-inf,Body Weight,condition,0.0027848717013255
0-50,Acute deep venous thrombosis (disorder),730-inf,Body Weight,condition,2.7362276541408245e-05
0-50,Acute infective cystitis (disorder),7-14,Body Weight,condition,6.080505898090721e-06
0-50,Acute infective cystitis (disorder),14-30,Body Weight,condition,3.040252949045361e-06
0-50,Acute infective cystitis (disorder),60-90,Body Weight,condition,9.12075884713608e-06
0-50,Acute infective cystitis (disorder),90-180,Body Weight,condition,3.040252949045361e-06
0-50,Acute infective cystitis (disorder),180-365,Body Weight,condition,5.472455308281649e-05
0-50,Acute infective cystitis (disorder),365-730,Body Weight,condition,8.51270825732701e-05
0-50,Acute infective cystitis (disorder),730-inf,Body Weight,condition,0.00060501033686
0-50,Acute myeloid leukemia  disease (disorder),14-30,Body Weight,condition,3.040252949045361e-06
0-50,Acute myeloid leukemia  disease (disorder),180-365,Body Weight,condition,3.040252949045361e-06
0-50,Acute myeloid leukemia  disease (disorder),365-730,Body Weight,condition,9.12075884713608e-06
0-50,Acute pulmonary embolism (disorder),0-7,Body Weight,condition,2.1281770643317523e-05
0-50,Acute pulmonary embolism (disorder),7-14,Body Weight,condition,1.2161011796181442e-05
0-50,Acute pulmonary embolism (disorder),90-180,Body Weight,condition,3.040252949045361e-06
0-50,Acute pulmonary embolism (disorder),365-730,Body Weight,condition,3.040252949045361e-06
0-50,Acute pulmonary embolism (disorder),730-inf,Body Weight,condition,2.7362276541408245e-05
0-50,Acute respiratory distress syndrome (disorder),730-inf,Body Weight,condition,1.824151769427216e-05
0-50,Acute respiratory failure (disorder),730-inf,Body Weight,condition,2.1281770643317523e-05
0-50,Acute viral pharyngitis (disorder),0-7,Body Weight,condition,3.6483035388544325e-05
0-50,Acute viral pharyngitis (disorder),7-14,Body Weight,condition,6.080505898090721e-05
0-50,Acute viral pharyngitis (disorder),14-30,Body Weight,condition,0.0001094491061656
0-50,Acute viral pharyngitis (disorder),30-60,Body Weight,condition,0.0001155296120637
0-50,Acute viral pharyngitis (disorder),60-90,Body Weight,condition,7.904657667517937e-05
0-50,Acute viral pharyngitis (disorder),90-180,Body Weight,condition,0.0002401799829745
0-50,Acute viral pharyngitis (disorder),180-365,Body Weight,condition,0.0005624467955733
0-50,Acute viral pharyngitis (disorder),365-730,Body Weight,condition,0.001006323726134
0-50,Acute viral pharyngitis (disorder),730-inf,Body Weight,condition,0.003824638209899
0-50,Alveolitis of jaw (disorder),7-14,Body Weight,condition,2.1281770643317523e-05
0-50,Alveolitis of jaw (disorder),90-180,Body Weight,condition,3.040252949045361e-06
0-50,Alveolitis of jaw (disorder),365-730,Body Weight,condition,3.0402529490453606e-05
0-50,Alveolitis of jaw (disorder),730-inf,Body Weight,condition,0.0001763346710446
0-50,Anemia (disorder),0-7,Body Weight,condition,9.12075884713608e-06
0-50,Anemia (disorder),30-60,Body Weight,condition,3.040252949045361e-06
0-50,Anemia (disorder),90-180,Body Weight,condition,3.040252949045361e-06
0-50,Anemia (disorder),180-365,Body Weight,condition,1.2161011796181442e-05
0-50,Anemia (disorder),365-730,Body Weight,condition,1.2161011796181442e-05
0-50,Anemia (disorder),730-inf,Body Weight,condition,0.0001824151769427
0-50,Antepartum eclampsia,90-180,Body Weight,condition,3.040252949045361e-06
0-50,Antepartum eclampsia,365-730,Body Weight,condition,3.040252949045361e-06
0-50,Antepartum eclampsia,730-inf,Body Weight,condition,3.6483035388544325e-05
0-50,Aortic valve stenosis (disorder),14-30,Body Weight,condition,3.040252949045361e-06
0-50,Aortic valve stenosis (disorder),90-180,Body Weight,condition,3.040252949045361e-06
0-50,Aortic valve stenosis (disorder),180-365,Body Weight,condition,9.12075884713608e-06
0-50,Aortic valve stenosis (disorder),365-730,Body Weight,condition,3.040252949045361e-06
0-50,Appendicitis,0-7,Body Weight,condition,6.080505898090721e-06
0-50,Appendicitis,7-14,Body Weight,condition,3.040252949045361e-06
0-50,Appendicitis,14-30,Body Weight,condition,3.040252949045361e-06
0-50,Appendicitis,90-180,Body Weight,condition,3.040252949045361e-06
0-50,Appendicitis,180-365,Body Weight,condition,1.2161011796181442e-05
0-50,Appendicitis,365-730,Body Weight,condition,2.7362276541408245e-05
0-50,Appendicitis,730-inf,Body Weight,condition,5.776480603186185e-05
0-50,Atopic dermatitis,0-7,Body Weight,condition,6.080505898090721e-06
0-50,Atopic dermatitis,7-14,Body Weight,condition,3.040252949045361e-06
0-50,Atopic dermatitis,14-30,Body Weight,condition,3.040252949045361e-06
0-50,Atopic dermatitis,30-60,Body Weight,condition,3.040252949045361e-06
0-50,Atopic dermatitis,60-90,Body Weight,condition,6.080505898090721e-06
0-50,Atopic dermatitis,90-180,Body Weight,condition,1.824151769427216e-05
0-50,Atopic dermatitis,180-365,Body Weight,condition,2.4322023592362884e-05
0-50,Atopic dermatitis,365-730,Body Weight,condition,1.824151769427216e-05
0-50,Atopic dermatitis,730-inf,Body Weight,condition,3.6483035388544325e-05
0-50,Awaiting transplantation of kidney (situation),7-14,Body Weight,condition,3.040252949045361e-06
0-50,Awaiting transplantation of kidney (situation),14-30,Body Weight,condition,9.12075884713608e-06
0-50,Awaiting transplantation of kidney (situation),30-60,Body Weight,condition,1.2161011796181442e-05
0-50,Awaiting transplantation of kidney (situation),60-90,Body Weight,condition,3.040252949045361e-06
0-50,Awaiting transplantation of kidney (situation),90-180,Body Weight,condition,6.080505898090721e-06
0-50,Awaiting transplantation of kidney (situation),180-365,Body Weight,condition,7.296607077708865e-05
0-50,Awaiting transplantation of kidney (situation),365-730,Body Weight,condition,7.904657667517937e-05
0-50,Awaiting transplantation of kidney (situation),730-inf,Body Weight,condition,5.776480603186185e-05
0-50,Blighted ovum,30-60,Body Weight,condition,3.040252949045361e-06
0-50,Blighted ovum,365-730,Body Weight,condition,6.080505898090721e-06
0-50,Blighted ovum,730-inf,Body Weight,condition,4.864404718472577e-05
0-50,Body mass index 30+ - obesity (finding),730-inf,Body Weight,condition,1.2161011796181442e-05
0-50,Bullet wound,0-7,Body Weight,condition,3.040252949045361e-06
0-50,Bullet wound,30-60,Body Weight,condition,3.040252949045361e-06
0-50,Bullet wound,60-90,Body Weight,condition,3.040252949045361e-06
0-50,Bullet wound,90-180,Body Weight,condition,3.040252949045361e-06
0-50,Bullet wound,180-365,Body Weight,condition,9.12075884713608e-06
0-50,Bullet wound,365-730,Body Weight,condition,3.3442782439498964e-05
0-50,Bullet wound,730-inf,Body Weight,condition,0.0001672139121974
0-50,Burn injury (morphologic abnormality),14-30,Body Weight,condition,3.040252949045361e-06
0-50,Burn injury (morphologic abnormality),30-60,Body Weight,condition,3.040252949045361e-06
0-50,Burn injury (morphologic abnormality),90-180,Body Weight,condition,2.1281770643317523e-05
0-50,Burn injury (morphologic abnormality),180-365,Body Weight,condition,2.1281770643317523e-05
0-50,Burn injury (morphologic abnormality),365-730,Body Weight,condition,5.776480603186185e-05
0-50,Burn injury (morphologic abnormality),730-inf,Body Weight,condition,0.0001763346710446
0-50,COVID-19,0-7,Body Weight,condition,3.3442782439498964e-05
0-50,COVID-19,7-14,Body Weight,condition,3.040252949045361e-06
0-50,COVID-19,14-30,Body Weight,condition,1.2161011796181442e-05
0-50,COVID-19,30-60,Body Weight,condition,9.12075884713608e-06
0-50,COVID-19,60-90,Body Weight,condition,2.1281770643317523e-05
0-50,COVID-19,90-180,Body Weight,condition,7.296607077708865e-05
0-50,COVID-19,180-365,Body Weight,condition,0.0001276906238599
0-50,COVID-19,365-730,Body Weight,condition,0.0002128177064331
0-50,COVID-19,730-inf,Body Weight,condition,0.0007357412136689
0-50,COVID-19  mRNA  LNP-S  PF  100 mcg/0.5mL dose or 50 mcg/0.25mL dose,0-7,Body Weight,immunization,3.040252949045361e-06
0-50,COVID-19  mRNA  LNP-S  PF  100 mcg/0.5mL dose or 50 mcg/0.25mL dose,7-14,Body Weight,immunization,6.080505898090721e-06
0-50,COVID-19  mRNA  LNP-S  PF  100 mcg/0.5mL dose or 50 mcg/0.25mL dose,14-30,Body Weight,immunization,4.560379423568041e-05
0-50,COVID-19  mRNA  LNP-S  PF  100 mcg/0.5mL dose or 50 mcg/0.25mL dose,30-60,Body Weight,immunization,3.0402529490453606e-05
0-50,COVID-19  mRNA  LNP-S  PF  100 mcg/0.5mL dose or 50 mcg/0.25mL dose,60-90,Body Weight,immunization,9.12075884713608e-06
0-50,COVID-19  mRNA  LNP-S  PF  100 mcg/0.5mL dose or 50 mcg/0.25mL dose,90-180,Body Weight,immunization,6.080505898090721e-05
0-50,COVID-19  mRNA  LNP-S  PF  100 mcg/0.5mL dose or 50 mcg/0.25mL dose,180-365,Body Weight,immunization,0.0001307308768089
0-50,COVID-19  mRNA  LNP-S  PF  100 mcg/0.5mL dose or 50 mcg/0.25mL dose,365-730,Body Weight,immunization,0.0003070655478535
0-50,COVID-19  mRNA  LNP-S  PF  100 mcg/0.5mL dose or 50 mcg/0.25mL dose,730-inf,Body Weight,immunization,0.0032287486318861
0-50,COVID-19  mRNA  LNP-S  PF  30 mcg/0.3 mL dose,0-7,Body Weight,immunization,6.080505898090721e-06
0-50,COVID-19  mRNA  LNP-S  PF  30 mcg/0.3 mL dose,7-14,Body Weight,immunization,3.0402529490453606e-05
0-50,COVID-19  mRNA  LNP-S  PF  30 mcg/0.3 mL dose,14-30,Body Weight,immunization,1.2161011796181442e-05
0-50,COVID-19  mRNA  LNP-S  PF  30 mcg/0.3 mL dose,30-60,Body Weight,immunization,7.600632372613401e-05
0-50,COVID-19  mRNA  LNP-S  PF  30 mcg/0.3 mL dose,60-90,Body Weight,immunization,5.776480603186185e-05
0-50,COVID-19  mRNA  LNP-S  PF  30 mcg/0.3 mL dose,90-180,Body Weight,immunization,0.0001155296120637
0-50,COVID-19  mRNA  LNP-S  PF  30 mcg/0.3 mL dose,180-365,Body Weight,immunization,0.0002827435242612
0-50,COVID-19  mRNA  LNP-S  PF  30 mcg/0.3 mL dose,365-730,Body Weight,immunization,0.00060501033686
0-50,COVID-19  mRNA  LNP-S  PF  30 mcg/0.3 mL dose,730-inf,Body Weight,immunization,0.0036939073330901
0-50,COVID-19 vaccine  vector-nr  rS-Ad26  PF  0.5 mL,7-14,Body Weight,immunization,3.040252949045361e-06
0-50,COVID-19 vaccine  vector-nr  rS-Ad26  PF  0.5 mL,14-30,Body Weight,immunization,3.040252949045361e-06
0-50,COVID-19 vaccine  vector-nr  rS-Ad26  PF  0.5 mL,180-365,Body Weight,immunization,9.12075884713608e-06
0-50,COVID-19 vaccine  vector-nr  rS-Ad26  PF  0.5 mL,365-730,Body Weight,immunization,3.9523288337589686e-05
0-50,COVID-19 vaccine  vector-nr  rS-Ad26  PF  0.5 mL,730-inf,Body Weight,immunization,0.0002493007418217
0-50,Chiari malformation type II (disorder),0-7,Body Weight,condition,3.040252949045361e-06
0-50,Child attention deficit disorder,14-30,Body Weight,condition,9.12075884713608e-06
0-50,Child attention deficit disorder,60-90,Body Weight,condition,9.12075884713608e-06
0-50,Child attention deficit disorder,90-180,Body Weight,condition,1.824151769427216e-05
0-50,Child attention deficit disorder,180-365,Body Weight,condition,2.7362276541408245e-05
0-50,Child attention deficit disorder,365-730,Body Weight,condition,5.472455308281649e-05
0-50,Child attention deficit disorder,730-inf,Body Weight,condition,0.0002553812477198
0-50,Childhood asthma,0-7,Body Weight,condition,1.2161011796181442e-05
0-50,Childhood asthma,30-60,Body Weight,condition,1.5201264745226803e-05
0-50,Childhood asthma,90-180,Body Weight,condition,1.2161011796181442e-05
0-50,Childhood asthma,180-365,Body Weight,condition,5.776480603186185e-05
0-50,Childhood asthma,365-730,Body Weight,condition,0.0001003283473184
