cause,effect,lag_bin,cause_type,effect_type,conditional_probability
0-35,170-190,14-30,Carbon Dioxide,Body Height,0.0005133162798258
0-35,170-190,30-60,Carbon Dioxide,Body Height,0.001154961629608
0-35,170-190,60-90,Carbon Dioxide,Body Height,0.0007785296910691
0-35,170-190,90-180,Carbon Dioxide,Body Height,0.0020019334913206
0-35,170-190,180-365,Carbon Dioxide,Body Height,0.0044829621771454
0-35,170-190,365-730,Carbon Dioxide,Body Height,0.0075799703987611
0-35,170-190,730-inf,Carbon Dioxide,Body Height,0.0250926108121519
0-35,190-inf,90-180,Carbon Dioxide,Body Height,8.555271330430244e-06
0-35,190-inf,180-365,Carbon Dioxide,Body Height,0.0004363188378519
0-35,190-inf,365-730,Carbon Dioxide,Body Height,2.5665813991290732e-05
0-35,190-inf,730-inf,Carbon Dioxide,Body Height,9.410798463473267e-05
0-35,3-5,0-7,Carbon Dioxide,Potassium,0.0142616373078272
0-35,3-5,7-14,Carbon Dioxide,Potassium,0.0033194452762069
0-35,3-5,14-30,Carbon Dioxide,Potassium,0.0065618931104399
0-35,3-5,30-60,Carbon Dioxide,Potassium,0.0115068399394286
0-35,3-5,60-90,Carbon Dioxide,Potassium,0.0041835276805803
0-35,3-5,90-180,Carbon Dioxide,Potassium,0.0011292958156167
0-35,3-5,730-inf,Carbon Dioxide,Albumin,8.555271330430244e-06
0-35,3-5,730-inf,Carbon Dioxide,Potassium,0.0056037027214318
0-35,5-inf,0-7,Carbon Dioxide,Potassium,0.0022928127165553
0-35,5-inf,7-14,Carbon Dioxide,Potassium,0.0004534293805128
0-35,5-inf,14-30,Carbon Dioxide,Potassium,0.0013773986841992
0-35,5-inf,30-60,Carbon Dioxide,Potassium,0.0011977379862602
0-35,5-inf,60-90,Carbon Dioxide,Potassium,0.0003165450392259
0-35,5-inf,730-inf,Carbon Dioxide,Potassium,0.0007785296910691
0-35,50-70,7-14,Carbon Dioxide,Body Weight,9.410798463473267e-05
0-35,50-70,14-30,Carbon Dioxide,Body Weight,9.410798463473267e-05
0-35,50-70,30-60,Carbon Dioxide,Body Weight,0.0001026632559651
0-35,50-70,60-90,Carbon Dioxide,Body Weight,0.0001112185272955
0-35,50-70,90-180,Carbon Dioxide,Body Weight,0.0001112185272955
0-35,50-70,180-365,Carbon Dioxide,Body Weight,0.0002053265119303
0-35,50-70,365-730,Carbon Dioxide,Body Weight,0.0007528638770778
0-35,50-70,730-inf,Carbon Dioxide,Body Weight,0.0007271980630865
0-35,60-80,7-14,Carbon Dioxide,Diastolic Blood Pressure,0.0007614191484082
0-35,60-80,14-30,Carbon Dioxide,Diastolic Blood Pressure,0.0004962057371649
0-35,60-80,30-60,Carbon Dioxide,Diastolic Blood Pressure,0.0008213060477213
0-35,60-80,60-90,Carbon Dioxide,Diastolic Blood Pressure,0.0008127507763908
0-35,60-80,90-180,Carbon Dioxide,Diastolic Blood Pressure,0.0017966069793903
0-35,60-80,180-365,Carbon Dioxide,Diastolic Blood Pressure,0.0035162165168068
0-35,60-80,365-730,Carbon Dioxide,Diastolic Blood Pressure,0.0055523710934492
0-35,60-80,730-inf,Carbon Dioxide,Diastolic Blood Pressure,0.0178890723519296
0-35,70-90,0-7,Carbon Dioxide,Body Weight,8.555271330430244e-06
0-35,70-90,7-14,Carbon Dioxide,Body Weight,0.0012319590715819
0-35,70-90,14-30,Carbon Dioxide,Body Weight,0.00079564023373
0-35,70-90,30-60,Carbon Dioxide,Body Weight,0.001095074730295
0-35,70-90,60-90,Carbon Dioxide,Body Weight,0.0010865194589646
0-35,70-90,90-180,Carbon Dioxide,Body Weight,0.0023698101585291
0-35,70-90,180-365,Carbon Dioxide,Body Weight,0.0054924841941362
0-35,70-90,365-730,Carbon Dioxide,Body Weight,0.0090856981529169
0-35,70-90,730-inf,Carbon Dioxide,Body Weight,0.033844653383182
0-35,70-99,0-7,Carbon Dioxide,Glucose,0.0133804443607929
0-35,70-99,7-14,Carbon Dioxide,Glucose,0.0033108900048765
0-35,70-99,14-30,Carbon Dioxide,Glucose,0.0058945819466664
0-35,70-99,30-60,Carbon Dioxide,Glucose,0.0095220169907688
0-35,70-99,60-90,Carbon Dioxide,Glucose,0.0035761034161198
0-35,70-99,90-180,Carbon Dioxide,Glucose,0.0008897482183647
0-35,70-99,730-inf,Carbon Dioxide,Glucose,0.0050561653562842
0-35,8-10,0-7,Carbon Dioxide,Calcium,0.0159213599459306
0-35,8-10,7-14,Carbon Dioxide,Calcium,0.0035418823307981
0-35,8-10,14-30,Carbon Dioxide,Calcium,0.0076056362127524
0-35,8-10,30-60,Carbon Dioxide,Calcium,0.0121912616458631
0-35,8-10,60-90,Carbon Dioxide,Calcium,0.0043802989211802
0-35,8-10,90-180,Carbon Dioxide,Calcium,0.0010180772883211
0-35,8-10,730-inf,Carbon Dioxide,Calcium,0.0060913531872663
0-35,8-16,730-inf,Carbon Dioxide,Anion Gap,8.555271330430244e-06
0-35,80-150,730-inf,Carbon Dioxide,AST (Elevated),8.555271330430244e-06
0-35,80-90,7-14,Carbon Dioxide,Diastolic Blood Pressure,0.0006074242644605
0-35,80-90,14-30,Carbon Dioxide,Diastolic Blood Pressure,0.0003935424811997
0-35,80-90,30-60,Carbon Dioxide,Diastolic Blood Pressure,0.0005903137217996
0-35,80-90,60-90,Carbon Dioxide,Diastolic Blood Pressure,0.0003764319385389
0-35,80-90,90-180,Carbon Dioxide,Diastolic Blood Pressure,0.0005047610084953
0-35,80-90,180-365,Carbon Dioxide,Diastolic Blood Pressure,0.002267146902564
0-35,80-90,365-730,Carbon Dioxide,Diastolic Blood Pressure,0.0038840931840153
0-35,80-90,730-inf,Carbon Dioxide,Diastolic Blood Pressure,0.012807241181654
0-35,90-120,7-14,Carbon Dioxide,Systolic Blood Pressure,0.0010694089163037
0-35,90-120,14-30,Carbon Dioxide,Systolic Blood Pressure,0.0008983034896951
0-35,90-120,30-60,Carbon Dioxide,Systolic Blood Pressure,0.0013859539555296
0-35,90-120,60-90,Carbon Dioxide,Systolic Blood Pressure,0.001035187830982
0-35,90-120,90-180,Carbon Dioxide,Systolic Blood Pressure,0.0022500363599031
0-35,90-120,180-365,Carbon Dioxide,Systolic Blood Pressure,0.0054668183801449
0-35,90-120,365-730,Carbon Dioxide,Systolic Blood Pressure,0.0093081352075081
0-35,90-120,730-inf,Carbon Dioxide,Systolic Blood Pressure,0.0299947812844884
0-35,90-inf,0-7,Carbon Dioxide,Diastolic Blood Pressure,8.555271330430244e-06
0-35,90-inf,7-14,Carbon Dioxide,Body Weight,0.0003678766672085
0-35,90-inf,7-14,Carbon Dioxide,Diastolic Blood Pressure,0.0002309923259216
0-35,90-inf,14-30,Carbon Dioxide,Body Weight,0.0003165450392259
0-35,90-inf,14-30,Carbon Dioxide,Diastolic Blood Pressure,0.0001112185272955
0-35,90-inf,30-60,Carbon Dioxide,Body Weight,0.0008127507763908
0-35,90-inf,30-60,Carbon Dioxide,Diastolic Blood Pressure,0.0002224370545911
0-35,90-inf,60-90,Carbon Dioxide,Body Weight,0.0005389820938171
0-35,90-inf,60-90,Carbon Dioxide,Diastolic Blood Pressure,0.0004106530238606
0-35,90-inf,90-180,Carbon Dioxide,Body Weight,0.0011806274435993
0-35,90-inf,90-180,Carbon Dioxide,Diastolic Blood Pressure,0.0009239693036864
0-35,90-inf,180-365,Carbon Dioxide,Body Weight,0.0030456765936331
0-35,90-inf,180-365,Carbon Dioxide,Diastolic Blood Pressure,0.0024895839571552
0-35,90-inf,365-730,Carbon Dioxide,Body Weight,0.0045770701617801
0-35,90-inf,365-730,Carbon Dioxide,Diastolic Blood Pressure,0.0039610906259892
0-35,90-inf,730-inf,Carbon Dioxide,Body Weight,0.0148605063009573
0-35,90-inf,730-inf,Carbon Dioxide,Diastolic Blood Pressure,0.0146979561456791
0-35,98-107,0-7,Carbon Dioxide,Chloride,0.0110448552875854
0-35,98-107,7-14,Carbon Dioxide,Chloride,0.0020190440339815
0-35,98-107,14-30,Carbon Dioxide,Chloride,0.0046797334177453
0-35,98-107,30-60,Carbon Dioxide,Chloride,0.0072377595455439
0-35,98-107,60-90,Carbon Dioxide,Chloride,0.0027120210117463
0-35,98-107,90-180,Carbon Dioxide,Chloride,0.0003849872098693
0-35,98-107,730-inf,Carbon Dioxide,Chloride,0.004038088067963
0-35,99-125,0-7,Carbon Dioxide,Glucose,0.0009239693036864
0-35,99-125,7-14,Carbon Dioxide,Glucose,0.0001454396126173
0-35,99-125,14-30,Carbon Dioxide,Glucose,0.0005646479078083
0-35,99-125,30-60,Carbon Dioxide,Glucose,0.0005389820938171
0-35,99-125,60-90,Carbon Dioxide,Glucose,0.0002224370545911
0-35,99-125,730-inf,Carbon Dioxide,Glucose,0.0003507661245476
0-35,Abnormal findings diagnostic imaging heart+coronary circulat (finding),90-180,Carbon Dioxide,condition,8.555271330430244e-06
0-35,Abnormal findings diagnostic imaging heart+coronary circulat (finding),180-365,Carbon Dioxide,condition,9.410798463473267e-05
0-35,Abnormal findings diagnostic imaging heart+coronary circulat (finding),365-730,Carbon Dioxide,condition,2.5665813991290732e-05
0-35,Abnormal findings diagnostic imaging heart+coronary circulat (finding),730-inf,Carbon Dioxide,condition,0.0001882159692694
0-35,Acute Cholecystitis,730-inf,Carbon Dioxide,condition,8.555271330430244e-06
0-35,Acute ST segment elevation myocardial infarction (disorder),90-180,Carbon Dioxide,condition,8.555271330430244e-06
0-35,Acute ST segment elevation myocardial infarction (disorder),180-365,Carbon Dioxide,condition,6.844217064344196e-05
0-35,Acute ST segment elevation myocardial infarction (disorder),730-inf,Carbon Dioxide,condition,2.5665813991290732e-05
0-35,Acute bacterial sinusitis (disorder),30-60,Carbon Dioxide,condition,1.711054266086049e-05
0-35,Acute bacterial sinusitis (disorder),60-90,Carbon Dioxide,condition,2.5665813991290732e-05
0-35,Acute bacterial sinusitis (disorder),90-180,Carbon Dioxide,condition,2.5665813991290732e-05
0-35,Acute bacterial sinusitis (disorder),365-730,Carbon Dioxide,condition,0.0002138817832607
0-35,Acute bacterial sinusitis (disorder),730-inf,Carbon Dioxide,condition,0.0001368843412868
0-35,Acute bronchitis (disorder),30-60,Carbon Dioxide,condition,8.555271330430244e-06
0-35,Acute bronchitis (disorder),60-90,Carbon Dioxide,condition,5.133162798258147e-05
0-35,Acute bronchitis (disorder),90-180,Carbon Dioxide,condition,8.555271330430244e-06
0-35,Acute bronchitis (disorder),180-365,Carbon Dioxide,condition,0.0002481028685824
0-35,Acute bronchitis (disorder),365-730,Carbon Dioxide,condition,0.0005304268224866
0-35,Acute bronchitis (disorder),730-inf,Carbon Dioxide,condition,0.0012490696142428
0-35,Acute deep venous thrombosis (disorder),730-inf,Carbon Dioxide,condition,9.410798463473267e-05
0-35,Acute infective cystitis (disorder),180-365,Carbon Dioxide,condition,8.555271330430244e-06
0-35,Acute infective cystitis (disorder),365-730,Carbon Dioxide,condition,0.0001967712405998
0-35,Acute infective cystitis (disorder),730-inf,Carbon Dioxide,condition,0.0004277635665215
0-35,Acute non-ST segment elevation myocardial infarction (disorder),90-180,Carbon Dioxide,condition,1.711054266086049e-05
0-35,Acute non-ST segment elevation myocardial infarction (disorder),180-365,Carbon Dioxide,condition,5.988689931301171e-05
0-35,Acute non-ST segment elevation myocardial infarction (disorder),730-inf,Carbon Dioxide,condition,0.0001112185272955
0-35,Acute pulmonary embolism (disorder),730-inf,Carbon Dioxide,condition,6.844217064344196e-05
0-35,Acute respiratory distress syndrome (disorder),365-730,Carbon Dioxide,condition,7.69974419738722e-05
0-35,Acute respiratory distress syndrome (disorder),730-inf,Carbon Dioxide,condition,7.69974419738722e-05
0-35,Acute respiratory failure (disorder),730-inf,Carbon Dioxide,condition,6.844217064344196e-05
0-35,Acute viral pharyngitis (disorder),0-7,Carbon Dioxide,condition,5.133162798258147e-05
0-35,Acute viral pharyngitis (disorder),14-30,Carbon Dioxide,condition,8.555271330430244e-06
0-35,Acute viral pharyngitis (disorder),30-60,Carbon Dioxide,condition,4.277635665215122e-05
0-35,Acute viral pharyngitis (disorder),60-90,Carbon Dioxide,condition,1.711054266086049e-05
0-35,Acute viral pharyngitis (disorder),90-180,Carbon Dioxide,condition,0.0001368843412868
0-35,Acute viral pharyngitis (disorder),180-365,Carbon Dioxide,condition,0.0002224370545911
0-35,Acute viral pharyngitis (disorder),365-730,Carbon Dioxide,condition,0.0004448741091823
0-35,Acute viral pharyngitis (disorder),730-inf,Carbon Dioxide,condition,0.0009068587610256
0-35,Alcoholism,365-730,Carbon Dioxide,condition,7.69974419738722e-05
0-35,Alcoholism,730-inf,Carbon Dioxide,condition,8.555271330430244e-06
0-35,Alveolitis of jaw (disorder),30-60,Carbon Dioxide,condition,8.555271330430244e-06
0-35,Alveolitis of jaw (disorder),180-365,Carbon Dioxide,condition,8.555271330430244e-06
0-35,Alveolitis of jaw (disorder),365-730,Carbon Dioxide,condition,8.555271330430244e-06
0-35,Alveolitis of jaw (disorder),730-inf,Carbon Dioxide,condition,3.422108532172098e-05
0-35,Alzheimer's disease (disorder),730-inf,Carbon Dioxide,condition,9.410798463473267e-05
0-35,Anemia (disorder),365-730,Carbon Dioxide,condition,8.555271330430244e-06
0-35,Anemia (disorder),730-inf,Carbon Dioxide,condition,8.555271330430244e-06
0-35,Antepartum eclampsia,730-inf,Carbon Dioxide,condition,7.69974419738722e-05
0-35,Aortic valve stenosis (disorder),90-180,Carbon Dioxide,condition,6.844217064344196e-05
0-35,Aortic valve stenosis (disorder),180-365,Carbon Dioxide,condition,7.69974419738722e-05
0-35,Awaiting transplantation of kidney (situation),0-7,Carbon Dioxide,condition,0.0002138817832607
0-35,Bleeding from anus,365-730,Carbon Dioxide,condition,4.277635665215122e-05
0-35,Bleeding from anus,730-inf,Carbon Dioxide,condition,5.133162798258147e-05
0-35,Body mass index 30+ - obesity (finding),90-180,Carbon Dioxide,condition,8.555271330430244e-06
0-35,Body mass index 30+ - obesity (finding),365-730,Carbon Dioxide,condition,8.555271330430244e-06
0-35,Body mass index 30+ - obesity (finding),730-inf,Carbon Dioxide,condition,0.0001368843412868
0-35,Burn injury (morphologic abnormality),180-365,Carbon Dioxide,condition,3.422108532172098e-05
0-35,Burn injury (morphologic abnormality),365-730,Carbon Dioxide,condition,0.0002053265119303
0-35,Burn injury (morphologic abnormality),730-inf,Carbon Dioxide,condition,1.711054266086049e-05
0-35,COVID-19,60-90,Carbon Dioxide,condition,8.555271330430244e-06
0-35,COVID-19,180-365,Carbon Dioxide,condition,3.422108532172098e-05
0-35,COVID-19,365-730,Carbon Dioxide,condition,8.555271330430245e-05
0-35,COVID-19,730-inf,Carbon Dioxide,condition,0.0004020977525302
0-35,COVID-19  mRNA  LNP-S  PF  100 mcg/0.5mL dose or 50 mcg/0.25mL dose,90-180,Carbon Dioxide,immunization,0.0001454396126173
0-35,COVID-19  mRNA  LNP-S  PF  100 mcg/0.5mL dose or 50 mcg/0.25mL dose,180-365,Carbon Dioxide,immunization,0.0001454396126173
0-35,COVID-19  mRNA  LNP-S  PF  100 mcg/0.5mL dose or 50 mcg/0.25mL dose,365-730,Carbon Dioxide,immunization,0.0003764319385389
0-35,COVID-19  mRNA  LNP-S  PF  100 mcg/0.5mL dose or 50 mcg/0.25mL dose,730-inf,Carbon Dioxide,immunization,0.0015827251961295
0-35,COVID-19  mRNA  LNP-S  PF  30 mcg/0.3 mL dose,14-30,Carbon Dioxide,immunization,8.555271330430244e-06
0-35,COVID-19  mRNA  LNP-S  PF  30 mcg/0.3 mL dose,90-180,Carbon Dioxide,immunization,0.000119773798626
0-35,COVID-19  mRNA  LNP-S  PF  30 mcg/0.3 mL dose,180-365,Carbon Dioxide,immunization,0.0002908792252346
0-35,COVID-19  mRNA  LNP-S  PF  30 mcg/0.3 mL dose,365-730,Carbon Dioxide,immunization,0.0004619846518432
0-35,COVID-19  mRNA  LNP-S  PF  30 mcg/0.3 mL dose,730-inf,Carbon Dioxide,immunization,0.0007528638770778
0-35,COVID-19 vaccine  vector-nr  rS-Ad26  PF  0.5 mL,180-365,Carbon Dioxide,immunization,8.555271330430244e-06
0-35,COVID-19 vaccine  vector-nr  rS-Ad26  PF  0.5 mL,365-730,Carbon Dioxide,immunization,4.277635665215122e-05
0-35,COVID-19 vaccine  vector-nr  rS-Ad26  PF  0.5 mL,730-inf,Carbon Dioxide,immunization,5.133162798258147e-05
0-35,Carcinoma in situ of prostate (disorder),365-730,Carbon Dioxide,condition,2.5665813991290732e-05
0-35,Carcinoma in situ of prostate (disorder),730-inf,Carbon Dioxide,condition,8.555271330430245e-05
0-35,Cholelithiasis,730-inf,Carbon Dioxide,condition,8.555271330430244e-06
0-35,Chronic congestive heart failure (disorder),365-730,Carbon Dioxide,condition,8.555271330430245e-05
0-35,Chronic congestive heart failure (disorder),730-inf,Carbon Dioxide,condition,8.555271330430245e-05
0-35,Chronic kidney disease stage 1 (disorder),180-365,Carbon Dioxide,condition,0.0003251003105563
0-35,Chronic kidney disease stage 1 (disorder),365-730,Carbon Dioxide,condition,0.0003422108532172
0-35,Chronic kidney disease stage 1 (disorder),730-inf,Carbon Dioxide,condition,0.0009410798463473
0-35,Chronic kidney disease stage 2 (disorder),730-inf,Carbon Dioxide,condition,0.0005133162798258
0-35,Chronic kidney disease stage 4 (disorder),7-14,Carbon Dioxide,condition,2.5665813991290732e-05
0-35,Chronic kidney disease stage 4 (disorder),14-30,Carbon Dioxide,condition,1.711054266086049e-05
0-35,Chronic kidney disease stage 4 (disorder),30-60,Carbon Dioxide,condition,5.133162798258147e-05
0-35,Chronic kidney disease stage 4 (disorder),60-90,Carbon Dioxide,condition,7.69974419738722e-05
0-35,Chronic kidney disease stage 4 (disorder),90-180,Carbon Dioxide,condition,0.000119773798626
0-35,Chronic kidney disease stage 4 (disorder),180-365,Carbon Dioxide,condition,0.0001368843412868
0-35,Chronic low back pain (finding),730-inf,Carbon Dioxide,condition,0.0001112185272955
0-35,Chronic neck pain (finding),365-730,Carbon Dioxide,condition,8.555271330430244e-06
0-35,Chronic neck pain (finding),730-inf,Carbon Dioxide,condition,0.0001026632559651
0-35,Chronic obstructive bronchitis (disorder),730-inf,Carbon Dioxide,condition,8.555271330430244e-06
0-35,Chronic pain (finding),90-180,Carbon Dioxide,condition,8.555271330430245e-05
0-35,Chronic pain (finding),365-730,Carbon Dioxide,condition,8.555271330430244e-06
0-35,Chronic pain (finding),730-inf,Carbon Dioxide,condition,0.0002481028685824
0-35,Chronic sinusitis (disorder),365-730,Carbon Dioxide,condition,0.0001454396126173
