cause,effect,lag_bin,cause_type,effect_type,conditional_probability
0-70,70-90,30-60,Glucose,Body Weight,0.0011546738046501
0-70,70-90,60-90,Glucose,Body Weight,0.0010497034587728
0-70,70-90,90-180,Glucose,Body Weight,0.0032015955492573
0-70,70-90,180-365,Glucose,Body Weight,0.0061407652338214
0-70,70-90,365-730,Glucose,Body Weight,0.0112318270088699
0-70,70-90,730-inf,Glucose,Body Weight,0.0392064241851676
0-70,70-99,0-7,Glucose,Glucose,0.0064031910985146
0-70,70-99,7-14,Glucose,Glucose,0.0017844958799139
0-70,70-99,14-30,Glucose,Glucose,0.0053010024668031
0-70,70-99,30-60,Glucose,Glucose,0.0096572718207106
0-70,70-99,60-90,Glucose,Glucose,0.0042512990080302
0-70,70-99,90-180,Glucose,Glucose,0.0002624258646932
0-70,70-99,730-inf,Glucose,Glucose,0.0071904686925943
0-70,8-10,0-7,Glucose,Calcium,0.0134886894452317
0-70,8-10,7-14,Glucose,Calcium,0.0024668031281163
0-70,8-10,14-30,Glucose,Calcium,0.0066131317902692
0-70,8-10,30-60,Glucose,Calcium,0.0120715897758883
0-70,8-10,60-90,Glucose,Calcium,0.0050910617750485
0-70,8-10,90-180,Glucose,Calcium,0.0002624258646932
0-70,8-10,730-inf,Glucose,Calcium,0.0086075683619377
0-70,80-90,7-14,Glucose,Diastolic Blood Pressure,0.0009972182858342
0-70,80-90,14-30,Glucose,Diastolic Blood Pressure,0.0005248517293864
0-70,80-90,30-60,Glucose,Diastolic Blood Pressure,0.0002099406917545
0-70,80-90,60-90,Glucose,Diastolic Blood Pressure,0.0003673962105705
0-70,80-90,90-180,Glucose,Diastolic Blood Pressure,0.000734792421141
0-70,80-90,180-365,Glucose,Diastolic Blood Pressure,0.002204377263423
0-70,80-90,365-730,Glucose,Diastolic Blood Pressure,0.0043562693539075
0-70,80-90,730-inf,Glucose,Diastolic Blood Pressure,0.0111268566629927
0-70,90-120,7-14,Glucose,Systolic Blood Pressure,0.0017320107069752
0-70,90-120,14-30,Glucose,Systolic Blood Pressure,0.0009447331128956
0-70,90-120,30-60,Glucose,Systolic Blood Pressure,0.000734792421141
0-70,90-120,60-90,Glucose,Systolic Blood Pressure,0.0012071589775888
0-70,90-120,90-180,Glucose,Systolic Blood Pressure,0.0019419513987298
0-70,90-120,180-365,Glucose,Systolic Blood Pressure,0.004723665564478
0-70,90-120,365-730,Glucose,Systolic Blood Pressure,0.009447331128956
0-70,90-120,730-inf,Glucose,Systolic Blood Pressure,0.027922112003359
0-70,90-inf,7-14,Glucose,Body Weight,0.0002099406917545
0-70,90-inf,7-14,Glucose,Diastolic Blood Pressure,5.248517293864483e-05
0-70,90-inf,14-30,Glucose,Body Weight,0.0001049703458772
0-70,90-inf,14-30,Glucose,Diastolic Blood Pressure,0.0002099406917545
0-70,90-inf,30-60,Glucose,Body Weight,0.0002099406917545
0-70,90-inf,30-60,Glucose,Diastolic Blood Pressure,0.0001574555188159
0-70,90-inf,60-90,Glucose,Body Weight,0.0002099406917545
0-70,90-inf,60-90,Glucose,Diastolic Blood Pressure,0.0002099406917545
0-70,90-inf,90-180,Glucose,Body Weight,0.0006823072482023
0-70,90-inf,90-180,Glucose,Diastolic Blood Pressure,0.0008397627670183
0-70,90-inf,180-365,Glucose,Body Weight,0.0017844958799139
0-70,90-inf,180-365,Glucose,Diastolic Blood Pressure,0.0025192883010549
0-70,90-inf,365-730,Glucose,Body Weight,0.0031491103763186
0-70,90-inf,365-730,Glucose,Diastolic Blood Pressure,0.0041988138350915
0-70,90-inf,730-inf,Glucose,Body Weight,0.0117566787382564
0-70,90-inf,730-inf,Glucose,Diastolic Blood Pressure,0.0188946622579121
0-70,98-107,0-7,Glucose,Chloride,0.0091324200913242
0-70,98-107,7-14,Glucose,Chloride,0.0017844958799139
0-70,98-107,14-30,Glucose,Chloride,0.0046186952186007
0-70,98-107,30-60,Glucose,Chloride,0.0069805280008397
0-70,98-107,60-90,Glucose,Chloride,0.0032540807221959
0-70,98-107,730-inf,Glucose,Chloride,0.0048811210832939
0-70,99-125,14-30,Glucose,Glucose,0.0002099406917545
0-70,99-125,730-inf,Glucose,Glucose,0.0001574555188159
0-70,Abnormal findings diagnostic imaging heart+coronary circulat (finding),180-365,Glucose,condition,5.248517293864483e-05
0-70,Abnormal findings diagnostic imaging heart+coronary circulat (finding),365-730,Glucose,condition,0.0001049703458772
0-70,Abnormal findings diagnostic imaging heart+coronary circulat (finding),730-inf,Glucose,condition,0.0001049703458772
0-70,Acute ST segment elevation myocardial infarction (disorder),180-365,Glucose,condition,5.248517293864483e-05
0-70,Acute ST segment elevation myocardial infarction (disorder),730-inf,Glucose,condition,5.248517293864483e-05
0-70,Acute bacterial sinusitis (disorder),90-180,Glucose,condition,5.248517293864483e-05
0-70,Acute bacterial sinusitis (disorder),365-730,Glucose,condition,0.0001574555188159
0-70,Acute bacterial sinusitis (disorder),730-inf,Glucose,condition,0.0002624258646932
0-70,Acute bronchitis (disorder),90-180,Glucose,condition,5.248517293864483e-05
0-70,Acute bronchitis (disorder),180-365,Glucose,condition,0.000577336902325
0-70,Acute bronchitis (disorder),365-730,Glucose,condition,0.0004198813835091
0-70,Acute bronchitis (disorder),730-inf,Glucose,condition,0.0016270403610979
0-70,Acute deep venous thrombosis (disorder),730-inf,Glucose,condition,0.0001049703458772
0-70,Acute infective cystitis (disorder),365-730,Glucose,condition,5.248517293864483e-05
0-70,Acute infective cystitis (disorder),730-inf,Glucose,condition,0.0004198813835091
0-70,Acute non-ST segment elevation myocardial infarction (disorder),180-365,Glucose,condition,5.248517293864483e-05
0-70,Acute non-ST segment elevation myocardial infarction (disorder),730-inf,Glucose,condition,0.0001574555188159
0-70,Acute pulmonary embolism (disorder),730-inf,Glucose,condition,5.248517293864483e-05
0-70,Acute respiratory distress syndrome (disorder),365-730,Glucose,condition,0.0002624258646932
0-70,Acute respiratory distress syndrome (disorder),730-inf,Glucose,condition,5.248517293864483e-05
0-70,Acute respiratory failure (disorder),730-inf,Glucose,condition,5.248517293864483e-05
0-70,Acute viral pharyngitis (disorder),90-180,Glucose,condition,0.0001049703458772
0-70,Acute viral pharyngitis (disorder),180-365,Glucose,condition,0.0003673962105705
0-70,Acute viral pharyngitis (disorder),365-730,Glucose,condition,0.0005248517293864
0-70,Acute viral pharyngitis (disorder),730-inf,Glucose,condition,0.0011546738046501
0-70,Alveolitis of jaw (disorder),30-60,Glucose,condition,5.248517293864483e-05
0-70,Alveolitis of jaw (disorder),730-inf,Glucose,condition,0.0001049703458772
0-70,Alzheimer's disease (disorder),730-inf,Glucose,condition,0.0001574555188159
0-70,Aortic valve stenosis (disorder),90-180,Glucose,condition,0.0001049703458772
0-70,Aortic valve stenosis (disorder),180-365,Glucose,condition,0.0003149110376318
0-70,Awaiting transplantation of kidney (situation),0-7,Glucose,condition,0.0002099406917545
0-70,Body mass index 30+ - obesity (finding),90-180,Glucose,condition,5.248517293864483e-05
0-70,Body mass index 30+ - obesity (finding),365-730,Glucose,condition,5.248517293864483e-05
0-70,Body mass index 30+ - obesity (finding),730-inf,Glucose,condition,0.0001574555188159
0-70,Burn injury (morphologic abnormality),365-730,Glucose,condition,0.0003149110376318
0-70,Burn injury (morphologic abnormality),730-inf,Glucose,condition,5.248517293864483e-05
0-70,COVID-19,60-90,Glucose,condition,5.248517293864483e-05
0-70,COVID-19,180-365,Glucose,condition,5.248517293864483e-05
0-70,COVID-19,365-730,Glucose,condition,0.0003149110376318
0-70,COVID-19,730-inf,Glucose,condition,0.000577336902325
0-70,COVID-19  mRNA  LNP-S  PF  100 mcg/0.5mL dose or 50 mcg/0.25mL dose,90-180,Glucose,immunization,5.248517293864483e-05
0-70,COVID-19  mRNA  LNP-S  PF  100 mcg/0.5mL dose or 50 mcg/0.25mL dose,180-365,Glucose,immunization,5.248517293864483e-05
0-70,COVID-19  mRNA  LNP-S  PF  100 mcg/0.5mL dose or 50 mcg/0.25mL dose,365-730,Glucose,immunization,0.0001574555188159
0-70,COVID-19  mRNA  LNP-S  PF  100 mcg/0.5mL dose or 50 mcg/0.25mL dose,730-inf,Glucose,immunization,0.0020994069175457
0-70,COVID-19  mRNA  LNP-S  PF  30 mcg/0.3 mL dose,90-180,Glucose,immunization,0.0001049703458772
0-70,COVID-19  mRNA  LNP-S  PF  30 mcg/0.3 mL dose,365-730,Glucose,immunization,0.0011546738046501
0-70,COVID-19  mRNA  LNP-S  PF  30 mcg/0.3 mL dose,730-inf,Glucose,immunization,0.0006298220752637
0-70,COVID-19 vaccine  vector-nr  rS-Ad26  PF  0.5 mL,180-365,Glucose,immunization,5.248517293864483e-05
0-70,Chronic congestive heart failure (disorder),365-730,Glucose,condition,5.248517293864483e-05
0-70,Chronic kidney disease stage 1 (disorder),180-365,Glucose,condition,0.0001574555188159
0-70,Chronic kidney disease stage 1 (disorder),365-730,Glucose,condition,0.0002624258646932
0-70,Chronic kidney disease stage 1 (disorder),730-inf,Glucose,condition,0.0005248517293864
0-70,Chronic kidney disease stage 2 (disorder),730-inf,Glucose,condition,0.0003673962105705
0-70,Chronic kidney disease stage 4 (disorder),14-30,Glucose,condition,5.248517293864483e-05
0-70,Chronic kidney disease stage 4 (disorder),30-60,Glucose,condition,5.248517293864483e-05
0-70,Chronic kidney disease stage 4 (disorder),60-90,Glucose,condition,0.0003149110376318
0-70,Chronic kidney disease stage 4 (disorder),90-180,Glucose,condition,0.0002099406917545
0-70,Chronic kidney disease stage 4 (disorder),180-365,Glucose,condition,0.0003149110376318
0-70,Chronic obstructive bronchitis (disorder),730-inf,Glucose,condition,5.248517293864483e-05
0-70,Chronic pain (finding),90-180,Glucose,condition,5.248517293864483e-05
0-70,Chronic pain (finding),730-inf,Glucose,condition,5.248517293864483e-05
0-70,Chronic sinusitis (disorder),365-730,Glucose,condition,0.0001049703458772
0-70,Chronic sinusitis (disorder),730-inf,Glucose,condition,0.0002624258646932
0-70,Complete miscarriage (disorder),90-180,Glucose,condition,0.0002099406917545
0-70,Concussion injury of brain (disorder),14-30,Glucose,condition,5.248517293864483e-05
0-70,Concussion injury of brain (disorder),30-60,Glucose,condition,5.248517293864483e-05
0-70,Concussion injury of brain (disorder),60-90,Glucose,condition,5.248517293864483e-05
0-70,Concussion injury of brain (disorder),730-inf,Glucose,condition,0.0003149110376318
0-70,Concussion with no loss of consciousness,14-30,Glucose,condition,5.248517293864483e-05
0-70,Concussion with no loss of consciousness,30-60,Glucose,condition,5.248517293864483e-05
0-70,Concussion with no loss of consciousness,60-90,Glucose,condition,5.248517293864483e-05
0-70,Concussion with no loss of consciousness,730-inf,Glucose,condition,0.0003149110376318
0-70,Cough (finding),60-90,Glucose,condition,5.248517293864483e-05
0-70,Cough (finding),730-inf,Glucose,condition,0.0001574555188159
0-70,Dental filling lost (finding),365-730,Glucose,condition,0.0001574555188159
0-70,Dental filling lost (finding),730-inf,Glucose,condition,0.0006823072482023
0-70,Died in hospice (finding),365-730,Glucose,condition,5.248517293864483e-05
0-70,Drug overdose,14-30,Glucose,condition,5.248517293864483e-05
0-70,Drug overdose,60-90,Glucose,condition,5.248517293864483e-05
0-70,Drug overdose,180-365,Glucose,condition,0.0002624258646932
0-70,Drug overdose,365-730,Glucose,condition,0.0001049703458772
0-70,Drug overdose,730-inf,Glucose,condition,0.0009447331128956
0-70,Dyspnea (finding),60-90,Glucose,condition,5.248517293864483e-05
0-70,Dyspnea (finding),180-365,Glucose,condition,5.248517293864483e-05
0-70,Dyspnea (finding),365-730,Glucose,condition,0.0003149110376318
0-70,Dyspnea (finding),730-inf,Glucose,condition,0.0001049703458772
0-70,End-stage renal disease (disorder),90-180,Glucose,condition,5.248517293864483e-05
0-70,End-stage renal disease (disorder),180-365,Glucose,condition,0.0001049703458772
0-70,End-stage renal disease (disorder),365-730,Glucose,condition,0.0001049703458772
0-70,End-stage renal disease (disorder),730-inf,Glucose,condition,0.0004198813835091
0-70,Epidermal burn of skin (disorder),365-730,Glucose,condition,5.248517293864483e-05
0-70,Facial laceration,730-inf,Glucose,condition,0.0004198813835091
0-70,Fatigue (finding),180-365,Glucose,condition,5.248517293864483e-05
0-70,Fatigue (finding),365-730,Glucose,condition,0.0003149110376318
0-70,Fatigue (finding),730-inf,Glucose,condition,0.0001574555188159
0-70,Fever (finding),180-365,Glucose,condition,5.248517293864483e-05
0-70,Fever (finding),365-730,Glucose,condition,0.0003149110376318
0-70,Fever (finding),730-inf,Glucose,condition,0.000577336902325
0-70,Fracture of bone (disorder),180-365,Glucose,condition,0.0001049703458772
0-70,Fracture of bone (disorder),365-730,Glucose,condition,0.0001049703458772
0-70,Fracture of bone (disorder),730-inf,Glucose,condition,0.0002624258646932
0-70,Fracture of clavicle,365-730,Glucose,condition,0.0001049703458772
0-70,Fracture of clavicle,730-inf,Glucose,condition,0.0001049703458772
0-70,Fracture of forearm,730-inf,Glucose,condition,5.248517293864483e-05
0-70,Fracture of rib,180-365,Glucose,condition,0.0001049703458772
0-70,Fracture subluxation of wrist,730-inf,Glucose,condition,0.0001049703458772
0-70,Fractured dental filling (finding),180-365,Glucose,condition,0.0001049703458772
0-70,Fractured dental filling (finding),365-730,Glucose,condition,0.0002624258646932
0-70,Fractured dental filling (finding),730-inf,Glucose,condition,0.0008397627670183
0-70,Full-time employment (finding),7-14,Glucose,condition,0.0007872775940796
0-70,Full-time employment (finding),14-30,Glucose,condition,0.0001574555188159
0-70,Full-time employment (finding),30-60,Glucose,condition,0.0001574555188159
0-70,Full-time employment (finding),60-90,Glucose,condition,0.0004723665564478
0-70,Full-time employment (finding),90-180,Glucose,condition,0.0003673962105705
0-70,Full-time employment (finding),180-365,Glucose,condition,0.0012596441505274
0-70,Full-time employment (finding),365-730,Glucose,condition,0.0030441400304414
0-70,Full-time employment (finding),730-inf,Glucose,condition,0.0102346087230357
0-70,Gingival disease (disorder),7-14,Glucose,condition,5.248517293864483e-05
0-70,Gingival disease (disorder),14-30,Glucose,condition,0.0001049703458772
0-70,Gingival disease (disorder),30-60,Glucose,condition,0.0003149110376318
0-70,Gingival disease (disorder),90-180,Glucose,condition,0.0001574555188159
0-70,Gingival disease (disorder),180-365,Glucose,condition,0.0003673962105705
0-70,Gingival disease (disorder),365-730,Glucose,condition,0.0004723665564478
0-70,Gingival disease (disorder),730-inf,Glucose,condition,0.0030441400304414
0-70,Gingivitis (disorder),7-14,Glucose,condition,0.0008397627670183
0-70,Gingivitis (disorder),14-30,Glucose,condition,0.0001574555188159
0-70,Gingivitis (disorder),30-60,Glucose,condition,0.0001574555188159
0-70,Gingivitis (disorder),60-90,Glucose,condition,0.0001574555188159
0-70,Gingivitis (disorder),90-180,Glucose,condition,0.0008922479399569
0-70,Gingivitis (disorder),180-365,Glucose,condition,0.002361832782239
0-70,Gingivitis (disorder),365-730,Glucose,condition,0.0027292289928095
0-70,Gingivitis (disorder),730-inf,Glucose,condition,0.0121765601217656
0-70,Has a criminal record (finding),730-inf,Glucose,condition,0.0001574555188159
0-70,Headache (finding),180-365,Glucose,condition,5.248517293864483e-05
0-70,Headache (finding),365-730,Glucose,condition,0.0003149110376318
0-70,Hep A  adult,90-180,Glucose,immunization,5.248517293864483e-05
0-70,Hep A  adult,365-730,Glucose,immunization,5.248517293864483e-05
0-70,Hep A  adult,730-inf,Glucose,immunization,0.0002099406917545
0-70,Hib (PRP-OMP),180-365,Glucose,immunization,5.248517293864483e-05
0-70,History of aortic valve replacement (situation),730-inf,Glucose,condition,0.0005248517293864
0-70,History of coronary artery bypass grafting (situation),30-60,Glucose,condition,0.0003149110376318
0-70,History of coronary artery bypass grafting (situation),180-365,Glucose,condition,5.248517293864483e-05
0-70,History of coronary artery bypass grafting (situation),730-inf,Glucose,condition,5.248517293864483e-05
0-70,History of myocardial infarction (situation),180-365,Glucose,condition,0.0001049703458772
0-70,History of myocardial infarction (situation),730-inf,Glucose,condition,0.0002099406917545
0-70,History of renal transplant (situation),0-7,Glucose,condition,0.0002624258646932
0-70,History of renal transplant (situation),730-inf,Glucose,condition,0.0007872775940796
0-70,Homeless (finding),730-inf,Glucose,condition,0.0003673962105705
0-70,Hyperlipidemia,365-730,Glucose,condition,5.248517293864483e-05
0-70,Hyperlipidemia,730-inf,Glucose,condition,0.0002099406917545
0-70,Hypoxemia (disorder),730-inf,Glucose,condition,0.0001574555188159
0-70,Infection of tooth (disorder),30-60,Glucose,condition,5.248517293864483e-05
0-70,Infection of tooth (disorder),365-730,Glucose,condition,0.0001049703458772
0-70,Infection of tooth (disorder),730-inf,Glucose,condition,0.0007872775940796
0-70,Infectious mediastinitis (disorder),730-inf,Glucose,condition,0.0001049703458772
0-70,Influenza  seasonal  injectable  preservative free,7-14,Glucose,immunization,0.000734792421141
0-70,Influenza  seasonal  injectable  preservative free,14-30,Glucose,immunization,0.0001574555188159
0-70,Influenza  seasonal  injectable  preservative free,30-60,Glucose,immunization,0.0005248517293864
0-70,Influenza  seasonal  injectable  preservative free,60-90,Glucose,immunization,0.000734792421141
0-70,Influenza  seasonal  injectable  preservative free,90-180,Glucose,immunization,0.0009972182858342
0-70,Influenza  seasonal  injectable  preservative free,180-365,Glucose,immunization,0.0043037841809688
0-70,Influenza  seasonal  injectable  preservative free,365-730,Glucose,immunization,0.0077153204219807
0-70,Influenza  seasonal  injectable  preservative free,730-inf,Glucose,immunization,0.022306198498924
0-70,Injury of anterior cruciate ligament,365-730,Glucose,condition,5.248517293864483e-05
0-70,Injury of kidney (disorder),730-inf,Glucose,condition,5.248517293864483e-05
0-70,Injury of knee (disorder),365-730,Glucose,condition,5.248517293864483e-05
0-70,Injury of knee (disorder),730-inf,Glucose,condition,0.0001049703458772
0-70,Injury of neck (disorder),60-90,Glucose,condition,5.248517293864483e-05
0-70,Ischemic heart disease (disorder),365-730,Glucose,condition,0.0001574555188159
0-70,Ischemic heart disease (disorder),730-inf,Glucose,condition,0.0001049703458772
0-70,Joint pain (finding),60-90,Glucose,condition,5.248517293864483e-05
0-70,Joint pain (finding),730-inf,Glucose,condition,0.0004198813835091
0-70,Kidney transplant failure and rejection (disorder),14-30,Glucose,condition,5.248517293864483e-05
0-70,Kidney transplant failure and rejection (disorder),730-inf,Glucose,condition,0.0001574555188159
0-70,Laceration - injury (disorder),60-90,Glucose,condition,5.248517293864483e-05
0-70,Laceration - injury (disorder),365-730,Glucose,condition,5.248517293864483e-05
0-70,Laceration - injury (disorder),730-inf,Glucose,condition,0.0009972182858342
0-70,Laceration of foot,730-inf,Glucose,condition,5.248517293864483e-05
0-70,Laceration of forearm,60-90,Glucose,condition,5.248517293864483e-05
0-70,Laceration of hand,365-730,Glucose,condition,5.248517293864483e-05
