cause,effect,lag_bin,cause_type,effect_type,conditional_probability
3-5,0-70,0-7,Potassium,Glucose,0.0018006156943987
3-5,0-70,7-14,Potassium,Glucose,0.0002904218861933
3-5,0-70,14-30,Potassium,Glucose,0.0015295552672849
3-5,0-70,30-60,Potassium,Glucose,0.0023427365486263
3-5,0-70,60-90,Potassium,Glucose,0.0007066932564038
3-5,0-70,90-180,Potassium,Glucose,0.0002710604271137
3-5,0-70,730-inf,Potassium,Glucose,0.0009680729539778
3-5,0-8,0-7,Potassium,Calcium,0.0006776510677844
3-5,0-8,7-14,Potassium,Calcium,0.0002516989680342
3-5,0-8,14-30,Potassium,Calcium,0.0003388255338922
3-5,0-8,30-60,Potassium,Calcium,0.0004453135588297
3-5,0-8,60-90,Potassium,Calcium,0.0001161687544773
3-5,0-8,90-180,Potassium,Calcium,0.0001258494840171
3-5,0-8,730-inf,Potassium,Calcium,0.000261379697574
3-5,0-90,7-14,Potassium,Systolic Blood Pressure,2.9042188619334352e-05
3-5,0-90,14-30,Potassium,Systolic Blood Pressure,1.936145907955624e-05
3-5,0-90,30-60,Potassium,Systolic Blood Pressure,0.0001355302135568
3-5,0-90,60-90,Potassium,Systolic Blood Pressure,5.8084377238668703e-05
3-5,0-90,90-180,Potassium,Systolic Blood Pressure,0.0001452109430966
3-5,0-90,180-365,Potassium,Systolic Blood Pressure,0.0002904218861933
3-5,0-90,365-730,Potassium,Systolic Blood Pressure,0.0006292474200855
3-5,0-90,730-inf,Potassium,Systolic Blood Pressure,0.0009680729539778
3-5,1-1,0-7,Potassium,Creatinine,0.0035141048229394
3-5,1-1,7-14,Potassium,Creatinine,0.0010358380607562
3-5,1-1,14-30,Potassium,Creatinine,0.0029042188619334
3-5,1-1,30-60,Potassium,Creatinine,0.0041820751611841
3-5,1-1,60-90,Potassium,Creatinine,0.0010261573312164
3-5,1-1,90-180,Potassium,Creatinine,0.0001548916726364
3-5,1-1,730-inf,Potassium,Creatinine,0.0013165792174098
3-5,1-inf,0-7,Potassium,Creatinine,0.004317605374741
3-5,1-inf,7-14,Potassium,Creatinine,3.8722918159112473e-05
3-5,1-inf,14-30,Potassium,Creatinine,5.8084377238668703e-05
3-5,1-inf,30-60,Potassium,Creatinine,0.0001645724021762
3-5,1-inf,730-inf,Potassium,Creatinine,0.0015585974559042
3-5,107-inf,0-7,Potassium,Chloride,0.0054405700013553
3-5,107-inf,7-14,Potassium,Chloride,0.0018102964239385
3-5,107-inf,14-30,Potassium,Chloride,0.003184960018587
3-5,107-inf,30-60,Potassium,Chloride,0.005188871033321
3-5,107-inf,60-90,Potassium,Chloride,0.0017618927762396
3-5,107-inf,90-180,Potassium,Chloride,0.0007938198222618
3-5,107-inf,730-inf,Potassium,Chloride,0.0023911401963251
3-5,120-140,0-7,Potassium,Systolic Blood Pressure,9.680729539778118e-06
3-5,120-140,7-14,Potassium,Systolic Blood Pressure,0.0005711630428469
3-5,120-140,14-30,Potassium,Systolic Blood Pressure,0.0002420182384944
3-5,120-140,30-60,Potassium,Systolic Blood Pressure,0.0004840364769889
3-5,120-140,60-90,Potassium,Systolic Blood Pressure,0.0006582896087049
3-5,120-140,90-180,Potassium,Systolic Blood Pressure,0.0011520068152335
3-5,120-140,180-365,Potassium,Systolic Blood Pressure,0.0027396464597572
3-5,120-140,365-730,Potassium,Systolic Blood Pressure,0.0047048345563321
3-5,120-140,730-inf,Potassium,Systolic Blood Pressure,0.0165540475130205
3-5,120-180,730-inf,Potassium,ALT (Elevated),9.680729539778118e-06
3-5,135-145,0-7,Potassium,Sodium,0.0163701136517647
3-5,135-145,7-14,Potassium,Sodium,0.0035721892001781
3-5,135-145,14-30,Potassium,Sodium,0.0078220294681407
3-5,135-145,30-60,Potassium,Sodium,0.0124397374586148
3-5,135-145,60-90,Potassium,Sodium,0.0044531355882979
3-5,135-145,90-180,Potassium,Sodium,0.001219771922012
3-5,135-145,730-inf,Potassium,Sodium,0.0062827934713159
3-5,140-inf,7-14,Potassium,Systolic Blood Pressure,1.936145907955624e-05
3-5,140-inf,14-30,Potassium,Systolic Blood Pressure,9.680729539778118e-06
3-5,140-inf,30-60,Potassium,Systolic Blood Pressure,5.8084377238668703e-05
3-5,140-inf,60-90,Potassium,Systolic Blood Pressure,5.8084377238668703e-05
3-5,140-inf,90-180,Potassium,Systolic Blood Pressure,0.0001355302135568
3-5,140-inf,180-365,Potassium,Systolic Blood Pressure,0.0005324401246877
3-5,140-inf,365-730,Potassium,Systolic Blood Pressure,0.0003194640748126
3-5,140-inf,730-inf,Potassium,Systolic Blood Pressure,0.0026622006234389
3-5,150-170,0-7,Potassium,Body Height,9.680729539778118e-06
3-5,150-170,7-14,Potassium,Body Height,0.0009390307653584
3-5,150-170,14-30,Potassium,Body Height,0.0006389281496253
3-5,150-170,30-60,Potassium,Body Height,0.00087126565858
3-5,150-170,60-90,Potassium,Body Height,0.000958392224438
3-5,150-170,90-180,Potassium,Body Height,0.0016166818331429
3-5,150-170,180-365,Potassium,Body Height,0.0037367616023543
3-5,150-170,365-730,Potassium,Body Height,0.0068442757846231
3-5,150-170,730-inf,Potassium,Body Height,0.0214524966601483
3-5,150-450,730-inf,Potassium,Platelet Count,9.680729539778118e-06
3-5,16-inf,730-inf,Potassium,Hemoglobin,9.680729539778118e-06
3-5,170-190,7-14,Potassium,Body Height,0.0007744583631822
3-5,170-190,14-30,Potassium,Body Height,0.000522759395148
3-5,170-190,30-60,Potassium,Body Height,0.0011907297333927
3-5,170-190,60-90,Potassium,Body Height,0.0007647776336424
3-5,170-190,90-180,Potassium,Body Height,0.0019942302851942
3-5,170-190,180-365,Potassium,Body Height,0.004491858506457
3-5,170-190,365-730,Potassium,Body Height,0.0076090534182656
3-5,170-190,730-inf,Potassium,Body Height,0.0251505353443435
3-5,190-inf,90-180,Potassium,Body Height,9.680729539778118e-06
3-5,190-inf,180-365,Potassium,Body Height,0.0004937172065286
3-5,190-inf,365-730,Potassium,Body Height,2.9042188619334352e-05
3-5,190-inf,730-inf,Potassium,Body Height,0.0001064880249375
3-5,3-5,0-7,Potassium,Potassium,0.0150341729752754
3-5,3-5,7-14,Potassium,Potassium,0.0031171949118085
3-5,3-5,14-30,Potassium,Potassium,0.0064764080621115
3-5,3-5,30-60,Potassium,Potassium,0.0112393269956823
3-5,3-5,60-90,Potassium,Potassium,0.0041143100544057
3-5,3-5,90-180,Potassium,Potassium,0.001219771922012
3-5,3-5,730-inf,Potassium,Albumin,9.680729539778118e-06
3-5,3-5,730-inf,Potassium,Potassium,0.0054405700013553
3-5,5-inf,0-7,Potassium,Potassium,0.0013359406764893
3-5,5-inf,7-14,Potassium,Potassium,0.0004549942883695
3-5,5-inf,14-30,Potassium,Potassium,0.0013456214060291
3-5,5-inf,30-60,Potassium,Potassium,0.0012004104629324
3-5,5-inf,60-90,Potassium,Potassium,0.0003388255338922
3-5,5-inf,730-inf,Potassium,Potassium,0.0008422234699606
3-5,50-70,7-14,Potassium,Body Weight,8.712656585800307e-05
3-5,50-70,14-30,Potassium,Body Weight,0.0001064880249375
3-5,50-70,30-60,Potassium,Body Weight,0.0001064880249375
3-5,50-70,60-90,Potassium,Body Weight,6.776510677844683e-05
3-5,50-70,90-180,Potassium,Body Weight,0.0001161687544773
3-5,50-70,180-365,Potassium,Body Weight,0.0001936145907955
3-5,50-70,365-730,Potassium,Body Weight,0.0006873317973242
3-5,50-70,730-inf,Potassium,Body Weight,0.0007066932564038
3-5,60-80,7-14,Potassium,Diastolic Blood Pressure,0.0007550969041026
3-5,60-80,14-30,Potassium,Diastolic Blood Pressure,0.0005130786656082
3-5,60-80,30-60,Potassium,Diastolic Blood Pressure,0.0008422234699606
3-5,60-80,60-90,Potassium,Diastolic Blood Pressure,0.0007550969041026
3-5,60-80,90-180,Potassium,Diastolic Blood Pressure,0.0018006156943987
3-5,60-80,180-365,Potassium,Diastolic Blood Pressure,0.0035528277410985
3-5,60-80,365-730,Potassium,Diastolic Blood Pressure,0.0055567387558326
3-5,60-80,730-inf,Potassium,Diastolic Blood Pressure,0.0177157350577939
3-5,70-90,0-7,Potassium,Body Weight,9.680729539778118e-06
3-5,70-90,7-14,Potassium,Body Weight,0.0012391333810915
3-5,70-90,14-30,Potassium,Body Weight,0.0007454161745629
3-5,70-90,30-60,Potassium,Body Weight,0.0011132838970744
3-5,70-90,60-90,Potassium,Body Weight,0.0011423260856938
3-5,70-90,90-180,Potassium,Body Weight,0.0024105016554047
3-5,70-90,180-365,Potassium,Body Weight,0.0055954616739917
3-5,70-90,365-730,Potassium,Body Weight,0.0094677534899029
3-5,70-90,730-inf,Potassium,Body Weight,0.0351410482293945
3-5,70-99,0-7,Potassium,Glucose,0.0135723828147689
3-5,70-99,7-14,Potassium,Glucose,0.0031365563708881
3-5,70-99,14-30,Potassium,Glucose,0.0057019496989293
3-5,70-99,30-60,Potassium,Glucose,0.0095645607853007
3-5,70-99,60-90,Potassium,Glucose,0.0034947433638599
3-5,70-99,90-180,Potassium,Glucose,0.0009487114948982
3-5,70-99,730-inf,Potassium,Glucose,0.0049468527948266
3-5,8-10,0-7,Potassium,Calcium,0.0156924625839803
3-5,8-10,7-14,Potassium,Calcium,0.0033204902321438
3-5,8-10,14-30,Potassium,Calcium,0.0074832039342484
3-5,8-10,30-60,Potassium,Calcium,0.011994423899785
3-5,8-10,60-90,Potassium,Calcium,0.0043369668338205
3-5,8-10,90-180,Potassium,Calcium,0.0010939224379949
3-5,8-10,730-inf,Potassium,Calcium,0.0060214137737419
3-5,8-16,730-inf,Potassium,Anion Gap,9.680729539778118e-06
3-5,80-150,730-inf,Potassium,AST (Elevated),9.680729539778118e-06
3-5,80-90,7-14,Potassium,Diastolic Blood Pressure,0.0006195666905457
3-5,80-90,14-30,Potassium,Diastolic Blood Pressure,0.0003775484520513
3-5,80-90,30-60,Potassium,Diastolic Blood Pressure,0.0006292474200855
3-5,80-90,60-90,Potassium,Diastolic Blood Pressure,0.0003969099111309
3-5,80-90,90-180,Potassium,Diastolic Blood Pressure,0.0004743557474491
3-5,80-90,180-365,Potassium,Diastolic Blood Pressure,0.0022072063350694
3-5,80-90,365-730,Potassium,Diastolic Blood Pressure,0.0039110147340703
3-5,80-90,730-inf,Potassium,Diastolic Blood Pressure,0.0133400453058142
3-5,90-120,7-14,Potassium,Systolic Blood Pressure,0.0011036031675347
3-5,90-120,14-30,Potassium,Systolic Blood Pressure,0.0009003078471993
3-5,90-120,30-60,Potassium,Systolic Blood Pressure,0.0014327479718871
3-5,90-120,60-90,Potassium,Systolic Blood Pressure,0.0009874344130573
3-5,90-120,90-180,Potassium,Systolic Blood Pressure,0.0022846521713876
3-5,90-120,180-365,Potassium,Systolic Blood Pressure,0.005537377296753
3-5,90-120,365-730,Potassium,Systolic Blood Pressure,0.0094290305717438
3-5,90-120,730-inf,Potassium,Systolic Blood Pressure,0.0304555751321419
3-5,90-inf,0-7,Potassium,Diastolic Blood Pressure,9.680729539778118e-06
3-5,90-inf,7-14,Potassium,Body Weight,0.0003872291815911
3-5,90-inf,7-14,Potassium,Diastolic Blood Pressure,0.0002323375089546
3-5,90-inf,14-30,Potassium,Body Weight,0.0003097833452728
3-5,90-inf,14-30,Potassium,Diastolic Blood Pressure,0.0001258494840171
3-5,90-inf,30-60,Potassium,Body Weight,0.0008325427404209
3-5,90-inf,30-60,Potassium,Diastolic Blood Pressure,0.0002129760498751
3-5,90-inf,60-90,Potassium,Body Weight,0.000522759395148
3-5,90-inf,60-90,Potassium,Diastolic Blood Pressure,0.0004549942883695
3-5,90-inf,90-180,Potassium,Body Weight,0.0010939224379949
3-5,90-inf,90-180,Potassium,Diastolic Blood Pressure,0.0009293500358186
3-5,90-inf,180-365,Potassium,Body Weight,0.0029623032391721
3-5,90-inf,180-365,Potassium,Diastolic Blood Pressure,0.0025460318689616
3-5,90-inf,365-730,Potassium,Body Weight,0.0044144126701388
3-5,90-inf,365-730,Potassium,Diastolic Blood Pressure,0.0040755871362465
3-5,90-inf,730-inf,Potassium,Body Weight,0.0143855640961102
3-5,90-inf,730-inf,Potassium,Diastolic Blood Pressure,0.0151890646479118
3-5,98-107,0-7,Potassium,Chloride,0.0109295436504094
3-5,98-107,7-14,Potassium,Chloride,0.0017618927762396
3-5,98-107,14-30,Potassium,Chloride,0.0046370694495537
3-5,98-107,30-60,Potassium,Chloride,0.0072508664252938
3-5,98-107,60-90,Potassium,Chloride,0.0026912428120583
3-5,98-107,90-180,Potassium,Chloride,0.0004259520997502
3-5,98-107,730-inf,Potassium,Chloride,0.0038916532749908
3-5,99-125,0-7,Potassium,Glucose,0.0009971151425971
3-5,99-125,7-14,Potassium,Glucose,0.0001452109430966
3-5,99-125,14-30,Potassium,Glucose,0.0005905245019264
3-5,99-125,30-60,Potassium,Glucose,0.0005324401246877
3-5,99-125,60-90,Potassium,Glucose,0.0002516989680342
3-5,99-125,730-inf,Potassium,Glucose,0.0003678677225115
3-5,Abnormal findings diagnostic imaging heart+coronary circulat (finding),90-180,Potassium,condition,9.680729539778118e-06
3-5,Abnormal findings diagnostic imaging heart+coronary circulat (finding),180-365,Potassium,condition,9.680729539778116e-05
3-5,Abnormal findings diagnostic imaging heart+coronary circulat (finding),365-730,Potassium,condition,2.9042188619334352e-05
3-5,Abnormal findings diagnostic imaging heart+coronary circulat (finding),730-inf,Potassium,condition,0.0001645724021762
3-5,Acute Cholecystitis,730-inf,Potassium,condition,9.680729539778118e-06
3-5,Acute ST segment elevation myocardial infarction (disorder),90-180,Potassium,condition,9.680729539778118e-06
3-5,Acute ST segment elevation myocardial infarction (disorder),180-365,Potassium,condition,7.744583631822495e-05
3-5,Acute ST segment elevation myocardial infarction (disorder),730-inf,Potassium,condition,2.9042188619334352e-05
3-5,Acute bacterial sinusitis (disorder),30-60,Potassium,condition,1.936145907955624e-05
3-5,Acute bacterial sinusitis (disorder),60-90,Potassium,condition,2.9042188619334352e-05
3-5,Acute bacterial sinusitis (disorder),90-180,Potassium,condition,2.9042188619334352e-05
3-5,Acute bacterial sinusitis (disorder),365-730,Potassium,condition,0.0002323375089546
3-5,Acute bacterial sinusitis (disorder),730-inf,Potassium,condition,0.0001452109430966
3-5,Acute bronchitis (disorder),30-60,Potassium,condition,9.680729539778118e-06
3-5,Acute bronchitis (disorder),60-90,Potassium,condition,5.8084377238668703e-05
3-5,Acute bronchitis (disorder),90-180,Potassium,condition,9.680729539778118e-06
3-5,Acute bronchitis (disorder),180-365,Potassium,condition,0.0002807411566535
3-5,Acute bronchitis (disorder),365-730,Potassium,condition,0.0005905245019264
3-5,Acute bronchitis (disorder),730-inf,Potassium,condition,0.0012681755697109
3-5,Acute deep venous thrombosis (disorder),730-inf,Potassium,condition,0.0001064880249375
3-5,Acute infective cystitis (disorder),180-365,Potassium,condition,9.680729539778118e-06
3-5,Acute infective cystitis (disorder),365-730,Potassium,condition,0.0001548916726364
3-5,Acute infective cystitis (disorder),730-inf,Potassium,condition,0.0004743557474491
3-5,Acute non-ST segment elevation myocardial infarction (disorder),90-180,Potassium,condition,1.936145907955624e-05
3-5,Acute non-ST segment elevation myocardial infarction (disorder),180-365,Potassium,condition,6.776510677844683e-05
3-5,Acute non-ST segment elevation myocardial infarction (disorder),730-inf,Potassium,condition,0.0001064880249375
3-5,Acute pulmonary embolism (disorder),730-inf,Potassium,condition,7.744583631822495e-05
3-5,Acute respiratory distress syndrome (disorder),365-730,Potassium,condition,5.8084377238668703e-05
3-5,Acute respiratory distress syndrome (disorder),730-inf,Potassium,condition,8.712656585800307e-05
3-5,Acute respiratory failure (disorder),730-inf,Potassium,condition,7.744583631822495e-05
3-5,Acute viral pharyngitis (disorder),0-7,Potassium,condition,5.8084377238668703e-05
3-5,Acute viral pharyngitis (disorder),14-30,Potassium,condition,9.680729539778118e-06
3-5,Acute viral pharyngitis (disorder),30-60,Potassium,condition,4.8403647698890585e-05
3-5,Acute viral pharyngitis (disorder),60-90,Potassium,condition,1.936145907955624e-05
3-5,Acute viral pharyngitis (disorder),90-180,Potassium,condition,0.0001548916726364
3-5,Acute viral pharyngitis (disorder),180-365,Potassium,condition,0.0002420182384944
3-5,Acute viral pharyngitis (disorder),365-730,Potassium,condition,0.00043563282929
3-5,Acute viral pharyngitis (disorder),730-inf,Potassium,condition,0.00087126565858
3-5,Alcoholism,365-730,Potassium,condition,4.8403647698890585e-05
3-5,Alcoholism,730-inf,Potassium,condition,9.680729539778118e-06
3-5,Alveolitis of jaw (disorder),30-60,Potassium,condition,9.680729539778118e-06
3-5,Alveolitis of jaw (disorder),365-730,Potassium,condition,9.680729539778118e-06
3-5,Alveolitis of jaw (disorder),730-inf,Potassium,condition,2.9042188619334352e-05
3-5,Alzheimer's disease (disorder),730-inf,Potassium,condition,0.0001064880249375
3-5,Anemia (disorder),365-730,Potassium,condition,9.680729539778118e-06
3-5,Anemia (disorder),730-inf,Potassium,condition,9.680729539778118e-06
3-5,Antepartum eclampsia,730-inf,Potassium,condition,4.8403647698890585e-05
3-5,Aortic valve stenosis (disorder),90-180,Potassium,condition,7.744583631822495e-05
3-5,Aortic valve stenosis (disorder),180-365,Potassium,condition,8.712656585800307e-05
3-5,Awaiting transplantation of kidney (situation),0-7,Potassium,condition,0.0002226567794148
3-5,Bleeding from anus,365-730,Potassium,condition,3.8722918159112473e-05
3-5,Bleeding from anus,730-inf,Potassium,condition,4.8403647698890585e-05
3-5,Body mass index 30+ - obesity (finding),365-730,Potassium,condition,9.680729539778118e-06
3-5,Body mass index 30+ - obesity (finding),730-inf,Potassium,condition,0.0001548916726364
3-5,Burn injury (morphologic abnormality),180-365,Potassium,condition,2.9042188619334352e-05
3-5,Burn injury (morphologic abnormality),365-730,Potassium,condition,0.0001936145907955
3-5,Burn injury (morphologic abnormality),730-inf,Potassium,condition,1.936145907955624e-05
3-5,COVID-19,60-90,Potassium,condition,9.680729539778118e-06
3-5,COVID-19,180-365,Potassium,condition,3.8722918159112473e-05
3-5,COVID-19,365-730,Potassium,condition,3.8722918159112473e-05
3-5,COVID-19,730-inf,Potassium,condition,0.00043563282929
3-5,COVID-19  mRNA  LNP-S  PF  100 mcg/0.5mL dose or 50 mcg/0.25mL dose,90-180,Potassium,immunization,0.0001548916726364
3-5,COVID-19  mRNA  LNP-S  PF  100 mcg/0.5mL dose or 50 mcg/0.25mL dose,180-365,Potassium,immunization,9.680729539778116e-05
3-5,COVID-19  mRNA  LNP-S  PF  100 mcg/0.5mL dose or 50 mcg/0.25mL dose,365-730,Potassium,immunization,0.000348506263432
3-5,COVID-19  mRNA  LNP-S  PF  100 mcg/0.5mL dose or 50 mcg/0.25mL dose,730-inf,Potassium,immunization,0.0017134891285407
3-5,COVID-19  mRNA  LNP-S  PF  30 mcg/0.3 mL dose,14-30,Potassium,immunization,9.680729539778118e-06
3-5,COVID-19  mRNA  LNP-S  PF  30 mcg/0.3 mL dose,90-180,Potassium,immunization,0.0001355302135568
3-5,COVID-19  mRNA  LNP-S  PF  30 mcg/0.3 mL dose,180-365,Potassium,immunization,0.0003097833452728
3-5,COVID-19  mRNA  LNP-S  PF  30 mcg/0.3 mL dose,365-730,Potassium,immunization,0.0004065906406706
3-5,COVID-19  mRNA  LNP-S  PF  30 mcg/0.3 mL dose,730-inf,Potassium,immunization,0.000697012526864
3-5,COVID-19 vaccine  vector-nr  rS-Ad26  PF  0.5 mL,180-365,Potassium,immunization,9.680729539778118e-06
3-5,COVID-19 vaccine  vector-nr  rS-Ad26  PF  0.5 mL,365-730,Potassium,immunization,4.8403647698890585e-05
3-5,COVID-19 vaccine  vector-nr  rS-Ad26  PF  0.5 mL,730-inf,Potassium,immunization,5.8084377238668703e-05
3-5,Carcinoma in situ of prostate (disorder),365-730,Potassium,condition,2.9042188619334352e-05
3-5,Carcinoma in situ of prostate (disorder),730-inf,Potassium,condition,9.680729539778116e-05
3-5,Cholelithiasis,730-inf,Potassium,condition,9.680729539778118e-06
3-5,Chronic congestive heart failure (disorder),365-730,Potassium,condition,9.680729539778116e-05
3-5,Chronic congestive heart failure (disorder),730-inf,Potassium,condition,9.680729539778116e-05
3-5,Chronic kidney disease stage 1 (disorder),180-365,Potassium,condition,0.0003388255338922
3-5,Chronic kidney disease stage 1 (disorder),365-730,Potassium,condition,0.0003775484520513
3-5,Chronic kidney disease stage 1 (disorder),730-inf,Potassium,condition,0.0008809463881198
3-5,Chronic kidney disease stage 2 (disorder),730-inf,Potassium,condition,0.0005518015837673
3-5,Chronic kidney disease stage 4 (disorder),7-14,Potassium,condition,2.9042188619334352e-05
3-5,Chronic kidney disease stage 4 (disorder),14-30,Potassium,condition,1.936145907955624e-05
3-5,Chronic kidney disease stage 4 (disorder),30-60,Potassium,condition,5.8084377238668703e-05
3-5,Chronic kidney disease stage 4 (disorder),60-90,Potassium,condition,7.744583631822495e-05
3-5,Chronic kidney disease stage 4 (disorder),90-180,Potassium,condition,9.680729539778116e-05
3-5,Chronic kidney disease stage 4 (disorder),180-365,Potassium,condition,0.0001258494840171
3-5,Chronic low back pain (finding),730-inf,Potassium,condition,0.0001161687544773
3-5,Chronic neck pain (finding),365-730,Potassium,condition,9.680729539778118e-06
3-5,Chronic neck pain (finding),730-inf,Potassium,condition,0.0001064880249375
3-5,Chronic obstructive bronchitis (disorder),730-inf,Potassium,condition,9.680729539778118e-06
3-5,Chronic pain (finding),90-180,Potassium,condition,9.680729539778116e-05
3-5,Chronic pain (finding),365-730,Potassium,condition,9.680729539778118e-06
3-5,Chronic pain (finding),730-inf,Potassium,condition,0.0002710604271137
3-5,Chronic sinusitis (disorder),365-730,Potassium,condition,0.0001645724021762
3-5,Chronic sinusitis (disorder),730-inf,Potassium,condition,0.000261379697574
3-5,Complete miscarriage (disorder),30-60,Potassium,condition,2.9042188619334352e-05
3-5,Complete miscarriage (disorder),60-90,Potassium,condition,1.936145907955624e-05
3-5,Complete miscarriage (disorder),90-180,Potassium,condition,0.0001161687544773
3-5,Complete miscarriage (disorder),180-365,Potassium,condition,6.776510677844683e-05
3-5,Complete miscarriage (disorder),730-inf,Potassium,condition,1.936145907955624e-05
3-5,Complication occuring during pregnancy,730-inf,Potassium,condition,9.680729539778118e-06
3-5,Concussion injury of brain (disorder),7-14,Potassium,condition,9.680729539778118e-06
3-5,Concussion injury of brain (disorder),14-30,Potassium,condition,9.680729539778118e-06
3-5,Concussion injury of brain (disorder),30-60,Potassium,condition,9.680729539778118e-06
3-5,Concussion injury of brain (disorder),60-90,Potassium,condition,2.9042188619334352e-05
3-5,Concussion injury of brain (disorder),180-365,Potassium,condition,9.680729539778118e-06
3-5,Concussion injury of brain (disorder),365-730,Potassium,condition,8.712656585800307e-05
3-5,Concussion injury of brain (disorder),730-inf,Potassium,condition,0.0001355302135568
3-5,Concussion with loss of consciousness,180-365,Potassium,condition,9.680729539778118e-06
3-5,Concussion with no loss of consciousness,7-14,Potassium,condition,9.680729539778118e-06
3-5,Concussion with no loss of consciousness,14-30,Potassium,condition,9.680729539778118e-06
3-5,Concussion with no loss of consciousness,30-60,Potassium,condition,9.680729539778118e-06
3-5,Concussion with no loss of consciousness,60-90,Potassium,condition,2.9042188619334352e-05
3-5,Concussion with no loss of consciousness,365-730,Potassium,condition,8.712656585800307e-05
3-5,Concussion with no loss of consciousness,730-inf,Potassium,condition,0.0001355302135568
3-5,Cough (finding),60-90,Potassium,condition,9.680729539778118e-06
3-5,Cough (finding),365-730,Potassium,condition,9.680729539778118e-06
3-5,Cough (finding),730-inf,Potassium,condition,0.0002516989680342
3-5,DTaP,14-30,Potassium,immunization,9.680729539778118e-06
3-5,DTaP,30-60,Potassium,immunization,1.936145907955624e-05
3-5,DTaP,60-90,Potassium,immunization,9.680729539778118e-06
3-5,DTaP,90-180,Potassium,immunization,3.8722918159112473e-05
3-5,DTaP,365-730,Potassium,immunization,2.9042188619334352e-05
3-5,DTaP,730-inf,Potassium,immunization,9.680729539778118e-06
3-5,Dental filling lost (finding),30-60,Potassium,condition,9.680729539778118e-06
3-5,Dental filling lost (finding),60-90,Potassium,condition,5.8084377238668703e-05
3-5,Dental filling lost (finding),90-180,Potassium,condition,9.680729539778118e-06
3-5,Dental filling lost (finding),180-365,Potassium,condition,0.0001064880249375
3-5,Dental filling lost (finding),365-730,Potassium,condition,4.8403647698890585e-05
3-5,Dental filling lost (finding),730-inf,Potassium,condition,0.0007744583631822
3-5,Died in hospice (finding),365-730,Potassium,condition,6.776510677844683e-05
3-5,Died in hospice (finding),730-inf,Potassium,condition,0.0001355302135568
3-5,Drug overdose,0-7,Potassium,condition,1.936145907955624e-05
3-5,Drug overdose,7-14,Potassium,condition,6.776510677844683e-05
3-5,Drug overdose,14-30,Potassium,condition,0.0001452109430966
3-5,Drug overdose,30-60,Potassium,condition,8.712656585800307e-05
3-5,Drug overdose,60-90,Potassium,condition,2.9042188619334352e-05
3-5,Drug overdose,90-180,Potassium,condition,0.0002323375089546
3-5,Drug overdose,180-365,Potassium,condition,0.0002032953203353
