cause,effect,lag_bin,cause_type,effect_type,conditional_probability
COVID-19  mRNA  LNP-S  PF  100 mcg/0.5mL dose or 50 mcg/0.25mL dose,1-inf,730-inf,immunization,Creatinine,5.2735662491760055e-05
COVID-19  mRNA  LNP-S  PF  100 mcg/0.5mL dose or 50 mcg/0.25mL dose,120-140,0-7,immunization,Systolic Blood Pressure,0.0004482531311799
COVID-19  mRNA  LNP-S  PF  100 mcg/0.5mL dose or 50 mcg/0.25mL dose,120-140,7-14,immunization,Systolic Blood Pressure,0.0003691496374423
COVID-19  mRNA  LNP-S  PF  100 mcg/0.5mL dose or 50 mcg/0.25mL dose,120-140,14-30,immunization,Systolic Blood Pressure,0.000421885299934
COVID-19  mRNA  LNP-S  PF  100 mcg/0.5mL dose or 50 mcg/0.25mL dose,120-140,30-60,immunization,Systolic Blood Pressure,0.0011074489123269
COVID-19  mRNA  LNP-S  PF  100 mcg/0.5mL dose or 50 mcg/0.25mL dose,120-140,60-90,immunization,Systolic Blood Pressure,0.0012129202373104
COVID-19  mRNA  LNP-S  PF  100 mcg/0.5mL dose or 50 mcg/0.25mL dose,120-140,90-180,immunization,Systolic Blood Pressure,0.0037442320369149
COVID-19  mRNA  LNP-S  PF  100 mcg/0.5mL dose or 50 mcg/0.25mL dose,120-140,180-365,immunization,Systolic Blood Pressure,0.0073302570863546
COVID-19  mRNA  LNP-S  PF  100 mcg/0.5mL dose or 50 mcg/0.25mL dose,120-140,365-730,immunization,Systolic Blood Pressure,0.0136321687541199
COVID-19  mRNA  LNP-S  PF  100 mcg/0.5mL dose or 50 mcg/0.25mL dose,120-140,730-inf,immunization,Systolic Blood Pressure,0.0181410678971654
COVID-19  mRNA  LNP-S  PF  100 mcg/0.5mL dose or 50 mcg/0.25mL dose,135-145,7-14,immunization,Sodium,2.6367831245880027e-05
COVID-19  mRNA  LNP-S  PF  100 mcg/0.5mL dose or 50 mcg/0.25mL dose,135-145,30-60,immunization,Sodium,2.6367831245880027e-05
COVID-19  mRNA  LNP-S  PF  100 mcg/0.5mL dose or 50 mcg/0.25mL dose,135-145,730-inf,immunization,Sodium,5.2735662491760055e-05
COVID-19  mRNA  LNP-S  PF  100 mcg/0.5mL dose or 50 mcg/0.25mL dose,140-inf,0-7,immunization,Systolic Blood Pressure,5.2735662491760055e-05
COVID-19  mRNA  LNP-S  PF  100 mcg/0.5mL dose or 50 mcg/0.25mL dose,140-inf,7-14,immunization,Systolic Blood Pressure,0.0001582069874752
COVID-19  mRNA  LNP-S  PF  100 mcg/0.5mL dose or 50 mcg/0.25mL dose,140-inf,14-30,immunization,Systolic Blood Pressure,0.0001582069874752
COVID-19  mRNA  LNP-S  PF  100 mcg/0.5mL dose or 50 mcg/0.25mL dose,140-inf,30-60,immunization,Systolic Blood Pressure,0.0002636783124588
COVID-19  mRNA  LNP-S  PF  100 mcg/0.5mL dose or 50 mcg/0.25mL dose,140-inf,60-90,immunization,Systolic Blood Pressure,0.0003164139749505
COVID-19  mRNA  LNP-S  PF  100 mcg/0.5mL dose or 50 mcg/0.25mL dose,140-inf,90-180,immunization,Systolic Blood Pressure,0.0007646671061305
COVID-19  mRNA  LNP-S  PF  100 mcg/0.5mL dose or 50 mcg/0.25mL dose,140-inf,180-365,immunization,Systolic Blood Pressure,0.0010283454185893
COVID-19  mRNA  LNP-S  PF  100 mcg/0.5mL dose or 50 mcg/0.25mL dose,140-inf,365-730,immunization,Systolic Blood Pressure,0.0027158866183256
COVID-19  mRNA  LNP-S  PF  100 mcg/0.5mL dose or 50 mcg/0.25mL dose,140-inf,730-inf,immunization,Systolic Blood Pressure,0.0034278180619644
COVID-19  mRNA  LNP-S  PF  100 mcg/0.5mL dose or 50 mcg/0.25mL dose,150-170,0-7,immunization,Body Height,0.0005537244561634
COVID-19  mRNA  LNP-S  PF  100 mcg/0.5mL dose or 50 mcg/0.25mL dose,150-170,7-14,immunization,Body Height,0.0003691496374423
COVID-19  mRNA  LNP-S  PF  100 mcg/0.5mL dose or 50 mcg/0.25mL dose,150-170,14-30,immunization,Body Height,0.0006064601186552
COVID-19  mRNA  LNP-S  PF  100 mcg/0.5mL dose or 50 mcg/0.25mL dose,150-170,30-60,immunization,Body Height,0.001318391562294
COVID-19  mRNA  LNP-S  PF  100 mcg/0.5mL dose or 50 mcg/0.25mL dose,150-170,60-90,immunization,Body Height,0.0013974950560316
COVID-19  mRNA  LNP-S  PF  100 mcg/0.5mL dose or 50 mcg/0.25mL dose,150-170,90-180,immunization,Body Height,0.0045880026367831
COVID-19  mRNA  LNP-S  PF  100 mcg/0.5mL dose or 50 mcg/0.25mL dose,150-170,180-365,immunization,Body Height,0.0113117996044825
COVID-19  mRNA  LNP-S  PF  100 mcg/0.5mL dose or 50 mcg/0.25mL dose,150-170,365-730,immunization,Body Height,0.0209624258404746
COVID-19  mRNA  LNP-S  PF  100 mcg/0.5mL dose or 50 mcg/0.25mL dose,150-170,730-inf,immunization,Body Height,0.028345418589321
COVID-19  mRNA  LNP-S  PF  100 mcg/0.5mL dose or 50 mcg/0.25mL dose,170-190,0-7,immunization,Body Height,0.0003691496374423
COVID-19  mRNA  LNP-S  PF  100 mcg/0.5mL dose or 50 mcg/0.25mL dose,170-190,7-14,immunization,Body Height,0.0003164139749505
COVID-19  mRNA  LNP-S  PF  100 mcg/0.5mL dose or 50 mcg/0.25mL dose,170-190,14-30,immunization,Body Height,0.0005537244561634
COVID-19  mRNA  LNP-S  PF  100 mcg/0.5mL dose or 50 mcg/0.25mL dose,170-190,30-60,immunization,Body Height,0.0014765985497692
COVID-19  mRNA  LNP-S  PF  100 mcg/0.5mL dose or 50 mcg/0.25mL dose,170-190,60-90,immunization,Body Height,0.0013974950560316
COVID-19  mRNA  LNP-S  PF  100 mcg/0.5mL dose or 50 mcg/0.25mL dose,170-190,90-180,immunization,Body Height,0.0041924851680949
COVID-19  mRNA  LNP-S  PF  100 mcg/0.5mL dose or 50 mcg/0.25mL dose,170-190,180-365,immunization,Body Height,0.0092023731048121
COVID-19  mRNA  LNP-S  PF  100 mcg/0.5mL dose or 50 mcg/0.25mL dose,170-190,365-730,immunization,Body Height,0.0175346077785102
COVID-19  mRNA  LNP-S  PF  100 mcg/0.5mL dose or 50 mcg/0.25mL dose,170-190,730-inf,immunization,Body Height,0.0238365194462755
COVID-19  mRNA  LNP-S  PF  100 mcg/0.5mL dose or 50 mcg/0.25mL dose,190-inf,30-60,immunization,Body Height,2.6367831245880027e-05
COVID-19  mRNA  LNP-S  PF  100 mcg/0.5mL dose or 50 mcg/0.25mL dose,190-inf,60-90,immunization,Body Height,2.6367831245880027e-05
COVID-19  mRNA  LNP-S  PF  100 mcg/0.5mL dose or 50 mcg/0.25mL dose,190-inf,90-180,immunization,Body Height,7.910349373764008e-05
COVID-19  mRNA  LNP-S  PF  100 mcg/0.5mL dose or 50 mcg/0.25mL dose,190-inf,180-365,immunization,Body Height,0.0001318391562294
COVID-19  mRNA  LNP-S  PF  100 mcg/0.5mL dose or 50 mcg/0.25mL dose,190-inf,365-730,immunization,Body Height,0.0003164139749505
COVID-19  mRNA  LNP-S  PF  100 mcg/0.5mL dose or 50 mcg/0.25mL dose,190-inf,730-inf,immunization,Body Height,0.0004746209624258
COVID-19  mRNA  LNP-S  PF  100 mcg/0.5mL dose or 50 mcg/0.25mL dose,3-5,7-14,immunization,Potassium,2.6367831245880027e-05
COVID-19  mRNA  LNP-S  PF  100 mcg/0.5mL dose or 50 mcg/0.25mL dose,3-5,30-60,immunization,Potassium,2.6367831245880027e-05
COVID-19  mRNA  LNP-S  PF  100 mcg/0.5mL dose or 50 mcg/0.25mL dose,3-5,730-inf,immunization,Potassium,5.2735662491760055e-05
COVID-19  mRNA  LNP-S  PF  100 mcg/0.5mL dose or 50 mcg/0.25mL dose,50-70,0-7,immunization,Body Weight,0.0001318391562294
COVID-19  mRNA  LNP-S  PF  100 mcg/0.5mL dose or 50 mcg/0.25mL dose,50-70,7-14,immunization,Body Weight,0.0001318391562294
COVID-19  mRNA  LNP-S  PF  100 mcg/0.5mL dose or 50 mcg/0.25mL dose,50-70,14-30,immunization,Body Weight,0.0001845748187211
COVID-19  mRNA  LNP-S  PF  100 mcg/0.5mL dose or 50 mcg/0.25mL dose,50-70,30-60,immunization,Body Weight,0.0004482531311799
COVID-19  mRNA  LNP-S  PF  100 mcg/0.5mL dose or 50 mcg/0.25mL dose,50-70,60-90,immunization,Body Weight,0.000421885299934
COVID-19  mRNA  LNP-S  PF  100 mcg/0.5mL dose or 50 mcg/0.25mL dose,50-70,90-180,immunization,Body Weight,0.0013447593935398
COVID-19  mRNA  LNP-S  PF  100 mcg/0.5mL dose or 50 mcg/0.25mL dose,50-70,180-365,immunization,Body Weight,0.0046407382992748
COVID-19  mRNA  LNP-S  PF  100 mcg/0.5mL dose or 50 mcg/0.25mL dose,50-70,365-730,immunization,Body Weight,0.0071984179301252
COVID-19  mRNA  LNP-S  PF  100 mcg/0.5mL dose or 50 mcg/0.25mL dose,50-70,730-inf,immunization,Body Weight,0.0082531311799604
COVID-19  mRNA  LNP-S  PF  100 mcg/0.5mL dose or 50 mcg/0.25mL dose,60-80,0-7,immunization,Diastolic Blood Pressure,0.0006328279499011
COVID-19  mRNA  LNP-S  PF  100 mcg/0.5mL dose or 50 mcg/0.25mL dose,60-80,7-14,immunization,Diastolic Blood Pressure,0.0002900461437046
COVID-19  mRNA  LNP-S  PF  100 mcg/0.5mL dose or 50 mcg/0.25mL dose,60-80,14-30,immunization,Diastolic Blood Pressure,0.0007119314436387
COVID-19  mRNA  LNP-S  PF  100 mcg/0.5mL dose or 50 mcg/0.25mL dose,60-80,30-60,immunization,Diastolic Blood Pressure,0.0013711272247857
COVID-19  mRNA  LNP-S  PF  100 mcg/0.5mL dose or 50 mcg/0.25mL dose,60-80,60-90,immunization,Diastolic Blood Pressure,0.0013447593935398
COVID-19  mRNA  LNP-S  PF  100 mcg/0.5mL dose or 50 mcg/0.25mL dose,60-80,90-180,immunization,Diastolic Blood Pressure,0.0056163480553724
COVID-19  mRNA  LNP-S  PF  100 mcg/0.5mL dose or 50 mcg/0.25mL dose,60-80,180-365,immunization,Diastolic Blood Pressure,0.0111272247857613
COVID-19  mRNA  LNP-S  PF  100 mcg/0.5mL dose or 50 mcg/0.25mL dose,60-80,365-730,immunization,Diastolic Blood Pressure,0.0206196440342781
COVID-19  mRNA  LNP-S  PF  100 mcg/0.5mL dose or 50 mcg/0.25mL dose,60-80,730-inf,immunization,Diastolic Blood Pressure,0.0264205669083717
COVID-19  mRNA  LNP-S  PF  100 mcg/0.5mL dose or 50 mcg/0.25mL dose,70-90,0-7,immunization,Body Weight,0.0006855636123928
COVID-19  mRNA  LNP-S  PF  100 mcg/0.5mL dose or 50 mcg/0.25mL dose,70-90,7-14,immunization,Body Weight,0.0004746209624258
COVID-19  mRNA  LNP-S  PF  100 mcg/0.5mL dose or 50 mcg/0.25mL dose,70-90,14-30,immunization,Body Weight,0.0007646671061305
COVID-19  mRNA  LNP-S  PF  100 mcg/0.5mL dose or 50 mcg/0.25mL dose,70-90,30-60,immunization,Body Weight,0.0016611733684904
COVID-19  mRNA  LNP-S  PF  100 mcg/0.5mL dose or 50 mcg/0.25mL dose,70-90,60-90,immunization,Body Weight,0.0022676334871456
COVID-19  mRNA  LNP-S  PF  100 mcg/0.5mL dose or 50 mcg/0.25mL dose,70-90,90-180,immunization,Body Weight,0.0064601186552406
COVID-19  mRNA  LNP-S  PF  100 mcg/0.5mL dose or 50 mcg/0.25mL dose,70-90,180-365,immunization,Body Weight,0.0118127883981542
COVID-19  mRNA  LNP-S  PF  100 mcg/0.5mL dose or 50 mcg/0.25mL dose,70-90,365-730,immunization,Body Weight,0.0252867501647989
COVID-19  mRNA  LNP-S  PF  100 mcg/0.5mL dose or 50 mcg/0.25mL dose,70-90,730-inf,immunization,Body Weight,0.0357547791694133
COVID-19  mRNA  LNP-S  PF  100 mcg/0.5mL dose or 50 mcg/0.25mL dose,70-99,7-14,immunization,Glucose,2.6367831245880027e-05
COVID-19  mRNA  LNP-S  PF  100 mcg/0.5mL dose or 50 mcg/0.25mL dose,70-99,30-60,immunization,Glucose,2.6367831245880027e-05
COVID-19  mRNA  LNP-S  PF  100 mcg/0.5mL dose or 50 mcg/0.25mL dose,70-99,730-inf,immunization,Glucose,5.2735662491760055e-05
COVID-19  mRNA  LNP-S  PF  100 mcg/0.5mL dose or 50 mcg/0.25mL dose,8-10,7-14,immunization,Calcium,2.6367831245880027e-05
COVID-19  mRNA  LNP-S  PF  100 mcg/0.5mL dose or 50 mcg/0.25mL dose,8-10,30-60,immunization,Calcium,2.6367831245880027e-05
COVID-19  mRNA  LNP-S  PF  100 mcg/0.5mL dose or 50 mcg/0.25mL dose,8-10,730-inf,immunization,Calcium,5.2735662491760055e-05
COVID-19  mRNA  LNP-S  PF  100 mcg/0.5mL dose or 50 mcg/0.25mL dose,80-90,0-7,immunization,Diastolic Blood Pressure,0.0003427818061964
COVID-19  mRNA  LNP-S  PF  100 mcg/0.5mL dose or 50 mcg/0.25mL dose,80-90,7-14,immunization,Diastolic Blood Pressure,0.0003955174686882
COVID-19  mRNA  LNP-S  PF  100 mcg/0.5mL dose or 50 mcg/0.25mL dose,80-90,14-30,immunization,Diastolic Blood Pressure,0.0002373104812129
COVID-19  mRNA  LNP-S  PF  100 mcg/0.5mL dose or 50 mcg/0.25mL dose,80-90,30-60,immunization,Diastolic Blood Pressure,0.0008437705998681
COVID-19  mRNA  LNP-S  PF  100 mcg/0.5mL dose or 50 mcg/0.25mL dose,80-90,60-90,immunization,Diastolic Blood Pressure,0.0010547132498352
COVID-19  mRNA  LNP-S  PF  100 mcg/0.5mL dose or 50 mcg/0.25mL dose,80-90,90-180,immunization,Diastolic Blood Pressure,0.0025049439683586
COVID-19  mRNA  LNP-S  PF  100 mcg/0.5mL dose or 50 mcg/0.25mL dose,80-90,180-365,immunization,Diastolic Blood Pressure,0.006354647330257
COVID-19  mRNA  LNP-S  PF  100 mcg/0.5mL dose or 50 mcg/0.25mL dose,80-90,365-730,immunization,Diastolic Blood Pressure,0.010969017798286
COVID-19  mRNA  LNP-S  PF  100 mcg/0.5mL dose or 50 mcg/0.25mL dose,80-90,730-inf,immunization,Diastolic Blood Pressure,0.0152933421226104
COVID-19  mRNA  LNP-S  PF  100 mcg/0.5mL dose or 50 mcg/0.25mL dose,90-120,0-7,immunization,Systolic Blood Pressure,0.0005800922874093
COVID-19  mRNA  LNP-S  PF  100 mcg/0.5mL dose or 50 mcg/0.25mL dose,90-120,7-14,immunization,Systolic Blood Pressure,0.0003427818061964
COVID-19  mRNA  LNP-S  PF  100 mcg/0.5mL dose or 50 mcg/0.25mL dose,90-120,14-30,immunization,Systolic Blood Pressure,0.0006064601186552
COVID-19  mRNA  LNP-S  PF  100 mcg/0.5mL dose or 50 mcg/0.25mL dose,90-120,30-60,immunization,Systolic Blood Pressure,0.0013711272247857
COVID-19  mRNA  LNP-S  PF  100 mcg/0.5mL dose or 50 mcg/0.25mL dose,90-120,60-90,immunization,Systolic Blood Pressure,0.001318391562294
COVID-19  mRNA  LNP-S  PF  100 mcg/0.5mL dose or 50 mcg/0.25mL dose,90-120,90-180,immunization,Systolic Blood Pressure,0.0053790375741595
COVID-19  mRNA  LNP-S  PF  100 mcg/0.5mL dose or 50 mcg/0.25mL dose,90-120,180-365,immunization,Systolic Blood Pressure,0.012076466710613
COVID-19  mRNA  LNP-S  PF  100 mcg/0.5mL dose or 50 mcg/0.25mL dose,90-120,365-730,immunization,Systolic Blood Pressure,0.0222017139090309
COVID-19  mRNA  LNP-S  PF  100 mcg/0.5mL dose or 50 mcg/0.25mL dose,90-120,730-inf,immunization,Systolic Blood Pressure,0.029874752801582
COVID-19  mRNA  LNP-S  PF  100 mcg/0.5mL dose or 50 mcg/0.25mL dose,90-inf,0-7,immunization,Body Weight,0.0001054713249835
COVID-19  mRNA  LNP-S  PF  100 mcg/0.5mL dose or 50 mcg/0.25mL dose,90-inf,0-7,immunization,Diastolic Blood Pressure,0.0001582069874752
COVID-19  mRNA  LNP-S  PF  100 mcg/0.5mL dose or 50 mcg/0.25mL dose,90-inf,7-14,immunization,Body Weight,0.0002636783124588
COVID-19  mRNA  LNP-S  PF  100 mcg/0.5mL dose or 50 mcg/0.25mL dose,90-inf,7-14,immunization,Diastolic Blood Pressure,0.0001582069874752
COVID-19  mRNA  LNP-S  PF  100 mcg/0.5mL dose or 50 mcg/0.25mL dose,90-inf,14-30,immunization,Body Weight,0.0002373104812129
COVID-19  mRNA  LNP-S  PF  100 mcg/0.5mL dose or 50 mcg/0.25mL dose,90-inf,14-30,immunization,Diastolic Blood Pressure,0.0002373104812129
COVID-19  mRNA  LNP-S  PF  100 mcg/0.5mL dose or 50 mcg/0.25mL dose,90-inf,30-60,immunization,Body Weight,0.0006855636123928
COVID-19  mRNA  LNP-S  PF  100 mcg/0.5mL dose or 50 mcg/0.25mL dose,90-inf,30-60,immunization,Diastolic Blood Pressure,0.0005009887936717
COVID-19  mRNA  LNP-S  PF  100 mcg/0.5mL dose or 50 mcg/0.25mL dose,90-inf,60-90,immunization,Body Weight,0.0006328279499011
COVID-19  mRNA  LNP-S  PF  100 mcg/0.5mL dose or 50 mcg/0.25mL dose,90-inf,60-90,immunization,Diastolic Blood Pressure,0.0004746209624258
COVID-19  mRNA  LNP-S  PF  100 mcg/0.5mL dose or 50 mcg/0.25mL dose,90-inf,90-180,immunization,Body Weight,0.0015029663810151
COVID-19  mRNA  LNP-S  PF  100 mcg/0.5mL dose or 50 mcg/0.25mL dose,90-inf,90-180,immunization,Diastolic Blood Pressure,0.0018457481872116
COVID-19  mRNA  LNP-S  PF  100 mcg/0.5mL dose or 50 mcg/0.25mL dose,90-inf,180-365,immunization,Body Weight,0.0038497033618984
COVID-19  mRNA  LNP-S  PF  100 mcg/0.5mL dose or 50 mcg/0.25mL dose,90-inf,180-365,immunization,Diastolic Blood Pressure,0.0027422544495715
COVID-19  mRNA  LNP-S  PF  100 mcg/0.5mL dose or 50 mcg/0.25mL dose,90-inf,365-730,immunization,Body Weight,0.0066446934739617
COVID-19  mRNA  LNP-S  PF  100 mcg/0.5mL dose or 50 mcg/0.25mL dose,90-inf,365-730,immunization,Diastolic Blood Pressure,0.0066446934739617
COVID-19  mRNA  LNP-S  PF  100 mcg/0.5mL dose or 50 mcg/0.25mL dose,90-inf,730-inf,immunization,Body Weight,0.0085959129861568
COVID-19  mRNA  LNP-S  PF  100 mcg/0.5mL dose or 50 mcg/0.25mL dose,90-inf,730-inf,immunization,Diastolic Blood Pressure,0.0087277521423862
COVID-19  mRNA  LNP-S  PF  100 mcg/0.5mL dose or 50 mcg/0.25mL dose,98-107,7-14,immunization,Chloride,2.6367831245880027e-05
COVID-19  mRNA  LNP-S  PF  100 mcg/0.5mL dose or 50 mcg/0.25mL dose,98-107,30-60,immunization,Chloride,2.6367831245880027e-05
COVID-19  mRNA  LNP-S  PF  100 mcg/0.5mL dose or 50 mcg/0.25mL dose,98-107,730-inf,immunization,Chloride,5.2735662491760055e-05
COVID-19  mRNA  LNP-S  PF  100 mcg/0.5mL dose or 50 mcg/0.25mL dose,Abnormal findings diagnostic imaging heart+coronary circulat (finding),60-90,immunization,condition,2.6367831245880027e-05
COVID-19  mRNA  LNP-S  PF  100 mcg/0.5mL dose or 50 mcg/0.25mL dose,Abnormal findings diagnostic imaging heart+coronary circulat (finding),90-180,immunization,condition,5.2735662491760055e-05
COVID-19  mRNA  LNP-S  PF  100 mcg/0.5mL dose or 50 mcg/0.25mL dose,Abnormal findings diagnostic imaging heart+coronary circulat (finding),180-365,immunization,condition,7.910349373764008e-05
COVID-19  mRNA  LNP-S  PF  100 mcg/0.5mL dose or 50 mcg/0.25mL dose,Abnormal findings diagnostic imaging heart+coronary circulat (finding),365-730,immunization,condition,0.0001582069874752
COVID-19  mRNA  LNP-S  PF  100 mcg/0.5mL dose or 50 mcg/0.25mL dose,Abnormal findings diagnostic imaging heart+coronary circulat (finding),730-inf,immunization,condition,0.0003164139749505
COVID-19  mRNA  LNP-S  PF  100 mcg/0.5mL dose or 50 mcg/0.25mL dose,Acute allergic reaction,180-365,immunization,condition,5.2735662491760055e-05
COVID-19  mRNA  LNP-S  PF  100 mcg/0.5mL dose or 50 mcg/0.25mL dose,Acute allergic reaction,365-730,immunization,condition,5.2735662491760055e-05
COVID-19  mRNA  LNP-S  PF  100 mcg/0.5mL dose or 50 mcg/0.25mL dose,Acute bacterial sinusitis (disorder),365-730,immunization,condition,0.0002373104812129
COVID-19  mRNA  LNP-S  PF  100 mcg/0.5mL dose or 50 mcg/0.25mL dose,Acute bacterial sinusitis (disorder),730-inf,immunization,condition,0.0003427818061964
COVID-19  mRNA  LNP-S  PF  100 mcg/0.5mL dose or 50 mcg/0.25mL dose,Acute bronchitis (disorder),7-14,immunization,condition,5.2735662491760055e-05
COVID-19  mRNA  LNP-S  PF  100 mcg/0.5mL dose or 50 mcg/0.25mL dose,Acute bronchitis (disorder),14-30,immunization,condition,2.6367831245880027e-05
COVID-19  mRNA  LNP-S  PF  100 mcg/0.5mL dose or 50 mcg/0.25mL dose,Acute bronchitis (disorder),30-60,immunization,condition,0.0001845748187211
COVID-19  mRNA  LNP-S  PF  100 mcg/0.5mL dose or 50 mcg/0.25mL dose,Acute bronchitis (disorder),60-90,immunization,condition,0.0001845748187211
COVID-19  mRNA  LNP-S  PF  100 mcg/0.5mL dose or 50 mcg/0.25mL dose,Acute bronchitis (disorder),90-180,immunization,condition,0.0004482531311799
COVID-19  mRNA  LNP-S  PF  100 mcg/0.5mL dose or 50 mcg/0.25mL dose,Acute bronchitis (disorder),180-365,immunization,condition,0.0009756097560975
COVID-19  mRNA  LNP-S  PF  100 mcg/0.5mL dose or 50 mcg/0.25mL dose,Acute bronchitis (disorder),365-730,immunization,condition,0.001740276862228
