cause,effect,lag_bin,cause_type,effect_type,conditional_probability
0-8,60-80,180-365,Calcium,Diastolic Blood Pressure,0.0045532157085941
0-8,60-80,365-730,Calcium,Diastolic Blood Pressure,0.0071143995446784
0-8,60-80,730-inf,Calcium,Diastolic Blood Pressure,0.0224815025611838
0-8,70-90,7-14,Calcium,Body Weight,0.0019920318725099
0-8,70-90,14-30,Calcium,Body Weight,0.0008537279453614
0-8,70-90,30-60,Calcium,Body Weight,0.002276607854297
0-8,70-90,60-90,Calcium,Body Weight,0.0025611838360842
0-8,70-90,90-180,Calcium,Body Weight,0.0017074558907228
0-8,70-90,180-365,Calcium,Body Weight,0.0085372794536141
0-8,70-90,365-730,Calcium,Body Weight,0.0136596471257825
0-8,70-90,730-inf,Calcium,Body Weight,0.0424018212862834
0-8,70-99,0-7,Calcium,Glucose,0.0076835515082527
0-8,70-99,7-14,Calcium,Glucose,0.002276607854297
0-8,70-99,14-30,Calcium,Glucose,0.0071143995446784
0-8,70-99,30-60,Calcium,Glucose,0.0099601593625498
0-8,70-99,60-90,Calcium,Glucose,0.0034149117814456
0-8,70-99,90-180,Calcium,Glucose,0.0017074558907228
0-8,70-99,730-inf,Calcium,Glucose,0.0082527034718269
0-8,8-10,0-7,Calcium,Calcium,0.0048377916903813
0-8,8-10,7-14,Calcium,Calcium,0.0025611838360842
0-8,8-10,14-30,Calcium,Calcium,0.0079681274900398
0-8,8-10,30-60,Calcium,Calcium,0.0122367672168468
0-8,8-10,60-90,Calcium,Calcium,0.0036994877632327
0-8,8-10,90-180,Calcium,Calcium,0.0019920318725099
0-8,8-10,730-inf,Calcium,Calcium,0.0082527034718269
0-8,80-90,7-14,Calcium,Diastolic Blood Pressure,0.0017074558907228
0-8,80-90,30-60,Calcium,Diastolic Blood Pressure,0.0002845759817871
0-8,80-90,60-90,Calcium,Diastolic Blood Pressure,0.0014228799089356
0-8,80-90,90-180,Calcium,Diastolic Blood Pressure,0.0005691519635742
0-8,80-90,180-365,Calcium,Diastolic Blood Pressure,0.0036994877632327
0-8,80-90,365-730,Calcium,Diastolic Blood Pressure,0.0028457598178713
0-8,80-90,730-inf,Calcium,Diastolic Blood Pressure,0.012521343198634
0-8,90-120,7-14,Calcium,Systolic Blood Pressure,0.0025611838360842
0-8,90-120,14-30,Calcium,Systolic Blood Pressure,0.0002845759817871
0-8,90-120,30-60,Calcium,Systolic Blood Pressure,0.0008537279453614
0-8,90-120,60-90,Calcium,Systolic Blood Pressure,0.002276607854297
0-8,90-120,90-180,Calcium,Systolic Blood Pressure,0.0019920318725099
0-8,90-120,180-365,Calcium,Systolic Blood Pressure,0.0054069436539556
0-8,90-120,365-730,Calcium,Systolic Blood Pressure,0.0082527034718269
0-8,90-120,730-inf,Calcium,Systolic Blood Pressure,0.0276038702333523
0-8,90-inf,7-14,Calcium,Body Weight,0.0008537279453614
0-8,90-inf,14-30,Calcium,Diastolic Blood Pressure,0.0005691519635742
0-8,90-inf,30-60,Calcium,Body Weight,0.0002845759817871
0-8,90-inf,30-60,Calcium,Diastolic Blood Pressure,0.0011383039271485
0-8,90-inf,60-90,Calcium,Body Weight,0.0002845759817871
0-8,90-inf,60-90,Calcium,Diastolic Blood Pressure,0.0002845759817871
0-8,90-inf,90-180,Calcium,Body Weight,0.0019920318725099
0-8,90-inf,90-180,Calcium,Diastolic Blood Pressure,0.0002845759817871
0-8,90-inf,180-365,Calcium,Body Weight,0.0008537279453614
0-8,90-inf,180-365,Calcium,Diastolic Blood Pressure,0.0011383039271485
0-8,90-inf,365-730,Calcium,Body Weight,0.0019920318725099
0-8,90-inf,365-730,Calcium,Diastolic Blood Pressure,0.0048377916903813
0-8,90-inf,730-inf,Calcium,Body Weight,0.006260671599317
0-8,90-inf,730-inf,Calcium,Diastolic Blood Pressure,0.0088218554354012
0-8,98-107,0-7,Calcium,Chloride,0.0039840637450199
0-8,98-107,7-14,Calcium,Chloride,0.0011383039271485
0-8,98-107,14-30,Calcium,Chloride,0.0056915196357427
0-8,98-107,30-60,Calcium,Chloride,0.0059760956175298
0-8,98-107,60-90,Calcium,Chloride,0.0019920318725099
0-8,98-107,730-inf,Calcium,Chloride,0.0056915196357427
0-8,99-125,0-7,Calcium,Glucose,0.0014228799089356
0-8,99-125,7-14,Calcium,Glucose,0.0002845759817871
0-8,Abnormal findings diagnostic imaging heart+coronary circulat (finding),180-365,Calcium,condition,0.0005691519635742
0-8,Abnormal findings diagnostic imaging heart+coronary circulat (finding),730-inf,Calcium,condition,0.0002845759817871
0-8,Acute ST segment elevation myocardial infarction (disorder),180-365,Calcium,condition,0.0002845759817871
0-8,Acute bronchitis (disorder),180-365,Calcium,condition,0.0005691519635742
0-8,Acute bronchitis (disorder),365-730,Calcium,condition,0.0005691519635742
0-8,Acute bronchitis (disorder),730-inf,Calcium,condition,0.0005691519635742
0-8,Acute infective cystitis (disorder),730-inf,Calcium,condition,0.0002845759817871
0-8,Acute pulmonary embolism (disorder),730-inf,Calcium,condition,0.0002845759817871
0-8,Acute respiratory distress syndrome (disorder),730-inf,Calcium,condition,0.0002845759817871
0-8,Acute respiratory failure (disorder),730-inf,Calcium,condition,0.0002845759817871
0-8,Acute viral pharyngitis (disorder),0-7,Calcium,condition,0.0002845759817871
0-8,Acute viral pharyngitis (disorder),730-inf,Calcium,condition,0.0008537279453614
0-8,Alveolitis of jaw (disorder),30-60,Calcium,condition,0.0002845759817871
0-8,Awaiting transplantation of kidney (situation),0-7,Calcium,condition,0.0002845759817871
0-8,Bleeding from anus,365-730,Calcium,condition,0.0002845759817871
0-8,Burn injury (morphologic abnormality),180-365,Calcium,condition,0.0002845759817871
0-8,COVID-19,365-730,Calcium,condition,0.0002845759817871
0-8,COVID-19,730-inf,Calcium,condition,0.0005691519635742
0-8,COVID-19  mRNA  LNP-S  PF  100 mcg/0.5mL dose or 50 mcg/0.25mL dose,365-730,Calcium,immunization,0.0005691519635742
0-8,COVID-19  mRNA  LNP-S  PF  100 mcg/0.5mL dose or 50 mcg/0.25mL dose,730-inf,Calcium,immunization,0.0028457598178713
0-8,COVID-19  mRNA  LNP-S  PF  30 mcg/0.3 mL dose,90-180,Calcium,immunization,0.0005691519635742
0-8,COVID-19  mRNA  LNP-S  PF  30 mcg/0.3 mL dose,365-730,Calcium,immunization,0.0005691519635742
0-8,COVID-19  mRNA  LNP-S  PF  30 mcg/0.3 mL dose,730-inf,Calcium,immunization,0.0005691519635742
0-8,Chronic congestive heart failure (disorder),365-730,Calcium,condition,0.0002845759817871
0-8,Chronic congestive heart failure (disorder),730-inf,Calcium,condition,0.0002845759817871
0-8,Chronic kidney disease stage 1 (disorder),180-365,Calcium,condition,0.0011383039271485
0-8,Chronic kidney disease stage 1 (disorder),730-inf,Calcium,condition,0.0019920318725099
0-8,Chronic kidney disease stage 2 (disorder),730-inf,Calcium,condition,0.0002845759817871
0-8,Chronic kidney disease stage 4 (disorder),14-30,Calcium,condition,0.0002845759817871
0-8,Chronic kidney disease stage 4 (disorder),180-365,Calcium,condition,0.0005691519635742
0-8,Chronic pain (finding),90-180,Calcium,condition,0.0002845759817871
0-8,Complete miscarriage (disorder),90-180,Calcium,condition,0.0002845759817871
0-8,Complete miscarriage (disorder),180-365,Calcium,condition,0.0002845759817871
0-8,Concussion injury of brain (disorder),30-60,Calcium,condition,0.0002845759817871
0-8,Concussion injury of brain (disorder),60-90,Calcium,condition,0.0008537279453614
0-8,Concussion injury of brain (disorder),730-inf,Calcium,condition,0.0002845759817871
0-8,Concussion with no loss of consciousness,30-60,Calcium,condition,0.0002845759817871
0-8,Concussion with no loss of consciousness,60-90,Calcium,condition,0.0008537279453614
0-8,Concussion with no loss of consciousness,730-inf,Calcium,condition,0.0002845759817871
0-8,Cough (finding),730-inf,Calcium,condition,0.0005691519635742
0-8,Dental filling lost (finding),365-730,Calcium,condition,0.0002845759817871
0-8,Dental filling lost (finding),730-inf,Calcium,condition,0.0005691519635742
0-8,Drug overdose,365-730,Calcium,condition,0.0002845759817871
0-8,Drug overdose,730-inf,Calcium,condition,0.0002845759817871
0-8,Dyspnea (finding),365-730,Calcium,condition,0.0002845759817871
0-8,End-stage renal disease (disorder),180-365,Calcium,condition,0.0002845759817871
0-8,End-stage renal disease (disorder),730-inf,Calcium,condition,0.0002845759817871
0-8,Epidermal burn of skin (disorder),180-365,Calcium,condition,0.0002845759817871
0-8,Fatigue (finding),365-730,Calcium,condition,0.0002845759817871
0-8,Fatigue (finding),730-inf,Calcium,condition,0.0002845759817871
0-8,Fever (finding),365-730,Calcium,condition,0.0002845759817871
0-8,Fever (finding),730-inf,Calcium,condition,0.0005691519635742
0-8,Fractured dental filling (finding),180-365,Calcium,condition,0.0002845759817871
0-8,Fractured dental filling (finding),730-inf,Calcium,condition,0.0008537279453614
0-8,Full-time employment (finding),7-14,Calcium,condition,0.0002845759817871
0-8,Full-time employment (finding),14-30,Calcium,condition,0.0005691519635742
0-8,Full-time employment (finding),60-90,Calcium,condition,0.0002845759817871
0-8,Full-time employment (finding),90-180,Calcium,condition,0.0008537279453614
0-8,Full-time employment (finding),180-365,Calcium,condition,0.0011383039271485
0-8,Full-time employment (finding),365-730,Calcium,condition,0.0034149117814456
0-8,Full-time employment (finding),730-inf,Calcium,condition,0.0096755833807626
0-8,Gingival disease (disorder),14-30,Calcium,condition,0.0002845759817871
0-8,Gingival disease (disorder),60-90,Calcium,condition,0.0002845759817871
0-8,Gingival disease (disorder),180-365,Calcium,condition,0.0017074558907228
0-8,Gingival disease (disorder),365-730,Calcium,condition,0.0002845759817871
0-8,Gingival disease (disorder),730-inf,Calcium,condition,0.0028457598178713
0-8,Gingivitis (disorder),7-14,Calcium,condition,0.0008537279453614
0-8,Gingivitis (disorder),14-30,Calcium,condition,0.0002845759817871
0-8,Gingivitis (disorder),30-60,Calcium,condition,0.0002845759817871
0-8,Gingivitis (disorder),60-90,Calcium,condition,0.0017074558907228
0-8,Gingivitis (disorder),90-180,Calcium,condition,0.0002845759817871
0-8,Gingivitis (disorder),180-365,Calcium,condition,0.0034149117814456
0-8,Gingivitis (disorder),365-730,Calcium,condition,0.0036994877632327
0-8,Gingivitis (disorder),730-inf,Calcium,condition,0.010529311326124
0-8,Has a criminal record (finding),730-inf,Calcium,condition,0.0002845759817871
0-8,Headache (finding),365-730,Calcium,condition,0.0002845759817871
0-8,Hib (PRP-OMP),180-365,Calcium,immunization,0.0002845759817871
0-8,History of coronary artery bypass grafting (situation),7-14,Calcium,condition,0.0002845759817871
0-8,History of coronary artery bypass grafting (situation),180-365,Calcium,condition,0.0005691519635742
0-8,History of myocardial infarction (situation),180-365,Calcium,condition,0.0002845759817871
0-8,History of renal transplant (situation),730-inf,Calcium,condition,0.0011383039271485
0-8,Hypoxemia (disorder),730-inf,Calcium,condition,0.0002845759817871
0-8,Infection of tooth (disorder),14-30,Calcium,condition,0.0002845759817871
0-8,Infection of tooth (disorder),30-60,Calcium,condition,0.0002845759817871
0-8,Infection of tooth (disorder),730-inf,Calcium,condition,0.0008537279453614
0-8,Influenza  seasonal  injectable  preservative free,14-30,Calcium,immunization,0.0002845759817871
0-8,Influenza  seasonal  injectable  preservative free,30-60,Calcium,immunization,0.0002845759817871
0-8,Influenza  seasonal  injectable  preservative free,60-90,Calcium,immunization,0.0005691519635742
0-8,Influenza  seasonal  injectable  preservative free,90-180,Calcium,immunization,0.0017074558907228
0-8,Influenza  seasonal  injectable  preservative free,180-365,Calcium,immunization,0.0065452475811041
0-8,Influenza  seasonal  injectable  preservative free,365-730,Calcium,immunization,0.0076835515082527
0-8,Influenza  seasonal  injectable  preservative free,730-inf,Calcium,immunization,0.0182128628343767
0-8,Injury of anterior cruciate ligament,365-730,Calcium,condition,0.0002845759817871
0-8,Injury of kidney (disorder),730-inf,Calcium,condition,0.0002845759817871
0-8,Injury of knee (disorder),365-730,Calcium,condition,0.0005691519635742
0-8,Ischemic heart disease (disorder),180-365,Calcium,condition,0.0002845759817871
0-8,Ischemic heart disease (disorder),365-730,Calcium,condition,0.0002845759817871
0-8,Ischemic heart disease (disorder),730-inf,Calcium,condition,0.0002845759817871
0-8,Kidney transplant failure and rejection (disorder),730-inf,Calcium,condition,0.0002845759817871
0-8,Limited social contact (finding),7-14,Calcium,condition,0.0002845759817871
0-8,Limited social contact (finding),90-180,Calcium,condition,0.0002845759817871
0-8,Limited social contact (finding),180-365,Calcium,condition,0.0008537279453614
0-8,Limited social contact (finding),365-730,Calcium,condition,0.0005691519635742
0-8,Limited social contact (finding),730-inf,Calcium,condition,0.0014228799089356
0-8,Loose dental filling (finding),730-inf,Calcium,condition,0.0002845759817871
0-8,Loss of taste (finding),365-730,Calcium,condition,0.0002845759817871
0-8,Loss of teeth (disorder),730-inf,Calcium,condition,0.0005691519635742
0-8,Medication review due (situation),7-14,Calcium,condition,0.0005691519635742
0-8,Medication review due (situation),14-30,Calcium,condition,0.0005691519635742
0-8,Medication review due (situation),30-60,Calcium,condition,0.0005691519635742
0-8,Medication review due (situation),60-90,Calcium,condition,0.0034149117814456
0-8,Medication review due (situation),90-180,Calcium,condition,0.0036994877632327
0-8,Medication review due (situation),180-365,Calcium,condition,0.0039840637450199
0-8,Medication review due (situation),365-730,Calcium,condition,0.0085372794536141
0-8,Medication review due (situation),730-inf,Calcium,condition,0.0199203187250996
0-8,Metabolic syndrome X (disorder),180-365,Calcium,condition,0.0002845759817871
0-8,Metabolic syndrome X (disorder),365-730,Calcium,condition,0.0002845759817871
0-8,Miscarriage in first trimester,90-180,Calcium,condition,0.0002845759817871
0-8,Miscarriage in first trimester,180-365,Calcium,condition,0.0002845759817871
0-8,Misuses drugs (finding),730-inf,Calcium,condition,0.0002845759817871
0-8,Myocardial infarction (disorder),180-365,Calcium,condition,0.0002845759817871
0-8,Normal pregnancy,90-180,Calcium,condition,0.0002845759817871
0-8,Normal pregnancy,180-365,Calcium,condition,0.0002845759817871
0-8,Not in labor force (finding),30-60,Calcium,condition,0.0005691519635742
0-8,Not in labor force (finding),60-90,Calcium,condition,0.0002845759817871
0-8,Not in labor force (finding),180-365,Calcium,condition,0.0019920318725099
0-8,Not in labor force (finding),365-730,Calcium,condition,0.002276607854297
0-8,Not in labor force (finding),730-inf,Calcium,condition,0.0034149117814456
0-8,Obstructive sleep apnea syndrome (disorder),730-inf,Calcium,condition,0.0002845759817871
0-8,Osteoporosis (disorder),365-730,Calcium,condition,0.0002845759817871
0-8,Part-time employment (finding),7-14,Calcium,condition,0.0002845759817871
0-8,Part-time employment (finding),90-180,Calcium,condition,0.0005691519635742
0-8,Part-time employment (finding),180-365,Calcium,condition,0.0011383039271485
0-8,Part-time employment (finding),365-730,Calcium,condition,0.0011383039271485
0-8,Part-time employment (finding),730-inf,Calcium,condition,0.0065452475811041
0-8,Pneumonia (disorder),730-inf,Calcium,condition,0.0002845759817871
0-8,Polyp of colon,730-inf,Calcium,condition,0.0002845759817871
0-8,Prediabetes,180-365,Calcium,condition,0.0002845759817871
0-8,Prediabetes,365-730,Calcium,condition,0.0002845759817871
0-8,Primary dental caries (disorder),14-30,Calcium,condition,0.0002845759817871
0-8,Primary dental caries (disorder),365-730,Calcium,condition,0.0002845759817871
0-8,Primary dental caries (disorder),730-inf,Calcium,condition,0.002276607854297
0-8,Protracted diarrhea,365-730,Calcium,condition,0.0002845759817871
0-8,Reports of violence in the environment (finding),60-90,Calcium,condition,0.0017074558907228
0-8,Reports of violence in the environment (finding),180-365,Calcium,condition,0.0005691519635742
0-8,Reports of violence in the environment (finding),730-inf,Calcium,condition,0.0014228799089356
0-8,Resorption of alveolar process due to dental trauma (disorder),730-inf,Calcium,condition,0.0002845759817871
0-8,Respiratory distress (finding),730-inf,Calcium,condition,0.0002845759817871
0-8,Secondary malignant neoplasm of colon,365-730,Calcium,condition,0.0002845759817871
0-8,Sepsis caused by virus (disorder),730-inf,Calcium,condition,0.0002845759817871
0-8,Severe anxiety (panic) (finding),180-365,Calcium,condition,0.0002845759817871
0-8,Severe anxiety (panic) (finding),730-inf,Calcium,condition,0.0002845759817871
0-8,Sinusitis (disorder),90-180,Calcium,condition,0.0017074558907228
0-8,Sleep disorder (disorder),730-inf,Calcium,condition,0.0002845759817871
0-8,Social isolation (finding),180-365,Calcium,condition,0.0002845759817871
0-8,Social isolation (finding),365-730,Calcium,condition,0.0025611838360842
0-8,Social isolation (finding),730-inf,Calcium,condition,0.004268639726807
0-8,Sore throat symptom (finding),730-inf,Calcium,condition,0.0002845759817871
0-8,Sprain (morphologic abnormality),730-inf,Calcium,condition,0.0002845759817871
0-8,Sprain of ankle,730-inf,Calcium,condition,0.0002845759817871
0-8,Sputum finding (finding),730-inf,Calcium,condition,0.0002845759817871
0-8,Streptococcal sore throat (disorder),0-7,Calcium,condition,0.0008537279453614
0-8,Streptococcal sore throat (disorder),730-inf,Calcium,condition,0.0002845759817871
0-8,Stress (finding),14-30,Calcium,condition,0.0008537279453614
0-8,Stress (finding),30-60,Calcium,condition,0.0011383039271485
0-8,Stress (finding),60-90,Calcium,condition,0.0014228799089356
0-8,Stress (finding),90-180,Calcium,condition,0.0014228799089356
0-8,Stress (finding),180-365,Calcium,condition,0.0034149117814456
0-8,Stress (finding),365-730,Calcium,condition,0.0036994877632327
0-8,Stress (finding),730-inf,Calcium,condition,0.0110984632896983
0-8,Suspected COVID-19,365-730,Calcium,condition,0.0002845759817871
0-8,Suspected COVID-19,730-inf,Calcium,condition,0.0005691519635742
0-8,Td (adult)  5 Lf tetanus toxoid  preservative free  adsorbed,180-365,Calcium,immunization,0.0008537279453614
0-8,Td (adult)  5 Lf tetanus toxoid  preservative free  adsorbed,730-inf,Calcium,immunization,0.0008537279453614
0-8,Tear of meniscus of knee,365-730,Calcium,condition,0.0002845759817871
0-8,Tongue tie (disorder),730-inf,Calcium,condition,0.0002845759817871
0-8,Transformed migraine (disorder),90-180,Calcium,condition,0.0002845759817871
0-8,Unemployed (finding),180-365,Calcium,condition,0.0002845759817871
0-8,Unemployed (finding),365-730,Calcium,condition,0.0005691519635742
0-8,Unemployed (finding),730-inf,Calcium,condition,0.002276607854297
0-8,Unhealthy alcohol drinking behavior (finding),730-inf,Calcium,condition,0.0005691519635742
0-8,Victim of intimate partner abuse (finding),7-14,Calcium,condition,0.0008537279453614
0-8,Victim of intimate partner abuse (finding),30-60,Calcium,condition,0.0002845759817871
0-8,Victim of intimate partner abuse (finding),60-90,Calcium,condition,0.0002845759817871
0-8,Victim of intimate partner abuse (finding),90-180,Calcium,condition,0.0002845759817871
0-8,Victim of intimate partner abuse (finding),365-730,Calcium,condition,0.0002845759817871
0-8,Victim of intimate partner abuse (finding),730-inf,Calcium,condition,0.0011383039271485
0-8,Viral sinusitis (disorder),180-365,Calcium,condition,0.0002845759817871
0-8,Viral sinusitis (disorder),365-730,Calcium,condition,0.0002845759817871
0-8,Viral sinusitis (disorder),730-inf,Calcium,condition,0.0028457598178713
0-8,Wheezing (finding),365-730,Calcium,condition,0.0002845759817871
0-8,zoster vaccine  live,180-365,Calcium,immunization,0.0002845759817871
8-10,0-1,0-7,Calcium,Creatinine,0.0090056715443712
8-10,0-1,7-14,Calcium,Creatinine,0.0027519779841761
8-10,0-1,14-30,Calcium,Creatinine,0.0048071410300512
8-10,0-1,30-60,Calcium,Creatinine,0.0080618842228749
8-10,0-1,60-90,Calcium,Creatinine,0.0035987404408457
8-10,0-1,90-180,Calcium,Creatinine,0.0009702486482672
8-10,0-1,730-inf,Calcium,Creatinine,0.003484074691505
8-10,0-100,730-inf,Calcium,Alkaline Phosphatase,8.820442256974764e-06
8-10,0-150,7-14,Calcium,Body Height,8.820442256974764e-06
8-10,0-150,14-30,Calcium,Body Height,8.820442256974764e-06
8-10,0-150,30-60,Calcium,Body Height,4.410221128487383e-05
8-10,0-150,60-90,Calcium,Body Height,2.646132677092429e-05
8-10,0-150,90-180,Calcium,Body Height,8.820442256974765e-05
8-10,0-150,180-365,Calcium,Body Height,0.0002910745944801
8-10,0-150,365-730,Calcium,Body Height,0.0002910745944801
8-10,0-150,730-inf,Calcium,Body Height,0.0005997900734742
8-10,0-35,0-7,Calcium,Carbon Dioxide,0.016750019845995
8-10,0-35,7-14,Calcium,Carbon Dioxide,0.0038016106127561
8-10,0-35,14-30,Calcium,Carbon Dioxide,0.0079119367045063
8-10,0-35,30-60,Calcium,Carbon Dioxide,0.0127190777345576
8-10,0-35,60-90,Calcium,Carbon Dioxide,0.004524886877828
8-10,0-35,90-180,Calcium,Carbon Dioxide,0.0011025552821218
