cause,effect,lag_bin,cause_type,effect_type,conditional_probability
37.5-inf,99-125,0-0,Body Temperature,Glucose,0.0
37.5-inf,125-inf,0-0,Body Temperature,Glucose,0.0
0-36.0,0-12.0,0-0,Body Temperature,Hemoglobin,0.0
0-36.0,12.0-16.0,0-0,Body Temperature,Hemoglobin,0.0
0-36.0,16.0-inf,0-0,Body Temperature,Hemoglobin,0.0
36.0-37.5,0-12.0,0-0,Body Temperature,Hemoglobin,0.0
36.0-37.5,12.0-16.0,0-0,Body Temperature,Hemoglobin,0.0
36.0-37.5,16.0-inf,0-0,Body Temperature,Hemoglobin,0.0
37.5-inf,0-12.0,0-0,Body Temperature,Hemoglobin,0.0
37.5-inf,12.0-16.0,0-0,Body Temperature,Hemoglobin,0.0
37.5-inf,16.0-inf,0-0,Body Temperature,Hemoglobin,0.0
0-36.0,0-60,0-0,Body Temperature,Heart Rate,0.0
0-36.0,60-100,0-0,Body Temperature,Heart Rate,0.0
0-36.0,100-inf,0-0,Body Temperature,Heart Rate,0.0
36.0-37.5,0-60,0-0,Body Temperature,Heart Rate,0.0
36.0-37.5,60-100,0-0,Body Temperature,Heart Rate,0.0
36.0-37.5,100-inf,0-0,Body Temperature,Heart Rate,0.0
37.5-inf,0-60,0-0,Body Temperature,Heart Rate,0.0
37.5-inf,60-100,0-0,Body Temperature,Heart Rate,0.0
37.5-inf,100-inf,0-0,Body Temperature,Heart Rate,0.0
0-36.0,0-90,0-0,Body Temperature,Oxygen Saturation,0.0
0-36.0,90-95,0-0,Body Temperature,Oxygen Saturation,0.0
0-36.0,95-inf,0-0,Body Temperature,Oxygen Saturation,0.0
36.0-37.5,0-90,0-0,Body Temperature,Oxygen Saturation,0.0
36.0-37.5,90-95,0-0,Body Temperature,Oxygen Saturation,0.0
36.0-37.5,95-inf,0-0,Body Temperature,Oxygen Saturation,0.0
37.5-inf,0-90,0-0,Body Temperature,Oxygen Saturation,0.0
37.5-inf,90-95,0-0,Body Temperature,Oxygen Saturation,0.0
37.5-inf,95-inf,0-0,Body Temperature,Oxygen Saturation,0.0
0-36.0,0-150,0-0,Body Temperature,Platelet Count,0.0
0-36.0,150-450,0-0,Body Temperature,Platelet Count,0.0
0-36.0,450-inf,0-0,Body Temperature,Platelet Count,0.0
36.0-37.5,0-150,0-0,Body Temperature,Platelet Count,0.0
36.0-37.5,150-450,0-0,Body Temperature,Platelet Count,0.0
36.0-37.5,450-inf,0-0,Body Temperature,Platelet Count,0.0
37.5-inf,0-150,0-0,Body Temperature,Platelet Count,0.0
37.5-inf,150-450,0-0,Body Temperature,Platelet Count,0.0
37.5-inf,450-inf,0-0,Body Temperature,Platelet Count,0.0
0-36.0,0-3.5,0-0,Body Temperature,Potassium,0.0
0-36.0,3.5-5.0,0-0,Body Temperature,Potassium,0.0
0-36.0,5.0-inf,0-0,Body Temperature,Potassium,0.0
36.0-37.5,0-3.5,0-0,Body Temperature,Potassium,0.0
36.0-37.5,3.5-5.0,0-0,Body Temperature,Potassium,0.0
36.0-37.5,5.0-inf,0-0,Body Temperature,Potassium,0.0
37.5-inf,0-3.5,0-0,Body Temperature,Potassium,0.0
37.5-inf,3.5-5.0,0-0,Body Temperature,Potassium,0.0
37.5-inf,5.0-inf,0-0,Body Temperature,Potassium,0.0
0-36.0,0-12,0-0,Body Temperature,Respiratory Rate,0.0
0-36.0,12-20,0-0,Body Temperature,Respiratory Rate,0.0
0-36.0,20-inf,0-0,Body Temperature,Respiratory Rate,0.0
36.0-37.5,0-12,0-0,Body Temperature,Respiratory Rate,0.0
36.0-37.5,12-20,0-0,Body Temperature,Respiratory Rate,0.0
36.0-37.5,20-inf,0-0,Body Temperature,Respiratory Rate,0.0
37.5-inf,0-12,0-0,Body Temperature,Respiratory Rate,0.0
37.5-inf,12-20,0-0,Body Temperature,Respiratory Rate,0.0
37.5-inf,20-inf,0-0,Body Temperature,Respiratory Rate,0.0
0-36.0,0-135,0-0,Body Temperature,Sodium,0.0
0-36.0,135-145,0-0,Body Temperature,Sodium,0.0
0-36.0,145-inf,0-0,Body Temperature,Sodium,0.0
36.0-37.5,0-135,0-0,Body Temperature,Sodium,0.0
36.0-37.5,135-145,0-0,Body Temperature,Sodium,0.0
36.0-37.5,145-inf,0-0,Body Temperature,Sodium,0.0
37.5-inf,0-135,0-0,Body Temperature,Sodium,0.0
37.5-inf,135-145,0-0,Body Temperature,Sodium,0.0
37.5-inf,145-inf,0-0,Body Temperature,Sodium,0.0
0-36.0,0-90,0-0,Body Temperature,Systolic Blood Pressure,0.0
0-36.0,90-120,0-0,Body Temperature,Systolic Blood Pressure,0.0
0-36.0,120-140,0-0,Body Temperature,Systolic Blood Pressure,0.0
0-36.0,140-inf,0-0,Body Temperature,Systolic Blood Pressure,0.0
36.0-37.5,0-90,0-0,Body Temperature,Systolic Blood Pressure,0.0
36.0-37.5,90-120,0-0,Body Temperature,Systolic Blood Pressure,0.0
36.0-37.5,120-140,0-0,Body Temperature,Systolic Blood Pressure,0.0
36.0-37.5,140-inf,0-0,Body Temperature,Systolic Blood Pressure,0.0
37.5-inf,0-90,0-0,Body Temperature,Systolic Blood Pressure,0.0
37.5-inf,90-120,0-0,Body Temperature,Systolic Blood Pressure,0.0
37.5-inf,120-140,0-0,Body Temperature,Systolic Blood Pressure,0.0
37.5-inf,140-inf,0-0,Body Temperature,Systolic Blood Pressure,0.0
