cause,effect,lag_bin,cause_type,effect_type,conditional_probability
120-180,COVID-19  mRNA  LNP-S  PF  30 mcg/0.3 mL dose,365-730,ALT (Elevated),immunization,0.0027548209366391
120-180,Cholelithiasis,0-7,ALT (Elevated),condition,0.0068870523415977
120-180,Chronic congestive heart failure (disorder),730-inf,ALT (Elevated),condition,0.0013774104683195
120-180,Full-time employment (finding),90-180,ALT (Elevated),condition,0.0041322314049586
120-180,Full-time employment (finding),180-365,ALT (Elevated),condition,0.0027548209366391
120-180,Full-time employment (finding),365-730,ALT (Elevated),condition,0.0055096418732782
120-180,Full-time employment (finding),730-inf,ALT (Elevated),condition,0.0137741046831955
120-180,Gingival disease (disorder),30-60,ALT (Elevated),condition,0.0013774104683195
120-180,Gingival disease (disorder),90-180,ALT (Elevated),condition,0.0013774104683195
120-180,Gingival disease (disorder),365-730,ALT (Elevated),condition,0.0013774104683195
120-180,Gingival disease (disorder),730-inf,ALT (Elevated),condition,0.0055096418732782
120-180,Gingivitis (disorder),30-60,ALT (Elevated),condition,0.0013774104683195
120-180,Gingivitis (disorder),90-180,ALT (Elevated),condition,0.0027548209366391
120-180,Gingivitis (disorder),180-365,ALT (Elevated),condition,0.0041322314049586
120-180,Gingivitis (disorder),365-730,ALT (Elevated),condition,0.0068870523415977
120-180,Gingivitis (disorder),730-inf,ALT (Elevated),condition,0.012396694214876
120-180,History of peripheral stem cell transplant (situation),730-inf,ALT (Elevated),condition,0.0013774104683195
120-180,Influenza  seasonal  injectable  preservative free,30-60,ALT (Elevated),immunization,0.0013774104683195
120-180,Influenza  seasonal  injectable  preservative free,90-180,ALT (Elevated),immunization,0.0027548209366391
120-180,Influenza  seasonal  injectable  preservative free,180-365,ALT (Elevated),immunization,0.0068870523415977
120-180,Influenza  seasonal  injectable  preservative free,365-730,ALT (Elevated),immunization,0.0137741046831955
120-180,Influenza  seasonal  injectable  preservative free,730-inf,ALT (Elevated),immunization,0.0330578512396694
120-180,Injury of knee (disorder),730-inf,ALT (Elevated),condition,0.0013774104683195
120-180,Injury of medial collateral ligament of knee,730-inf,ALT (Elevated),condition,0.0013774104683195
120-180,Leaking dental filling (finding),365-730,ALT (Elevated),condition,0.0013774104683195
120-180,Leaking dental filling (finding),730-inf,ALT (Elevated),condition,0.0027548209366391
120-180,Limited social contact (finding),14-30,ALT (Elevated),condition,0.0013774104683195
120-180,Limited social contact (finding),365-730,ALT (Elevated),condition,0.0013774104683195
120-180,Limited social contact (finding),730-inf,ALT (Elevated),condition,0.0027548209366391
120-180,Loose dental filling (finding),365-730,ALT (Elevated),condition,0.0027548209366391
120-180,Medication review due (situation),30-60,ALT (Elevated),condition,0.0027548209366391
120-180,Medication review due (situation),60-90,ALT (Elevated),condition,0.0013774104683195
120-180,Medication review due (situation),90-180,ALT (Elevated),condition,0.0082644628099173
120-180,Medication review due (situation),180-365,ALT (Elevated),condition,0.0137741046831955
120-180,Medication review due (situation),365-730,ALT (Elevated),condition,0.0220385674931129
120-180,Medication review due (situation),730-inf,ALT (Elevated),condition,0.0316804407713498
120-180,Multiple myeloma (disorder),730-inf,ALT (Elevated),condition,0.0013774104683195
120-180,Non-small cell carcinoma of lung  TNM stage 1 (disorder),365-730,ALT (Elevated),condition,0.0013774104683195
120-180,Non-small cell lung cancer (disorder),365-730,ALT (Elevated),condition,0.0013774104683195
120-180,Not in labor force (finding),60-90,ALT (Elevated),condition,0.0013774104683195
120-180,Not in labor force (finding),180-365,ALT (Elevated),condition,0.0013774104683195
120-180,Not in labor force (finding),365-730,ALT (Elevated),condition,0.0041322314049586
120-180,Not in labor force (finding),730-inf,ALT (Elevated),condition,0.0041322314049586
120-180,Osteoarthritis of knee,180-365,ALT (Elevated),condition,0.0013774104683195
120-180,Osteoporosis (disorder),730-inf,ALT (Elevated),condition,0.0013774104683195
120-180,Part-time employment (finding),180-365,ALT (Elevated),condition,0.0027548209366391
120-180,Part-time employment (finding),365-730,ALT (Elevated),condition,0.0041322314049586
120-180,Part-time employment (finding),730-inf,ALT (Elevated),condition,0.0068870523415977
120-180,Pneumococcal conjugate PCV 13,730-inf,ALT (Elevated),immunization,0.0013774104683195
120-180,Polyp of colon,365-730,ALT (Elevated),condition,0.0013774104683195
120-180,Primary dental caries (disorder),180-365,ALT (Elevated),condition,0.0027548209366391
120-180,Primary dental caries (disorder),365-730,ALT (Elevated),condition,0.0041322314049586
120-180,Primary dental caries (disorder),730-inf,ALT (Elevated),condition,0.0013774104683195
120-180,Reports of violence in the environment (finding),60-90,ALT (Elevated),condition,0.0013774104683195
120-180,Reports of violence in the environment (finding),365-730,ALT (Elevated),condition,0.0041322314049586
120-180,Reports of violence in the environment (finding),730-inf,ALT (Elevated),condition,0.0013774104683195
120-180,Severe anxiety (panic) (finding),90-180,ALT (Elevated),condition,0.0013774104683195
120-180,Severe anxiety (panic) (finding),730-inf,ALT (Elevated),condition,0.0013774104683195
120-180,Social isolation (finding),180-365,ALT (Elevated),condition,0.0027548209366391
120-180,Social isolation (finding),365-730,ALT (Elevated),condition,0.0068870523415977
120-180,Social isolation (finding),730-inf,ALT (Elevated),condition,0.0027548209366391
120-180,Sprain (morphologic abnormality),180-365,ALT (Elevated),condition,0.0013774104683195
120-180,Sprain of wrist,180-365,ALT (Elevated),condition,0.0013774104683195
120-180,Stress (finding),30-60,ALT (Elevated),condition,0.0041322314049586
120-180,Stress (finding),90-180,ALT (Elevated),condition,0.0027548209366391
120-180,Stress (finding),180-365,ALT (Elevated),condition,0.0013774104683195
120-180,Stress (finding),365-730,ALT (Elevated),condition,0.012396694214876
120-180,Stress (finding),730-inf,ALT (Elevated),condition,0.0110192837465564
120-180,Suspected lung cancer (situation),365-730,ALT (Elevated),condition,0.0013774104683195
120-180,Td (adult)  5 Lf tetanus toxoid  preservative free  adsorbed,30-60,ALT (Elevated),immunization,0.0013774104683195
120-180,Td (adult)  5 Lf tetanus toxoid  preservative free  adsorbed,365-730,ALT (Elevated),immunization,0.0013774104683195
120-180,Td (adult)  5 Lf tetanus toxoid  preservative free  adsorbed,730-inf,ALT (Elevated),immunization,0.0013774104683195
120-180,Unemployed (finding),30-60,ALT (Elevated),condition,0.0013774104683195
120-180,Unemployed (finding),730-inf,ALT (Elevated),condition,0.0027548209366391
120-180,Unhealthy alcohol drinking behavior (finding),90-180,ALT (Elevated),condition,0.0013774104683195
120-180,Unhealthy alcohol drinking behavior (finding),180-365,ALT (Elevated),condition,0.0013774104683195
120-180,Unhealthy alcohol drinking behavior (finding),730-inf,ALT (Elevated),condition,0.0013774104683195
120-180,Victim of intimate partner abuse (finding),90-180,ALT (Elevated),condition,0.0013774104683195
120-180,Victim of intimate partner abuse (finding),180-365,ALT (Elevated),condition,0.0027548209366391
120-180,Victim of intimate partner abuse (finding),365-730,ALT (Elevated),condition,0.0013774104683195
120-180,Victim of intimate partner abuse (finding),730-inf,ALT (Elevated),condition,0.0027548209366391
120-180,Viral sinusitis (disorder),730-inf,ALT (Elevated),condition,0.0055096418732782
120-180,pneumococcal polysaccharide vaccine  23 valent,730-inf,ALT (Elevated),immunization,0.0013774104683195
180-inf,120-140,14-30,ALT (Elevated),Systolic Blood Pressure,0.0056818181818181
180-inf,120-140,90-180,ALT (Elevated),Systolic Blood Pressure,0.0056818181818181
180-inf,120-140,365-730,ALT (Elevated),Systolic Blood Pressure,0.0113636363636363
180-inf,120-140,730-inf,ALT (Elevated),Systolic Blood Pressure,0.0681818181818181
180-inf,140-inf,365-730,ALT (Elevated),Systolic Blood Pressure,0.0056818181818181
180-inf,140-inf,730-inf,ALT (Elevated),Systolic Blood Pressure,0.0568181818181818
180-inf,150-170,14-30,ALT (Elevated),Body Height,0.0056818181818181
180-inf,150-170,90-180,ALT (Elevated),Body Height,0.0056818181818181
180-inf,150-170,365-730,ALT (Elevated),Body Height,0.0170454545454545
180-inf,150-170,730-inf,ALT (Elevated),Body Height,0.125
180-inf,70-90,14-30,ALT (Elevated),Body Weight,0.0056818181818181
180-inf,70-90,90-180,ALT (Elevated),Body Weight,0.0056818181818181
180-inf,70-90,365-730,ALT (Elevated),Body Weight,0.0170454545454545
180-inf,70-90,730-inf,ALT (Elevated),Body Weight,0.125
180-inf,80-90,14-30,ALT (Elevated),Diastolic Blood Pressure,0.0056818181818181
180-inf,80-90,90-180,ALT (Elevated),Diastolic Blood Pressure,0.0056818181818181
180-inf,80-90,365-730,ALT (Elevated),Diastolic Blood Pressure,0.0170454545454545
180-inf,80-90,730-inf,ALT (Elevated),Diastolic Blood Pressure,0.1079545454545454
180-inf,90-inf,730-inf,ALT (Elevated),Diastolic Blood Pressure,0.0170454545454545
180-inf,COVID-19  mRNA  LNP-S  PF  30 mcg/0.3 mL dose,730-inf,ALT (Elevated),immunization,0.0113636363636363
180-inf,Concussion injury of brain (disorder),90-180,ALT (Elevated),condition,0.0056818181818181
180-inf,Concussion with loss of consciousness,90-180,ALT (Elevated),condition,0.0056818181818181
180-inf,Full-time employment (finding),90-180,ALT (Elevated),condition,0.0056818181818181
180-inf,Full-time employment (finding),730-inf,ALT (Elevated),condition,0.0227272727272727
180-inf,Gingival disease (disorder),365-730,ALT (Elevated),condition,0.0056818181818181
180-inf,Gingival disease (disorder),730-inf,ALT (Elevated),condition,0.0056818181818181
180-inf,Gingivitis (disorder),90-180,ALT (Elevated),condition,0.0056818181818181
180-inf,Gingivitis (disorder),365-730,ALT (Elevated),condition,0.0056818181818181
180-inf,Gingivitis (disorder),730-inf,ALT (Elevated),condition,0.0397727272727272
180-inf,Influenza  seasonal  injectable  preservative free,14-30,ALT (Elevated),immunization,0.0056818181818181
180-inf,Influenza  seasonal  injectable  preservative free,365-730,ALT (Elevated),immunization,0.0056818181818181
180-inf,Influenza  seasonal  injectable  preservative free,730-inf,ALT (Elevated),immunization,0.0397727272727272
180-inf,Leaking dental filling (finding),730-inf,ALT (Elevated),condition,0.0056818181818181
180-inf,Limited social contact (finding),730-inf,ALT (Elevated),condition,0.0056818181818181
180-inf,Medication review due (situation),90-180,ALT (Elevated),condition,0.0056818181818181
180-inf,Medication review due (situation),365-730,ALT (Elevated),condition,0.0056818181818181
180-inf,Medication review due (situation),730-inf,ALT (Elevated),condition,0.0568181818181818
180-inf,Not in labor force (finding),730-inf,ALT (Elevated),condition,0.0113636363636363
180-inf,Part-time employment (finding),730-inf,ALT (Elevated),condition,0.0113636363636363
180-inf,Primary dental caries (disorder),365-730,ALT (Elevated),condition,0.0056818181818181
180-inf,Primary dental caries (disorder),730-inf,ALT (Elevated),condition,0.0056818181818181
180-inf,Stress (finding),90-180,ALT (Elevated),condition,0.0056818181818181
180-inf,Stress (finding),365-730,ALT (Elevated),condition,0.0056818181818181
180-inf,Stress (finding),730-inf,ALT (Elevated),condition,0.0170454545454545
180-inf,Td (adult)  5 Lf tetanus toxoid  preservative free  adsorbed,14-30,ALT (Elevated),immunization,0.0056818181818181
180-inf,Unemployed (finding),14-30,ALT (Elevated),condition,0.0056818181818181
180-inf,Victim of intimate partner abuse (finding),365-730,ALT (Elevated),condition,0.0056818181818181
180-inf,Victim of intimate partner abuse (finding),730-inf,ALT (Elevated),condition,0.0113636363636363
180-inf,Viral sinusitis (disorder),730-inf,ALT (Elevated),condition,0.0056818181818181
60-120,120-140,180-365,ALT (Elevated),Systolic Blood Pressure,0.0147058823529411
60-120,120-140,730-inf,ALT (Elevated),Systolic Blood Pressure,0.0588235294117647
60-120,140-inf,730-inf,ALT (Elevated),Systolic Blood Pressure,0.0294117647058823
60-120,170-190,180-365,ALT (Elevated),Body Height,0.0147058823529411
60-120,170-190,730-inf,ALT (Elevated),Body Height,0.088235294117647
60-120,70-90,180-365,ALT (Elevated),Body Weight,0.0147058823529411
60-120,70-90,730-inf,ALT (Elevated),Body Weight,0.088235294117647
60-120,90-inf,180-365,ALT (Elevated),Diastolic Blood Pressure,0.0147058823529411
60-120,90-inf,730-inf,ALT (Elevated),Diastolic Blood Pressure,0.088235294117647
60-120,Abnormal findings diagnostic imaging heart+coronary circulat (finding),730-inf,ALT (Elevated),condition,0.0147058823529411
60-120,Acute bronchitis (disorder),730-inf,ALT (Elevated),condition,0.0147058823529411
60-120,COVID-19  mRNA  LNP-S  PF  100 mcg/0.5mL dose or 50 mcg/0.25mL dose,730-inf,ALT (Elevated),immunization,0.0294117647058823
60-120,Full-time employment (finding),180-365,ALT (Elevated),condition,0.0147058823529411
60-120,Full-time employment (finding),730-inf,ALT (Elevated),condition,0.0147058823529411
60-120,Gingival disease (disorder),365-730,ALT (Elevated),condition,0.0147058823529411
60-120,Gingival disease (disorder),730-inf,ALT (Elevated),condition,0.0147058823529411
60-120,Gingivitis (disorder),730-inf,ALT (Elevated),condition,0.0441176470588235
60-120,History of coronary artery bypass grafting (situation),730-inf,ALT (Elevated),condition,0.0147058823529411
60-120,Hyperlipidemia,730-inf,ALT (Elevated),condition,0.0147058823529411
60-120,Influenza  seasonal  injectable  preservative free,180-365,ALT (Elevated),immunization,0.0147058823529411
60-120,Influenza  seasonal  injectable  preservative free,730-inf,ALT (Elevated),immunization,0.0735294117647058
60-120,Ischemic heart disease (disorder),730-inf,ALT (Elevated),condition,0.0147058823529411
60-120,Limited social contact (finding),730-inf,ALT (Elevated),condition,0.0147058823529411
60-120,Loose dental filling (finding),730-inf,ALT (Elevated),condition,0.0147058823529411
60-120,Medication review due (situation),180-365,ALT (Elevated),condition,0.0147058823529411
60-120,Medication review due (situation),730-inf,ALT (Elevated),condition,0.0294117647058823
60-120,Part-time employment (finding),730-inf,ALT (Elevated),condition,0.0147058823529411
60-120,Sprain (morphologic abnormality),365-730,ALT (Elevated),condition,0.0147058823529411
60-120,Sprain of ankle,365-730,ALT (Elevated),condition,0.0147058823529411
60-120,Stress (finding),730-inf,ALT (Elevated),condition,0.0294117647058823
60-120,Td (adult)  5 Lf tetanus toxoid  preservative free  adsorbed,730-inf,ALT (Elevated),immunization,0.0147058823529411
60-120,Unemployed (finding),730-inf,ALT (Elevated),condition,0.0147058823529411
Unhealthy alcohol drinking behavior (finding),0-1,14-30,condition,Creatinine,4.29083263607303e-05
Unhealthy alcohol drinking behavior (finding),0-1,60-90,condition,Creatinine,6.436248954109545e-05
Unhealthy alcohol drinking behavior (finding),0-1,90-180,condition,Creatinine,0.0003647207740662
Unhealthy alcohol drinking behavior (finding),0-1,180-365,condition,Creatinine,0.0004290832636073
Unhealthy alcohol drinking behavior (finding),0-1,365-730,condition,Creatinine,0.0002145416318036
Unhealthy alcohol drinking behavior (finding),0-1,730-inf,condition,Creatinine,0.002703224560726
Unhealthy alcohol drinking behavior (finding),0-150,180-365,condition,Body Height,2.145416318036515e-05
Unhealthy alcohol drinking behavior (finding),0-150,365-730,condition,Body Height,2.145416318036515e-05
Unhealthy alcohol drinking behavior (finding),0-150,730-inf,condition,Body Height,0.0004076291004269
Unhealthy alcohol drinking behavior (finding),0-35,14-30,condition,Carbon Dioxide,6.436248954109545e-05
Unhealthy alcohol drinking behavior (finding),0-35,30-60,condition,Carbon Dioxide,0.0001716333054429
Unhealthy alcohol drinking behavior (finding),0-35,60-90,condition,Carbon Dioxide,0.000235995794984
Unhealthy alcohol drinking behavior (finding),0-35,90-180,condition,Carbon Dioxide,0.0010083456694771
Unhealthy alcohol drinking behavior (finding),0-35,180-365,condition,Carbon Dioxide,0.0010083456694771
Unhealthy alcohol drinking behavior (finding),0-35,365-730,condition,Carbon Dioxide,0.0007723498744931
Unhealthy alcohol drinking behavior (finding),0-35,730-inf,condition,Carbon Dioxide,0.0055351741005342
Unhealthy alcohol drinking behavior (finding),0-50,7-14,condition,Body Weight,2.145416318036515e-05
Unhealthy alcohol drinking behavior (finding),0-50,14-30,condition,Body Weight,2.145416318036515e-05
Unhealthy alcohol drinking behavior (finding),0-50,30-60,condition,Body Weight,4.29083263607303e-05
Unhealthy alcohol drinking behavior (finding),0-50,60-90,condition,Body Weight,4.29083263607303e-05
Unhealthy alcohol drinking behavior (finding),0-50,90-180,condition,Body Weight,0.0001501791422625
Unhealthy alcohol drinking behavior (finding),0-50,180-365,condition,Body Weight,0.0005578082426894
Unhealthy alcohol drinking behavior (finding),0-50,365-730,condition,Body Weight,4.29083263607303e-05
Unhealthy alcohol drinking behavior (finding),0-50,730-inf,condition,Body Weight,0.0004076291004269
Unhealthy alcohol drinking behavior (finding),0-60,7-14,condition,Diastolic Blood Pressure,2.145416318036515e-05
Unhealthy alcohol drinking behavior (finding),0-60,14-30,condition,Diastolic Blood Pressure,6.436248954109545e-05
Unhealthy alcohol drinking behavior (finding),0-60,30-60,condition,Diastolic Blood Pressure,0.0001287249790821
Unhealthy alcohol drinking behavior (finding),0-60,60-90,condition,Diastolic Blood Pressure,0.0001072708159018
Unhealthy alcohol drinking behavior (finding),0-60,90-180,condition,Diastolic Blood Pressure,0.0003647207740662
Unhealthy alcohol drinking behavior (finding),0-60,180-365,condition,Diastolic Blood Pressure,0.0006007165690502
Unhealthy alcohol drinking behavior (finding),0-60,365-730,condition,Diastolic Blood Pressure,0.0012014331381004
Unhealthy alcohol drinking behavior (finding),0-60,730-inf,condition,Diastolic Blood Pressure,0.004290832636073
Unhealthy alcohol drinking behavior (finding),0-70,90-180,condition,Glucose,0.0003218124477054
Unhealthy alcohol drinking behavior (finding),0-70,180-365,condition,Glucose,0.0001287249790821
Unhealthy alcohol drinking behavior (finding),0-70,365-730,condition,Glucose,0.0001287249790821
Unhealthy alcohol drinking behavior (finding),0-70,730-inf,condition,Glucose,0.0009868915062967
Unhealthy alcohol drinking behavior (finding),0-8,14-30,condition,Calcium,2.145416318036515e-05
Unhealthy alcohol drinking behavior (finding),0-8,60-90,condition,Calcium,2.145416318036515e-05
Unhealthy alcohol drinking behavior (finding),0-8,90-180,condition,Calcium,2.145416318036515e-05
Unhealthy alcohol drinking behavior (finding),0-8,365-730,condition,Calcium,4.29083263607303e-05
Unhealthy alcohol drinking behavior (finding),0-8,730-inf,condition,Calcium,6.436248954109545e-05
Unhealthy alcohol drinking behavior (finding),0-90,7-14,condition,Systolic Blood Pressure,4.29083263607303e-05
Unhealthy alcohol drinking behavior (finding),0-90,14-30,condition,Systolic Blood Pressure,4.29083263607303e-05
Unhealthy alcohol drinking behavior (finding),0-90,30-60,condition,Systolic Blood Pressure,0.0001716333054429
Unhealthy alcohol drinking behavior (finding),0-90,60-90,condition,Systolic Blood Pressure,0.0001072708159018
Unhealthy alcohol drinking behavior (finding),0-90,90-180,condition,Systolic Blood Pressure,0.0005363540795091
Unhealthy alcohol drinking behavior (finding),0-90,180-365,condition,Systolic Blood Pressure,0.00117997897492
Unhealthy alcohol drinking behavior (finding),0-90,365-730,condition,Systolic Blood Pressure,0.0018665121966917
Unhealthy alcohol drinking behavior (finding),0-90,730-inf,condition,Systolic Blood Pressure,0.0047842783892214
Unhealthy alcohol drinking behavior (finding),1-1,30-60,condition,Creatinine,0.0001501791422625
Unhealthy alcohol drinking behavior (finding),1-1,60-90,condition,Creatinine,0.0001072708159018
Unhealthy alcohol drinking behavior (finding),1-1,90-180,condition,Creatinine,0.0003861749372465
Unhealthy alcohol drinking behavior (finding),1-1,180-365,condition,Creatinine,0.0004076291004269
Unhealthy alcohol drinking behavior (finding),1-1,365-730,condition,Creatinine,0.0001930874686232
Unhealthy alcohol drinking behavior (finding),1-1,730-inf,condition,Creatinine,0.0013730664435433
Unhealthy alcohol drinking behavior (finding),1-inf,14-30,condition,Creatinine,2.145416318036515e-05
Unhealthy alcohol drinking behavior (finding),1-inf,30-60,condition,Creatinine,2.145416318036515e-05
Unhealthy alcohol drinking behavior (finding),1-inf,60-90,condition,Creatinine,6.436248954109545e-05
Unhealthy alcohol drinking behavior (finding),1-inf,90-180,condition,Creatinine,0.0002574499581643
Unhealthy alcohol drinking behavior (finding),1-inf,180-365,condition,Creatinine,0.0001716333054429
Unhealthy alcohol drinking behavior (finding),1-inf,365-730,condition,Creatinine,0.0003647207740662
Unhealthy alcohol drinking behavior (finding),1-inf,730-inf,condition,Creatinine,0.0014588830962648
Unhealthy alcohol drinking behavior (finding),107-inf,14-30,condition,Chloride,6.436248954109545e-05
Unhealthy alcohol drinking behavior (finding),107-inf,60-90,condition,Chloride,8.58166527214606e-05
Unhealthy alcohol drinking behavior (finding),107-inf,90-180,condition,Chloride,0.0005148999163287
Unhealthy alcohol drinking behavior (finding),107-inf,180-365,condition,Chloride,0.0004505374267876
Unhealthy alcohol drinking behavior (finding),107-inf,365-730,condition,Chloride,0.0003432666108858
Unhealthy alcohol drinking behavior (finding),107-inf,730-inf,condition,Chloride,0.0016305164017077
Unhealthy alcohol drinking behavior (finding),120-140,7-14,condition,Systolic Blood Pressure,0.0001716333054429
Unhealthy alcohol drinking behavior (finding),120-140,14-30,condition,Systolic Blood Pressure,0.0002789041213447
Unhealthy alcohol drinking behavior (finding),120-140,30-60,condition,Systolic Blood Pressure,0.0005363540795091
Unhealthy alcohol drinking behavior (finding),120-140,60-90,condition,Systolic Blood Pressure,0.000707987384952
Unhealthy alcohol drinking behavior (finding),120-140,90-180,condition,Systolic Blood Pressure,0.0016090622385273
Unhealthy alcohol drinking behavior (finding),120-140,180-365,condition,Systolic Blood Pressure,0.003175216150694
Unhealthy alcohol drinking behavior (finding),120-140,365-730,condition,Systolic Blood Pressure,0.0070369655231597
Unhealthy alcohol drinking behavior (finding),120-140,730-inf,condition,Systolic Blood Pressure,0.0316234365278582
Unhealthy alcohol drinking behavior (finding),135-145,14-30,condition,Sodium,6.436248954109545e-05
Unhealthy alcohol drinking behavior (finding),135-145,30-60,condition,Sodium,0.0001716333054429
Unhealthy alcohol drinking behavior (finding),135-145,60-90,condition,Sodium,0.000235995794984
